[00:00:03--00:00:05] 大家都知道图像是大自然创造的
[01:34:05--01:34:06] 就是因为它比较长
[01:34:06--01:34:07] 所以我应该再选C
[01:34:07--01:34:08] 所以他找到了
[01:34:08--01:34:09] 这些叫错误的关联
[01:34:09--01:34:10] 对
[01:34:10--01:34:11] 就会导致
[01:34:11--01:34:12] 你看我们早期
[01:34:12--01:34:13] 一些非常小的
[01:34:13--01:34:14] 做了一些非常小的模型
[01:34:14--01:34:16] 然后这种一口爆的数据
[01:34:16--01:34:17] 做到的时候
[01:34:17--01:34:17] 你会发现
[01:34:17--01:34:18] 他会学到一些
[01:34:18--01:34:18] 很奇怪的buff
[01:34:18--01:34:19] 就比如说
[01:34:19--01:34:21] 遇到一些比较难的题
[01:34:21--01:34:23] 一律选最长的
[01:34:23--01:34:23] 对
[01:34:23--01:34:24] 他会buff到这个
[01:34:24--01:34:25] 对
[01:34:25--01:34:26] 如果语言
[01:34:26--01:34:28] 这一块大家能够
[01:34:28--01:34:28] 理解的
[01:34:28--01:34:29] 就这种训练是有害
[01:34:29--01:34:31] 那么自然就能理解
[01:34:31--01:34:32] 在图像上
[01:34:32--01:34:34] 你这种图文交错的训练
[01:34:34--01:34:35] 如果你不解决
[01:34:35--01:34:37] 这个COT
[01:34:37--01:34:39] 或者这个complexly
[01:34:39--01:34:39] 这个问题
[01:34:39--01:34:40] 它也是有害
[01:34:40--01:34:41] 对
[01:34:41--01:34:42] 就是你auto-reverse
[01:34:42--01:34:43] 就算你
[01:34:43--01:34:44] 你的监督信号是深圳式
[01:34:44--01:34:45] 但是因为它一步
[01:34:45--01:34:46] 实际上
[01:34:46--01:34:47] 盖得不到这一点
[01:34:47--01:34:48] 所以它的
[01:34:48--01:34:49] 它产生梯度
[01:34:49--01:34:50] 很多是错乱的
[01:34:50--01:34:52] 所以最好的结果
[01:34:52--01:34:53] 就是没有效果
[01:34:53--01:34:54] 对
[01:34:54--01:34:56] 如果你稍微再差一些
[01:34:56--01:34:57] 你甚至可以做的
[01:34:57--01:34:57] 就
[01:34:57--01:34:57] 就
[01:34:57--01:34:57] 就
[01:34:57--01:34:58] 就
[01:34:58--01:34:58] 就
[01:34:58--01:34:58] 4 4 4 4
[01:34:58--01:34:59] 就是做得非常糟糕
[01:34:59--01:35:01] 那我们再回到主线
[01:35:01--01:35:01] 那个
[01:35:01--01:35:03] 祥宇你理解的
[01:35:03--01:35:05] 多么太推理的GP时刻
[01:35:05--01:35:06] 你估计还有多久
[01:35:06--01:35:08] 还要在架构上发生什么变化吗
[01:35:08--01:35:09] 还要
[01:35:09--01:35:10] 还差什么东西
[01:35:10--01:35:12] 那我接着把刚刚那个故事讲完
[01:35:12--01:35:14] 就是刚刚这个故事
[01:35:14--01:35:15] 其实就卡在了
[01:35:15--01:35:17] 其中一个很重要的一个点
[01:35:17--01:35:18] 我看
[01:35:18--01:35:19] 我给出了一个看起来很美的
[01:35:19--01:35:21] 这个模式
[01:35:21--01:35:21] 对
[01:35:21--01:35:22] 但是呢
[01:35:22--01:35:24] 受限于你预训练的
[01:35:24--01:35:25] 这个局限性
[01:35:25--01:35:27] 你没有这个思维量
[01:35:27--01:35:28] 所以
[01:35:28--01:35:32] 所以其实它的推广性是很纯一的
[01:35:32--01:35:35] 并且就是在原图上做编辑
[01:35:35--01:35:37] 不管是圈点还是批注
[01:35:37--01:35:39] 还是什么放哪
[01:35:39--01:35:41] 它这个动作空间太有限了
[01:35:41--01:35:43] 很多问题我是想对这个
[01:35:43--01:35:47] 我是想对它进行一个重新打草稿
[01:35:47--01:35:50] 我是要regenerate这件事
[01:35:50--01:35:53] 所以这里就产生一个
[01:35:53--01:35:54] 就很自然的一个想法
[01:35:54--01:35:57] 往后的路我得分三个
[01:35:57--01:35:59] 两条路要走
[01:35:59--01:36:01] 第一我得想办法
[01:36:01--01:36:02] 扩充我的训练语调
[01:36:02--01:36:04] 让更多的这种表示
[01:36:04--01:36:07] 就是让我那个思维链
[01:36:07--01:36:09] 允许更多的动作空间
[01:36:09--01:36:10] 要扩大
[01:36:10--01:36:11] 对
[01:36:11--01:36:13] 其实这时候我觉得
[01:36:13--01:36:17] 第一条路就比较显然了
[01:36:17--01:36:17] 就是视频
[01:36:17--01:36:19] 视频我们知道有大量的
[01:36:19--01:36:20] 这种教学视频
[01:36:20--01:36:22] 它是有非常丰富的
[01:36:22--01:36:24] 就是就一步步
[01:36:24--01:36:27] 一步一步所谓的叫做思考过程
[01:36:27--01:36:28] 而且很多思考
[01:36:28--01:36:29] 尤其老师上个视频
[01:36:29--01:36:31] 他他应当他有那个激光笔
[01:36:31--01:36:34] 他会指这些点
[01:36:34--01:36:36] 他会在上面打草稿
[01:36:36--01:36:37] 还会连辅助线等等
[01:36:37--01:36:40] 还有非常丰富的这种过程
[01:36:40--01:36:40] 对
[01:36:40--01:36:45] 如果我们把这个过程也引入到这个训练过程中
[01:36:45--01:36:47] 对那肯定是大有好处的
[01:36:47--01:36:49] 这是一条比较确定的路线
[01:36:49--01:36:51] 我是觉得可以扩充
[01:36:51--01:36:53] 把这个视觉推理的走
[01:36:53--01:36:54] 但它主要难点还是这个视频
[01:36:54--01:36:56] 数据的清晰
[01:36:56--01:36:58] 因为绝大多数视频数据都是垃圾
[01:36:58--01:37:03] 我说垃圾指的是从这个模型训练的这个角度
[01:37:03--01:37:04] 对对对
[01:37:04--01:37:07] 因为它经常因为视频长度特别长
[01:37:07--01:37:08] 对
[01:37:08--01:37:09] 以及还有一个很大的一个缺点
[01:37:09--01:37:12] 就是说它怎么跟语言模态对齐
[01:37:12--01:37:13] 对
[01:37:13--01:37:14] 一旦有视频以后
[01:37:14--01:37:16] 它跟那种图文交错是遇到
[01:37:16--01:37:18] 图文交错也要经常
[01:37:18--01:37:21] 它的文本部分是非常丰富的
[01:37:21--01:37:22] 但视频类语料的话
[01:37:22--01:37:24] 它是视觉部分很丰富的
[01:37:24--01:37:27] 文本部分不是很丰富
[01:37:27--01:37:30] 一般都是一些那个解说或者ASR的数据
[01:37:30--01:37:32] 或者字幕的数据
[01:37:32--01:37:34] 甚至还有很多是无声的
[01:37:34--01:37:37] 对这种就这种其实是很难应用
[01:37:37--01:37:39] 对所以这里面的一个难点
[01:37:39--01:37:42] 其实其实就是还是叫做
[01:37:42--01:37:45] 就怎么有效的挖掘这些数据
[01:37:45--01:37:47] 我相信这个可能很多机构都在做
[01:37:47--01:37:50] 尤其是Google在这一块是比较超前
[01:37:50--01:37:51] 对对
[01:37:51--01:37:53] 另一条路径也是比较显然的
[01:37:53--01:37:54] 就是说我要进一步
[01:37:54--01:37:56] 扩展动作空间
[01:37:56--01:37:59] 对那么对原图进行编辑是一
[01:38:00--01:38:06] 其实最具吸引力的还是假如说你能做非常自由的且高可控的生成,
[01:38:07--01:38:12] 那么这件事其实就吸引力会更大,
[01:38:12--01:38:12] 对,
[01:38:12--01:38:15] 因为一旦你能做自由形式的生成,
[01:38:15--01:38:17] 那我的思维链里面就不再局限原图了,
[01:38:17--01:38:22] 我可以把我任何我想象出来或者文字描述用图像具象化,
[01:38:23--01:38:24] 然后再进行推理,
[01:38:24--01:38:27] 那这个时间推理肯定能再更上一层,
[01:38:27--01:38:29] 但是前面也说了,
[01:38:29--01:38:31] 我为什么要做视觉推理,
[01:38:31--01:38:35] 因为觉得视觉生成它需要思维链,
[01:38:35--01:38:36] 这件事没搞定,
[01:38:36--01:38:38] 但你现在又告诉我,
[01:38:38--01:38:41] 你做视觉推理也需要靠生成来辅助,
[01:38:42--01:38:43] 这不就死锁了吗?
[01:38:43--01:38:43] 死锁,
[01:38:44--01:38:44] 对,
[01:38:45--01:38:50] 解开死锁那就需要有一边能够先行一步,
[01:38:51--01:38:51] 对,
[01:38:52--01:38:54] 然后今年我是看到了非常好的一个趋势,
[01:38:54--01:38:55] 一个是那个吉姆纳,
[01:38:56--01:38:59] 吉姆纳就是他的那个高可控生成,
[01:38:59--01:38:59] 其实,
[01:38:59--01:39:00] 他已经做得非常不错了,
[01:39:00--01:39:03] 更让人震撼的还是那个SOU,
[01:39:03--01:39:05] SOU的最新版,
[01:39:05--01:39:08] 他的那个图像生成的可控性在可控线上,
[01:39:09--01:39:11] 我觉得是可以做到非常好,
[01:39:11--01:39:15] 而且看起来是跟他跟原模型已经融得非常好,
[01:39:15--01:39:16] 非常好,
[01:39:16--01:39:19] 虽然我不知道很清楚他是怎么做,
[01:39:19--01:39:21] 但结果在那里,
[01:39:21--01:39:23] 我也做了一些就相关研究,
[01:39:24--01:39:28] 后来发现如果你只看重这个可控生成的质量,
[01:39:28--01:39:29] 对,
[01:39:29--01:39:32] 其实这件事不是那么的无解,
[01:39:32--01:39:39] 就不一定需要这个你把COT甚至是LUNCOT这种这件事搞定,
[01:39:39--01:39:39] 对,
[01:39:39--01:39:41] 你只要限制你的问题的Domain,
[01:39:41--01:39:47] 你把你的Domain限制到能够一口爆解决的这个范畴,
[01:39:47--01:39:49] 对,
[01:39:49--01:39:52] 这个也就要也就是意思是,
[01:39:52--01:39:54] 假如说你能很好的清洗数据,
[01:39:54--01:39:57] 并且严格控制这些数据的难度,
[01:39:57--01:39:59] 那么高可控生成,
[01:39:59--01:40:02] 其实在很大的Domain上它是可以实现,
[01:40:02--01:40:03] 我举个例子,
[01:40:03--01:40:04] 我给你一个图,
[01:40:04--01:40:06] 一个几何的图,
[01:40:06--01:40:07] 我要连接AB,
[01:40:07--01:40:09] 这件事不需要任何思考,
[01:40:09--01:40:10] 对,
[01:40:10--01:40:11] 它这个很简单的,
[01:40:11--01:40:14] 它就是我认为它的复杂度是非常低的,
[01:40:14--01:40:20] 它是完全是可以处在模型一口直接输出答案这个范畴的范围,
[01:40:20--01:40:26] 又比如说把某一个人给移除这样的一个编辑指令,
[01:40:26--01:40:26] 对,
[01:40:26--01:40:29] 这个编辑指令当然你要看背景的复杂度,
[01:40:29--01:40:30] 但在绝大数据情况下,
[01:40:30--01:40:33] 这也是一个纯感知加深层的语料,
[01:40:33--01:40:34] 它不需要,
[01:40:34--01:40:36] 它这些问题背后不需要太多推理,
[01:40:36--01:40:37] 对,
[01:40:37--01:40:38] 之前呢,
[01:40:38--01:40:44] 我们没有特别重视把这些数据的纯度以及难度控制到比较好,
[01:40:44--01:40:46] 就更多的还是把互联网语料,
[01:40:46--01:40:50] 就是所有乱七八糟的图文交错都混了一块进行训练,
[01:40:50--01:40:51] 对,
[01:40:51--01:40:52] 这就产生一个问题,
[01:40:52--01:40:53] 一个是刚刚你说过的,
[01:40:53--01:40:55] 那些语料很多,
[01:40:55--01:40:58] 就比如说很多新闻配的都是图文无关的图,
[01:40:58--01:40:59] 那种,
[01:40:59--01:41:02] 那种就又或者说有些图,
[01:41:02--01:41:03] 一些也梗图,
[01:41:03--01:41:05] 它难度非常的大,
[01:41:05--01:41:10] 它不是一个你单步或者叫单次生成所能够做的,
[01:41:10--01:41:10] 做的事情,
[01:41:10--01:41:12] 之前是把这些东西全部混了一块,
[01:41:12--01:41:14] 这个模型非常的struggle,
[01:41:14--01:41:17] 所以导致它就可控性做的非常差,
[01:41:17--01:41:24] 但是当然这也是也说明海外这些公司还是很多技术或者认知走在我们前面,
[01:41:24--01:41:26] 他们既然做出来了,
[01:41:26--01:41:26] 对,
[01:41:26--01:41:27] 我看了他们做的效果,
[01:41:27--01:41:28] 大概也,
[01:41:28--01:41:28] 也,
[01:41:28--01:41:30] 也能拆出来,
[01:41:30--01:41:34] 这种做法其实基于现有的架构,
[01:41:34--01:41:35] 他很有机会,
[01:41:35--01:41:37] 这里面的核心还是把数据好好搞一搞,
[01:41:37--01:41:38] 对,
[01:41:38--01:41:39] 所以,
[01:41:39--01:41:40] 所以呢,
[01:41:40--01:41:43] 像今年我们就出了一个编辑模型,
[01:41:43--01:41:45] 数据还是做的还是非常糙,
[01:41:45--01:41:47] 数据也是非常脏,
[01:41:47--01:41:53] 但是他出来的效果已经不是我当时做的那些深圳立体化那个模型所能做,
[01:41:53--01:41:56] 当然现在这个还不是一个完全的深圳立体化,
[01:41:56--01:41:58] 还是有点像大积木拼传,
[01:41:58--01:42:02] 我们很快也会出一个就基于这个模型所造,
[01:42:02--01:42:04] 他们合成大量数据,
[01:42:04--01:42:05] 用这种相关的数据,
[01:42:05--01:42:08] 用这个数据再去训练的一定程度,
[01:42:08--01:42:10] 至少对于一些简单的TAS,
[01:42:10--01:42:12] 它是可以做得非常不错,
[01:42:12--01:42:12] 对,
[01:42:12--01:42:14] 这就是一个很鼓舞人的信号,
[01:42:14--01:42:15] 是让,
[01:42:15--01:42:18] 因为我们公司也不是很在乎这些美学这些东西,
[01:42:18--01:42:19] 我们是要走位机嗨的,
[01:42:19--01:42:20] 呵呵,
[01:42:20--01:42:21] 对对,
[01:42:21--01:42:22] 所以呢,
[01:42:22--01:42:27] 但是光从一个画面的结构和这个instruction的这个,
[01:42:27--01:42:28] 忠实程度来说,
[01:42:28--01:42:30] 我觉得现在是可以做得非常好,
[01:42:30--01:42:31] 就至少对于简单的问题,
[01:42:31--01:42:32] 叫指令性问题,
[01:42:32--01:42:34] 就无需推理的问题,
[01:42:34--01:42:36] 它是可以做得非常好,
[01:42:36--01:42:39] 指令性问题就是把这个挪到那,
[01:42:39--01:42:41] 或者是生成一个左边是什么,
[01:42:41--01:42:42] 中间是什么,
[01:42:42--01:42:42] 上面是什么,
[01:42:42--01:42:44] 就这样的问题,
[01:42:44--01:42:45] 它是可以做得非常好,
[01:42:45--01:42:45] 指令,
[01:42:45--01:42:51] 又比如说像那个在柱状图帮我连接一条水平线,
[01:42:51--01:42:55] 让右边那个柱子指向那个左边的那个坐标轴,
[01:42:55--01:42:57] 什么样的指令它可以做得非常好,
[01:42:57--01:42:58] 啊,
[01:42:58--01:43:01] 这个指令你要说有什么用呢?
[01:43:01--01:43:02] 就很多人比较在乎美学,
[01:43:02--01:43:04] 就是人脸是否即便什么的,
[01:43:04--01:43:07] 就其实在如果你要搞的目标是推理,
[01:43:07--01:43:08] 其实这也是关键,
[01:43:08--01:43:11] 它的关键在于你要把这些指令性的任务,
[01:43:11--01:43:12] 就该完成的完成,
[01:43:12--01:43:14] 至少在语义上完成,
[01:43:14--01:43:15] 啊,
[01:43:15--01:43:16] 完成之类的都不关键,
[01:43:16--01:43:18] 有一个大概那样的感觉,
[01:43:18--01:43:19] 有一个方向就行了,
[01:43:19--01:43:20] 对,
[01:43:20--01:43:21] 一旦你搞定了这一步,
[01:43:21--01:43:25] 那下一步就最吸引的是像这样的一个模型,
[01:43:25--01:43:27] 是不是我就可以进刚刚说的推理上,
[01:43:27--01:43:28] 对,
[01:43:28--01:43:29] 我用了这样的一个模型,
[01:43:29--01:43:33] 并且我还能做到叫初步的初级生成的业绩,
[01:43:33--01:43:36] 会生成的指令是不带ZOT,
[01:43:36--01:43:37] 我又简单的把,
[01:43:37--01:43:38] 啊,
[01:43:38--01:43:39] 就叫指令性Program,
[01:43:39--01:43:40] 能够指令,
[01:43:40--01:43:43] 执行好的这样的一个生成和理解的模型,
[01:43:43--01:43:44] 我以它为起点,
[01:43:44--01:43:48] 它可以在任何地方想要的地方产生输出,
[01:43:48--01:43:49] 这个输出呢,
[01:43:49--01:43:51] 也不一定要一次性是能对,
[01:43:51--01:43:54] 因为后面的思维链还可以对它再进行修正,
[01:43:54--01:43:56] 你发现是不是理解,
[01:43:56--01:43:57] 你发现是不是理解,
[01:43:57--01:44:01] 等更广泛的意义上的理解,
[01:44:01--01:44:02] 它就可以做了,
[01:44:02--01:44:05] 就比如说一些需要空间想象,
[01:44:05--01:44:10] 或者需要画草图才能解决的这些问题,
[01:44:10--01:44:11] 有了这个东西,
[01:44:11--01:44:12] 它就,
[01:44:12--01:44:13] 就这些问题,
[01:44:13--01:44:15] 我不说做得如何的好,
[01:44:15--01:44:17] 至少它就可做,
[01:44:17--01:44:18] 是吧,
[01:44:18--01:44:20] 以及你会发现,
[01:44:20--01:44:23] 这件事当你搞定了理解部分,
[01:44:23--01:44:26] 就像我刚刚说的带ZOT的生成,
[01:44:26--01:44:27] 甚至于Lunch,
[01:44:27--01:44:27] 甚至于Lunch,
[01:44:27--01:44:27] 甚至于Lunch,
[01:44:27--01:44:27] 甚至于Lunch,
[01:44:27--01:44:30] 也变得可做,
[01:44:30--01:44:33] 它无非就是最后的结果,
[01:44:33--01:44:34] 你输出的是文字,
[01:44:34--01:44:35] 那么它就是理解,
[01:44:35--01:44:37] 最后哪一步输出的是图,
[01:44:37--01:44:39] 那它就是生成,
[01:44:39--01:44:41] 至于中间的思维链全部是图文文态,
[01:44:41--01:44:43] 也就是说如果能做到这一步,
[01:44:43--01:44:45] 我就可以一次性的做到,
[01:44:45--01:44:48] 就真正的在视觉空间生成加密,
[01:44:48--01:44:52] 这就是我想象中的下一个,
[01:44:52--01:44:57] 我们叫做多模态的GPT4视频,
[01:44:57--01:44:58] 对不对?
[01:44:58--01:44:59] 对对对,
[01:44:59--01:45:00] 这个还是很幸福的,
[01:45:00--01:45:04] 你感觉这个还要多久到GPT-4时刻
[01:45:04--01:45:04] 今天处在
[01:45:04--01:45:05] 我觉得每多一年
[01:45:05--01:45:07] 哇 很乐观
[01:45:07--01:45:07] 真的很快
[01:45:07--01:45:09] 因为它的前置技术觉得
[01:45:09--01:45:12] 但我不是特别清楚
