[00:00:00 - 00:00:02] 原来你做DeepResearch单独做的
[01:22:05 - 01:22:06] 就是说他可能
[01:22:06 - 01:22:07] 看了一个网页
[01:22:07 - 01:22:07] 没啥用
[01:22:07 - 01:22:08] 又看这个网页
[01:22:08 - 01:22:08] 一直在看
[01:22:08 - 01:22:10] 就是死循环了
[01:22:10 - 01:22:11] 这是早期的
[01:22:11 - 01:22:12] 那现在我们看
[01:22:12 - 01:22:14] 文武崇尚好像有一些改进
[01:22:14 - 01:22:15] 但是还没有到那种
[01:22:15 - 01:22:16] 足够的那种
[01:22:16 - 01:22:18] discriminative那种感觉
[01:22:18 - 01:22:18] 就是说
[01:22:18 - 01:22:19] 他不太会循环
[01:22:19 - 01:22:20] 他不太会循环
[01:22:20 - 01:22:22] 但是他找信息还是很慢的
[01:22:22 - 01:22:23] 对 他往下推的这个进展
[01:22:23 - 01:22:24] 就是很明显是一个
[01:22:24 - 01:22:25] 非常不熟练
[01:22:25 - 01:22:27] 或者非常没有经验的人
[01:22:27 - 01:22:27] 就推的这么一个状态
[01:22:31 - 01:22:32] 然后pulltrain就在data质量阶段
[01:22:32 - 01:22:33] 很多都有关系
[01:22:33 - 01:22:34] 以及各种各样
[01:22:34 - 01:22:35] 我们现在比如说
[01:22:35 - 01:22:36] 用ORO方法去训
[01:22:36 - 01:22:37] 那它天生的就是说
[01:22:37 - 01:22:38] 它喜欢绕对吧
[01:22:38 - 01:22:40] ORO就有这个特点
[01:22:40 - 01:22:42] 那怎么样让它足够好的
[01:22:42 - 01:22:42] hitting the ball
[01:22:42 - 01:22:44] 那其实在技术上
[01:22:44 - 01:22:45] 我觉得有很多改进的地方
[01:22:45 - 01:22:46] 其实这是可以大幅度缩短的
[01:22:46 - 01:22:47] 现在我们只是说
[01:22:47 - 01:22:49] 让agent能扛住40分钟
[01:22:49 - 01:22:50] 我好厉害
[01:22:50 - 01:22:51] 但下一步是说
[01:22:51 - 01:22:53] 你扛住再怎么long to short
[01:22:53 - 01:22:55] 就是说我们要比个决策质量
[01:22:55 - 01:22:56] 比如说你做10步
[01:22:56 - 01:22:58] 就要比人家50步要强
[01:22:58 - 01:22:59] 那当然体验一下就好了
[01:22:59 - 01:23:01] 比如说其实C的1.8
[01:23:01 - 01:23:02] 就又有这个
[01:23:02 - 01:23:03] 他们画个曲线
[01:23:03 - 01:23:04] 我记得去比了这个事情
[01:23:04 - 01:23:05] 我觉得那
[01:23:05 - 01:23:07] 其实大家以后都应该比一比
[01:23:07 - 01:23:09] 考虑到这个时间这个事情
[01:23:09 - 01:23:09] Time Sensitive
[01:23:09 - 01:23:11] 因为确实这个事情对应
[01:23:11 - 01:23:13] 尤其是一些同步的任务
[01:23:13 - 01:23:13] 比如Computer Use
[01:23:13 - 01:23:14] 对使用体验
[01:23:14 - 01:23:15] 对对使用体验也很大
[01:23:15 - 01:23:16] 很大的影响
[01:23:16 - 01:23:17] 就比如那个Booking.com
[01:23:17 - 01:23:17] 对吧
[01:23:17 - 01:23:19] 它排除一些网络延迟
[01:23:19 - 01:23:20] 很多就是模型版
[01:23:20 - 01:23:21] 那5秒钟里边
[01:23:21 - 01:23:22] 可能网络延迟占0.5秒
[01:23:22 - 01:23:24] 但模型可能占4.5秒
[01:23:24 - 01:23:26] 对这就是很大的问题
[01:23:26 - 01:23:26] 对
[01:23:26 - 01:23:28] 对咱现在越来越多的
[01:23:28 - 01:23:29] 又回到benchmark
[01:23:29 - 01:23:31] 就现在越来越多benchmark
[01:23:31 - 01:23:32] 会考虑到就是latency
[01:23:32 - 01:23:34] 对这个确实
[01:23:34 - 01:23:37] 而从那个
[01:23:37 - 01:23:38] 就是他
[01:23:38 - 01:23:39] 一个是对比
[01:23:39 - 01:23:40] 就是说我什么时候
[01:23:40 - 01:23:42] 能停
[01:23:42 - 01:23:43] 我就可以得出一个结论了
[01:23:43 - 01:23:45] 再一个是我什么时候得出结论
[01:23:45 - 01:23:46] 给用户
[01:23:46 - 01:23:47] 用户是愿意读的
[01:23:47 - 01:23:47] 对吧
[01:23:47 - 01:23:48] 这个又是下一步
[01:23:48 - 01:23:49] 就是
[01:23:49 - 01:23:52] 我可能对用户来讲
[01:23:52 - 01:23:53] 我当前这个query
[01:23:53 - 01:23:55] 推进到这个层面
[01:23:55 - 01:23:56] 这个用户就满意了
[01:23:56 - 01:23:57] 然后他就可以
[01:23:57 - 01:23:58] 给下面的回复
[01:23:58 - 01:24:00] 可以再去迭代这个任务
[01:24:00 - 01:24:02] 那个用户可能并不幸不是
[01:24:02 - 01:24:03] 他的用户使用习惯还不一样
[01:24:03 - 01:24:05] 对这个又是
[01:24:05 - 01:24:06] 我觉得明年
[01:24:06 - 01:24:07] 我也很期待看到的一件事情
[01:24:07 - 01:24:10] 就是每个agent产品也好
[01:24:10 - 01:24:12] 或者是办的这个AI产品也好
[01:24:12 - 01:24:14] 它更贴近于单个的用户
[01:24:14 - 01:24:16] 做一些这个优化
[01:24:16 - 01:24:19] 这件事也有
[01:24:19 - 01:24:21] 就我们其实也在做这样的探索
[01:24:21 - 01:24:21] 对就是
[01:24:21 - 01:24:25] 包括就可能先从prompt层面
[01:24:25 - 01:24:26] 来去做这样的事情
[01:24:26 - 01:24:28] 再一个是我们生日GUI也会
[01:24:28 - 01:24:30] 顾美会会去做类似这种功能
[01:24:30 - 01:24:33] 对我其实聊到声声UI
[01:24:33 - 01:24:35] 我觉得这个话题也挺有意思
[01:24:35 - 01:24:37] 就是这是过去一段时间
[01:24:37 - 01:24:39] 很热的一个事情
[01:24:39 - 01:24:40] 然后
[01:24:40 - 01:24:45] 那这件事也是一个流行词吧
[01:24:45 - 01:24:47] 声声UI然后它代表什么
[01:24:47 - 01:24:48] 可能大家都不是很清楚
[01:24:48 - 01:24:50] 然后它会走向什么
[01:24:50 - 01:24:51] 也不是很清楚
[01:24:51 - 01:24:51] 它对这个
[01:24:51 - 01:24:55] 酷啊的这个影响会是什么
[01:24:55 - 01:24:56] 这个我觉得
[01:24:56 - 01:24:58] 这个你们有没有什么
[01:24:58 - 01:24:59] 想法
[01:24:59 - 01:25:00] 我先说要
[01:25:00 - 01:25:02] 就我对那个GNY的一个感觉
[01:25:02 - 01:25:03] 就是我觉得
[01:25:03 - 01:25:06] Google在大力推荐事情
[01:25:06 - 01:25:08] 然后我觉得他可能是
[01:25:08 - 01:25:11] 我是一开始看到那个
[01:25:11 - 01:25:13] 迪伊老师他们组
[01:25:13 - 01:25:14] 做的一篇那个工作
[01:25:14 - 01:25:16] 然后他去做了
[01:25:16 - 01:25:17] 用户的一些调研
[01:25:17 - 01:25:18] 就是
[01:25:18 - 01:25:20] 但是很明晰的数字
[01:25:20 - 01:25:21] 就是大部分的情况
[01:25:21 - 01:25:22] 可能80%的情况
[01:25:22 - 01:25:23] 用户更偏要去使用
[01:25:23 - 01:25:24] 这个GNY
[01:25:24 - 01:25:25] 来去做事情
[01:25:25 - 01:25:26] 和那个Google的
[01:25:26 - 01:25:27] 最后的数字是差不多的
[01:25:27 - 01:25:28] 可能只有在一些
[01:25:28 - 01:25:31] 这个树立推导的一些场景
[01:25:31 - 01:25:33] 他需要看文字
[01:25:33 - 01:25:35] 他可能更亲爱看文字
[01:25:35 - 01:25:35] 而不是看一个
[01:25:35 - 01:25:38] 就是一个UI的界面
[01:25:38 - 01:25:40] 这个是一个结论的数字
[01:25:40 - 01:25:43] 大家就可能因为这个数字来去觉得
[01:25:43 - 01:25:45] JNUI可能都是有价值的
[01:25:45 - 01:25:49] 但JNUI其实也是有它的spectrum
[01:25:49 - 01:25:51] 就是到底JNUI的什么程度
[01:25:51 - 01:25:55] 它是我所有的UI界面
[01:25:55 - 01:25:56] 我都是重新生存
[01:25:56 - 01:25:58] 还是说我有些固定的组件
[01:25:58 - 01:26:01] 然后这个去重复的去使用
[01:26:01 - 01:26:06] 还是说就是只是我交互的方式
[01:26:06 - 01:26:07] 可能会有一些细微的差别
[01:26:07 - 01:26:09] 就是对
[01:26:09 - 01:26:11] 然后Google其实
[01:26:11 - 01:26:15] 我觉得它是在几条腿都同时走路的
[01:26:15 - 01:26:17] 就是它既做了这个对话里面的
[01:26:17 - 01:26:19] 相对比较自由的GMI
[01:26:19 - 01:26:22] 包括它最近也是一个实验的产品
[01:26:22 - 01:26:23] 一个AI的brother
[01:26:23 - 01:26:25] 去用GMI来去做那个网页
[01:26:25 - 01:26:26] 去展示网页
[01:26:26 - 01:26:28] 对然后另外它有
[01:26:28 - 01:26:30] 就是它相当于把那个
[01:26:30 - 01:26:33] 一部分的UI是存下来了
[01:26:33 - 01:26:35] 就存成用户可能使用习惯
[01:26:35 - 01:26:36] 然后你可以选择
[01:26:36 - 01:26:37] 我这次这个数据
[01:26:37 - 01:26:38] 可以用这个UI来展示
[01:26:38 - 01:26:40] 那个数据可以用那个UI来展示
[01:26:40 - 01:26:41] 对然后我觉得
[01:26:41 - 01:26:43] 都还是挺好的探索
[01:26:43 - 01:26:46] 我个人的感觉是
[01:26:46 - 01:26:49] 我不是特别的
[01:26:49 - 01:26:50] 就是白硬
[01:26:50 - 01:26:52] 就是完全支援UI的一种交互方式
[01:26:52 - 01:26:53] 对因为
[01:26:53 - 01:26:54] 我觉得所有用户
[01:26:54 - 01:26:56] 还是更倾向于这个
[01:26:56 - 01:26:58] 看到商检
[01:26:58 - 01:26:59] 就是看到我这个
[01:26:59 - 01:27:02] 我是一个更加稳定的
[01:27:02 - 01:27:03] 对某一个产品的使用习惯
[01:27:03 - 01:27:05] 我的结果是可预测的
[01:27:05 - 01:27:07] 我点击某一个操作的结果
[01:27:07 - 01:27:08] 可能是可预测的
[01:27:08 - 01:27:11] 这是可能用户更会偏向
[01:27:11 - 01:27:12] 偏向的一个使用习惯
[01:27:12 - 01:27:13] 而不是说
[01:27:13 - 01:27:15] 就是我完全
[01:27:15 - 01:27:17] 用个flag去生存
[01:27:17 - 01:27:18] 我完全不知道
[01:27:18 - 01:27:20] 我点击一个操作会
[01:27:20 - 01:27:21] 出来的界面是白的
[01:27:21 - 01:27:22] 还是黄的
[01:27:22 - 01:27:23] 然后怎么样
[01:27:23 - 01:27:24] 对就是
[01:27:24 - 01:27:26] 在这种
[01:27:26 - 01:27:29] 层面下一定我觉得会有一个中间层
[01:27:29 - 01:27:30] 去储存用户的偏好
[01:27:30 - 01:27:32] 就是这个中间层是什么
[01:27:32 - 01:27:34] 这可能不一定
[01:27:34 - 01:27:35] 到底是什么程度
[01:27:35 - 01:27:38] 但我觉得可能不是完全生存式的
[01:27:38 - 01:27:39] 那个状态
[01:27:39 - 01:27:41] 不知道你们对于这件事是什么
[01:27:41 - 01:27:44] 这个话题我都坐不住
[01:27:44 - 01:27:45] 特别想
[01:27:45 - 01:27:48] 自我发言权
[01:27:48 - 01:27:51] 我就仔细的在聊
[01:27:51 - 01:27:52] 那个就在研究那个
[01:27:52 - 01:27:53] booking是怎么样
[01:27:53 - 01:27:56] 然后携程是怎么样的
[01:27:56 - 01:27:58] 然后Xperia是怎么样的
[01:27:58 - 01:27:59] KAYAK是什么样的
[01:27:59 - 01:28:01] 我发现在互联网时代
[01:28:01 - 01:28:05] 所有的OTAT是它的UI已经系统了
[01:28:05 - 01:28:07] 所以人是在这里面商检的
[01:28:07 - 01:28:08] 就是你说的商检的
[01:28:08 - 01:28:09] 人在这里面他都知道
[01:28:09 - 01:28:11] 我一给facility
[01:28:11 - 01:28:13] 我就能看到有洗衣机没有洗衣机
[01:28:13 - 01:28:14] 有游泳池没有游泳池
[01:28:14 - 01:28:16] 反过来说
[01:28:16 - 01:28:17] 这是我对我们产品
[01:28:17 - 01:28:18] 现在最不满意的
[01:28:18 - 01:28:19] 我们的产品就是给你打一大灯
[01:28:19 - 01:28:21] 这个酒店有什么东西
[01:28:21 - 01:28:23] 然后每次生成的顺序也不一样
[01:28:23 - 01:28:25] 我第一段可能说facility
[01:28:25 - 01:28:27] 然后可能一会儿第一段是说
[01:28:27 - 01:28:28] 有没有早餐
[01:28:28 - 01:28:30] 就是对人来说是个很大的消耗
[01:28:30 - 01:28:31] 每次都很意外
[01:28:31 - 01:28:33] 然后那个因为打出来的
[01:28:33 - 01:28:34] 那个排版又看不懂
[01:28:34 - 01:28:36] 然后就是这个就是
[01:28:36 - 01:28:38] 就是让我让我觉得就是
[01:28:38 - 01:28:40] 我们现在在做一个产品
[01:28:40 - 01:28:43] 但是我们其实没有在UI上
[01:28:43 - 01:28:44] 达成一种共识
[01:28:44 - 01:28:47] 然后人是可以被这个训练的
[01:28:47 - 01:28:49] 就是为什么OTA变成这样
[01:28:49 - 01:28:50] 可能是因为
[01:28:50 - 01:28:53] 有一些部分是可能这样是最合理的
[01:28:53 - 01:28:56] 也可能更多的部分是因为最早booking是这么干的
[01:28:56 - 01:28:57] 后面所有的人都被这样训练了
[01:28:57 - 01:28:59] 所有的人都默认了这样的一个习惯
[01:28:59 - 01:29:00] 但总之就是
[01:29:00 - 01:29:04] 大家是权衡利弊的嘛
[01:29:04 - 01:29:06] booking是最擅长做A B tasking的
[01:29:06 - 01:29:08] 可能他就是像那个古语说的一样
[01:29:08 - 01:29:11] 权衡利弊他就tasking这些人的这种习惯
[01:29:11 - 01:29:12] 最后就慢慢的收敛到了
[01:29:12 - 01:29:14] 就是现在这样的UI是最好的
[01:29:14 - 01:29:15] 然后
[01:29:15 - 01:29:18] 然后在这里面就我想放大到
[01:29:18 - 01:29:20] 就是内容这个概念
[01:29:20 - 01:29:20] 就是
[01:29:20 - 01:29:23] 所以在我们产品链
[01:29:23 - 01:29:25] 我就发现这部分是非常适合
[01:29:25 - 01:29:27] 其实它应该固定出来一个模板
[01:29:27 - 01:29:29] 就是用户对于每一个酒店
[01:29:29 - 01:29:32] 他想要看到的哪些信息
[01:29:32 - 01:29:33] 其实是有分类的
[01:29:33 - 01:29:35] 然后这种情况下
[01:29:35 - 01:29:36] 就是照片可能很重要
[01:29:36 - 01:29:38] 照片里面包含了酒店的外观
[01:29:38 - 01:29:41] 然后酒店的某一个卧室里面的布置
[01:29:41 - 01:29:43] 然后这个房间的卫浴
[01:29:43 - 01:29:45] 然后他最后肯定
[01:29:45 - 01:29:46] 我就希望可能他是
[01:29:46 - 01:29:49] 第一张照片是那个酒店的全景图
[01:29:49 - 01:29:51] 第二张照片是那个床
[01:29:51 - 01:29:53] 第三张照片是这个卫生间
[01:29:53 - 01:29:54] 可能对我个人来说
[01:29:54 - 01:29:55] 这就是我最关心的东西
[01:29:55 - 01:29:57] 对 然后在这种象下
[01:29:57 - 01:29:58] 我觉得是可能
[01:29:58 - 01:30:00] 应该是可以去
[01:30:00 - 01:30:02] 去生成的那个部分
[01:30:02 - 01:30:02] 因为可能每个人
[01:30:02 - 01:30:03] 前三张图片
[01:30:03 - 01:30:04] 想要看到的不太一样
[01:30:04 - 01:30:06] 对 然后
[01:30:06 - 01:30:07] 还有就是那个
[01:30:07 - 01:30:09] content里面就是我们
[01:30:09 - 01:30:11] 我们之前
[01:30:11 - 01:30:12] 拿着我们那个产品
[01:30:12 - 01:30:13] 去跟那个
[01:30:13 - 01:30:16] 自己的教兰交流嘛
[01:30:16 - 01:30:18] 就是他就给我一个
[01:30:18 - 01:30:19] 很强的一个反馈
[01:30:19 - 01:30:20] 就是他觉得我们的行程单
[01:30:20 - 01:30:22] 那个部分是有无限的想象空间的
[01:30:22 - 01:30:23] 而不是可能我们
[01:30:23 - 01:30:26] 更偏向那个交易的那个部分
[01:30:26 - 01:30:27] 就是因为行程单
[01:30:27 - 01:30:29] 它是一个纯粹的一个新的一个
[01:30:29 - 01:30:31] GNI的一个这个界面
[01:30:31 - 01:30:32] 因为这个行程单
[01:30:32 - 01:30:33] 它有太多的表现形式了
[01:30:33 - 01:30:34] 它是一个图像的
[01:30:34 - 01:30:36] 就我可以把行程单
[01:30:36 - 01:30:38] 就有的女生出去玩
[01:30:38 - 01:30:39] 她就喜欢把它画成一个简笔画
[01:30:39 - 01:30:41] 我第一段是在这儿
[01:30:41 - 01:30:42] 下一段是在那儿
[01:30:42 - 01:30:42] 对吧
[01:30:42 - 01:30:43] 那很好的一个表达
[01:30:43 - 01:30:44] 对然后
[01:30:44 - 01:30:46] 有的人可能喜欢列一个那个PDF
[01:30:46 - 01:30:48] 就像那个签证上的一个信单
[01:30:48 - 01:30:51] 就是每个人在这里面的需求
[01:30:51 - 01:30:52] 是相当相当的
[01:30:52 - 01:30:53] 社交符号
[01:30:53 - 01:30:54] 对对也是一个社交符号
[01:30:54 - 01:30:56] 对就是我就是想要分享这个东西
[01:30:56 - 01:30:58] 这个对于我来说既重要
[01:30:58 - 01:30:59] 然后又要交货
[01:30:59 - 01:31:02] 而且因为每次旅行都不一样
[01:31:02 - 01:31:03] 所以我是能够接受
[01:31:03 - 01:31:05] 每次旅行都有不同的行程单
[01:31:05 - 01:31:08] 对但是每一个酒店
[01:31:08 - 01:31:09] 它应该怎么表达
[01:31:09 - 01:31:11] 就对用户来说应该是一样
[01:31:11 - 01:31:12] 因为在这个环节
[01:31:12 - 01:31:13] 用户和酒店的行程
[01:31:13 - 01:31:15] 它是在做决策
[01:31:15 - 01:31:17] 我是在筛选一个我需要的酒店
[01:31:17 - 01:31:18] 但是我在制定我的行程单
[01:31:18 - 01:31:20] 用户是轻易求精的
[01:31:20 - 01:31:23] 我这工作了半年了
[01:31:23 - 01:31:24] 我好不容易出去玩一次
[01:31:24 - 01:31:24] 我可能之前三个月
[01:31:24 - 01:31:25] 就在开始规划
[01:31:25 - 01:31:26] 然后这个行程单
[01:31:26 - 01:31:28] 最好漂漂亮亮的
[01:31:28 - 01:31:30] 然后既能满足我的交互
[01:31:30 - 01:31:31] 又能让我可以分享
[01:31:31 - 01:31:33] 最后可能还能设掉符号
[01:31:33 - 01:31:36] 就是就这里面的需求
[01:31:36 - 01:31:38] 其实可以被分类
[01:31:38 - 01:31:39] 可以变成不同的
[01:31:39 - 01:31:40] 就是大家想要的
[01:31:40 - 01:31:41] 确实
[01:31:41 - 01:31:43] 那说的像那个决策场景
[01:31:43 - 01:31:44] 它要的是结果
[01:31:44 - 01:31:47] 然后那个他就不需要这UI
[01:31:47 - 01:31:47] 对吧
[01:31:47 - 01:31:50] 然后可能可能就是要非常明确的UI展示
[01:31:50 - 01:31:51] 可以对娱乐场景之后
[01:31:51 - 01:31:52] 一些社交场景
[01:31:52 - 01:31:55] 可能他可能会更偏向于
[01:31:55 - 01:31:57] 对而有些东西可能更要结果
[01:31:57 - 01:31:59] 他就问这个酒店有没有产往更便宜
[01:31:59 - 01:32:01] 可能我们GIA真的就是
[01:32:01 - 01:32:03] 现在他给我发的图
[01:32:03 - 01:32:04] 可能他在booking街道的图
[01:32:04 - 01:32:05] 然后他自己去XBH
[01:32:05 - 01:32:07] 之后就返回一个数字就行
[01:32:07 - 01:32:07] 根本不想
[01:32:07 - 01:32:08] 对
[01:32:08 - 01:32:09] 嗯
[01:32:09 - 01:32:12] 对我对于这个事情
[01:32:12 - 01:32:14] 就可能没有特别深的理解
[01:32:14 - 01:32:15] 就是对我来说
[01:32:15 - 01:32:17] 一个最基本的目的微型
[01:32:17 - 01:32:18] 就是你要怎么样
[01:32:18 - 01:32:20] 就是超越目前恰不好的这种形式
[01:32:20 - 01:32:22] 因为目前大家都在说
[01:32:22 - 01:32:23] 恰不好这种
[01:32:23 - 01:32:24] 只有对话最基本的这种形式
[01:32:24 - 01:32:26] 它大概就不是最优的
[01:32:26 - 01:32:28] 所以大家可能会探索一些
[01:32:28 - 01:32:31] 更动态的或者更多样的
[01:32:31 - 01:32:32] 这种呈现形式
[01:32:32 - 01:32:36] 你不管是人去定义一个template
[01:32:36 - 01:32:38] 你比如像CHATGPT app对吧
[01:32:38 - 01:32:40] 是开发者去定义这个template
[01:32:40 - 01:32:41] 还是建UI
[01:32:41 - 01:32:43] 其实它根本的目的
[01:32:43 - 01:32:45] 它根本动力都来自于这里
[01:32:45 - 01:32:49] 但至于这个GNI应该怎么样呈现会更好
[01:32:49 - 01:32:52] 我觉得这确实可能是对我来说是一个
[01:32:52 - 01:32:57] 不是我的领域的一个长处
[01:32:57 - 01:32:59] 所以我觉得我们做A技能
[01:32:59 - 01:33:02] 可能确实也很需要跟做HCI的人
[01:33:02 - 01:33:03] 有更多的交流
[01:33:03 - 01:33:06] 我还记得就是当时23年那一年
[01:33:06 - 01:33:09] 其实那一年其实非常多的AI小产品
[01:33:09 - 01:33:10] 就比如说什么AI pin
[01:33:10 - 01:33:12] 就是这有一个
[01:33:12 - 01:33:13] 然后打的那手机有个小投影
[01:33:13 - 01:33:15] 然后你用这种方式
[01:33:15 - 01:33:16] 然后去改这个
[01:33:16 - 01:33:18] 就没有手机屏幕了
[01:33:18 - 01:33:19] 这是一种
[01:33:19 - 01:33:20] 然后另外一种
[01:33:20 - 01:33:21] 就是当时有个Revit R1
[01:33:21 - 01:33:22] 有个小鸟
[01:33:22 - 01:33:23] 然后它拍那
[01:33:23 - 01:33:24] 然后这是什么
[01:33:24 - 01:33:25] 那是什么
[01:33:25 - 01:33:26] 然后就说怎么
[01:33:26 - 01:33:27] 它也尝试去做一些
[01:33:27 - 01:33:28] computer user
