[00:00:06--00:00:07] 开了一扇窗户
[01:36:26--01:36:27] 嗯
[01:36:27--01:36:28] 然后有很多客户就
[01:36:28--01:36:29] 去自己去尝试啊
[01:36:29--01:36:30] 就是什么
[01:36:30--01:36:32] 什么Deep Seek一体机啊
[01:36:32--01:36:33] 什么之类的
[01:36:33--01:36:34] 自己去布这个
[01:36:34--01:36:35] 所谓的满血版啊
[01:36:35--01:36:36] 当然有的客户
[01:36:36--01:36:37] 他没有这个能力
[01:36:37--01:36:38] 他找外面的团队来
[01:36:38--01:36:39] 帮他来做这个事
[01:36:39--01:36:40] 也问到我们这
[01:36:40--01:36:41] 也问到我们这
[01:36:41--01:36:43] 帮我们把这个东西部署一下
[01:36:43--01:36:44] 然后有很多的人
[01:36:44--01:36:46] 其实也做了这方面的尝试
[01:36:46--01:36:47] 但是我刚才说
[01:36:47--01:36:48] 用时间来证明这个事情
[01:36:48--01:36:49] 就过了一段时间之后
[01:36:49--01:36:50] 你会发现
[01:36:50--01:36:52] 大部分人都掉头回来
[01:36:52--01:36:53] 为什么呢
[01:36:53--01:36:54] 因为Deep Seek
[01:36:54--01:36:55] 也不提供商业化服务
[01:36:55--01:36:56] 就算我部署了
[01:36:56--01:36:57] 这个东西
[01:36:57--01:36:58] 我顶多也就是把它当
[01:36:58--01:36:59] 了解机器人去问一问
[01:36:59--01:37:00] 我没有办法跟我的
[01:37:00--01:37:02] 这个内部的系统
[01:37:02--01:37:04] 什么之类的去做整合
[01:37:04--01:37:05] 这个需要很专业的
[01:37:05--01:37:06] 这种服务和人事
[01:37:06--01:37:07] 去做这个事
[01:37:07--01:37:08] Deep Seek的原厂
[01:37:08--01:37:09] 他也不给你提供这个服务
[01:37:09--01:37:10] 所以你收服了
[01:37:10--01:37:11] 多少客户回来
[01:37:11--01:37:12] 我觉得是delay了
[01:37:12--01:37:13] 我们一些客户
[01:37:13--01:37:14] OK
[01:37:14--01:37:15] 这些客户有一些就是
[01:37:15--01:37:16] 有一些客户
[01:37:16--01:37:17] 他就回来了
[01:37:17--01:37:18] 来找我们
[01:37:18--01:37:19] 来做这个事情
[01:37:19--01:37:20] 你们中间在开源闭源
[01:37:20--01:37:21] 中间有过摇摆吗
[01:37:21--01:37:22] 为什么先开源
[01:37:22--01:37:23] 后闭源又开源
[01:37:23--01:37:24] 我觉得基本上
[01:37:24--01:37:25] 没有摇摆过
[01:37:25--01:37:26] 一直坚持是走开源的
[01:37:26--01:37:27] 所以我们
[01:37:27--01:37:28] 你可以去查一查
[01:37:28--01:37:30] 就是我们基本上
[01:37:30--01:37:32] 所有的关键性的
[01:37:32--01:37:33] 模型的更迭
[01:37:33--01:37:34] 包括技术的更新
[01:37:34--01:37:36] 都有相应的开源版本
[01:37:36--01:37:38] 或者开源项目
[01:37:38--01:37:39] 但是我们在
[01:37:39--01:37:40] 比较早期的时候
[01:37:40--01:37:41] 23年24年的时候
[01:37:41--01:37:43] 是很明确的把开源
[01:37:43--01:37:45] 和商业化这两件事情
[01:37:45--01:37:47] 是分的比较清楚的
[01:37:47--01:37:48] 开源是开源
[01:37:48--01:37:49] 开源一个版本
[01:37:49--01:37:50] 对对对
[01:37:50--01:37:51] 然后避远的做商业化
[01:37:51--01:37:52] 对对对
[01:37:52--01:37:53] 我们开源
[01:37:53--01:37:54] 其实的目的是
[01:37:54--01:37:55] 把核心技术放出去
[01:37:55--01:37:56] 让大家能够用得上
[01:37:56--01:37:57] 能够了解里面的细节是什么
[01:37:57--01:37:58] 在这基础之上
[01:37:58--01:37:59] 大家去做自己的创新
[01:37:59--01:38:00] 和这个
[01:38:00--01:38:01] 探索
[01:38:01--01:38:02] 商业化那个事情
[01:38:02--01:38:04] 是面向商业化客户的
[01:38:04--01:38:05] 我们提供的不是说
[01:38:05--01:38:06] 只是开源的
[01:38:06--01:38:07] 这个里面的这个东西
[01:38:07--01:38:10] 这个参数文件几十个G
[01:38:10--01:38:11] 对吧
[01:38:11--01:38:12] 我们提供的是
[01:38:12--01:38:13] 基于这个东西的
[01:38:13--01:38:14] 一系列的产品工具
[01:38:14--01:38:15] 还有服务
[01:38:15--01:38:16] 因为你的商业化的目的
[01:38:16--01:38:17] 并不是说买个玩具
[01:38:17--01:38:18] 回来摆在家里好看
[01:38:18--01:38:20] 而是我真的要把它用起来
[01:38:20--01:38:21] 然后转换成我的生产力
[01:38:21--01:38:22] 转换成我的商业收益
[01:38:22--01:38:23] 客户价值
[01:38:23--01:38:24] 当大家想通
[01:38:24--01:38:25] 这个商业本身
[01:38:25--01:38:26] 它的核心的锚点
[01:38:26--01:38:27] 是什么的时候
[01:38:27--01:38:28] 他再然后回来找我
[01:38:28--01:38:29] 后来真的
[01:38:29--01:38:31] 不少的这些想明白的客户
[01:38:31--01:38:32] 回来找我
[01:38:32--01:38:34] 既然开源从商业上面有好处
[01:38:34--01:38:35] 那为什么梁文峰
[01:38:35--01:38:36] 这么彻底的开源
[01:38:36--01:38:38] 我觉得他想得很明白
[01:38:38--01:38:39] 我猜大概率
[01:38:39--01:38:41] 他也不想去做这些
[01:38:41--01:38:43] 2B做服务这些事情
[01:38:43--01:38:44] 这个市场他也不缺钱
[01:38:44--01:38:46] 他也没想到要靠这个事情
[01:38:46--01:38:48] 挣太多钱
[01:38:48--01:38:49] 我觉得这个是
[01:38:49--01:38:50] 首先这个很关键的一个点
[01:38:50--01:38:51] 第二个
[01:38:51--01:38:53] 确实他也有很执着的
[01:38:53--01:38:54] 这个技术上的这个理想
[01:38:54--01:38:55] 他也不想去
[01:38:55--01:38:57] 因为商业化这个事情
[01:38:57--01:38:58] 去分担一些精力
[01:38:58--01:38:59] 就是
[01:38:59--01:39:01] 去做其他的一些事
[01:39:01--01:39:02] 那集中精力集中资源
[01:39:02--01:39:04] 来做这个技术探索就好了
[01:39:04--01:39:05] 我猜啊
[01:39:05--01:39:07] 当然我没有那个荣幸
[01:39:07--01:39:08] 去跟他聊一下
[01:39:08--01:39:09] 这个是不是这个真相
[01:39:09--01:39:10] 因为朱孝虎说
[01:39:10--01:39:11] Deep Seek对世界的影响
[01:39:11--01:39:12] 仍然是被低估的
[01:39:12--01:39:14] 尤其是在开源上
[01:39:14--01:39:15] 你觉得他说的对吗
[01:39:15--01:39:16] 我不知道这个未来
[01:39:16--01:39:18] 它会演化成一个
[01:39:18--01:39:19] 什么样的一个事情
[01:39:19--01:39:20] 当然因为
[01:39:20--01:39:22] 还在持续的往前进嘛
[01:39:22--01:39:24] 然后不应该低估这件事情
[01:39:24--01:39:26] 不用太过于高估这件事情
[01:39:26--01:39:28] 因为开源这个过程当中
[01:39:28--01:39:29] 其实大家
[01:39:29--01:39:30] 有很多人在做
[01:39:30--01:39:31] 这个开源相关的一些事情
[01:39:31--01:39:33] 大家都有自己的这个贡献
[01:39:33--01:39:34] 其实包括Deep Seek自己
[01:39:34--01:39:35] 本身他也承认说
[01:39:35--01:39:36] 他有很多
[01:39:36--01:39:38] 其实技术上的这些东西
[01:39:38--01:39:39] 也是来自开源社区
[01:39:39--01:39:40] 吸取了很多的
[01:39:40--01:39:42] 开源社区的这些养分
[01:39:42--01:39:43] 我觉得他想表达的是
[01:39:43--01:39:44] 如果没有Deep Seek
[01:39:44--01:39:45] 这么彻底的开源的话
[01:39:45--01:39:47] 可能全球大模型
[01:39:47--01:39:49] 就是被几家商业公司垄断的
[01:39:49--01:39:50] 这样其实智力是不平成的
[01:39:50--01:39:52] 尤其是每个公司都不开源
[01:39:52--01:39:53] 然后Deep Seek带来了
[01:39:53--01:39:54] 大多数中国公司都开源了
[01:39:54--01:39:56] 就是如果开源这件事情
[01:39:56--01:39:57] 是开启了一个新的局面
[01:39:57--01:39:58] 就是让
[01:39:58--01:40:00] 更多的公司都开源了
[01:40:00--01:40:01] 对 更多公司逼着大家
[01:40:01--01:40:02] 出来开源
[01:40:02--01:40:04] 来做这个开源这件事情
[01:40:04--01:40:07] 我觉得这个是有一定的道理的
[01:40:07--01:40:08] 但我觉得
[01:40:08--01:40:09] 即使不是他
[01:40:09--01:40:10] 也会有别人来做这个事
[01:40:10--01:40:11] 就一定会有人开源的
[01:40:11--01:40:13] 一定会有人来做这件事
[01:40:13--01:40:15] 开源对技术影响力好
[01:40:15--01:40:16] 首先它在
[01:40:16--01:40:17] 怎么说呢
[01:40:17--01:40:18] 在赢得这个
[01:40:18--01:40:20] 开发者和社区的这个
[01:40:20--01:40:21] 情感的认同上
[01:40:21--01:40:22] 会更好一些
[01:40:22--01:40:23] 当你没有特别显著的
[01:40:23--01:40:24] 商业利益的时候
[01:40:24--01:40:26] 它还是会是一个很好的选择
[01:40:26--01:40:27] 是 是 是
[01:40:27--01:40:28] 所以人很富有
[01:40:28--01:40:29] 人很复杂
[01:40:29--01:40:30] 人很复杂
[01:40:30--01:40:31] 对
[01:40:31--01:40:33] 这句话好像
[01:40:33--01:40:34] 蕴含了很多深意
[01:40:34--01:40:35] 你觉得开闭源
[01:40:35--01:40:37] 可能会对世界的影响呀
[01:40:37--01:40:38] 甚至可能是全球
[01:40:38--01:40:39] 就比如说
[01:40:39--01:40:40] 有的地区
[01:40:40--01:40:41] 可能用不起美国的模型
[01:40:41--01:40:42] 然后它就用了中国的模型
[01:40:42--01:40:43] 你觉得对于
[01:40:43--01:40:44] 就是全球的这个
[01:40:44--01:40:45] 治理分配
[01:40:45--01:40:46] 会有一些系统性的影响吗
[01:40:46--01:40:47] 当然
[01:40:47--01:40:48] 开源可能是加速了整个
[01:40:48--01:40:49] 这个刚才说的
[01:40:49--01:40:50] 那个治理平权的这个过程
[01:40:50--01:40:52] 不过其实你看老黄
[01:40:52--01:40:53] 也在讲这个
[01:40:53--01:40:54] 所谓的
[01:40:54--01:40:56] 叫主权AI这个概念
[01:40:56--01:40:57] 对吧
[01:40:57--01:40:58] 他认为
[01:40:58--01:40:59] 这个技术可能没有国界
[01:40:59--01:41:00] 但是这个
[01:41:00--01:41:02] 最终的应用和人
[01:41:02--01:41:03] 它是有国界的
[01:41:03--01:41:04] 对吧
[01:41:04--01:41:05] 意义是有国界
[01:41:05--01:41:06] 所以这个技术
[01:41:06--01:41:08] 肯定不可能只掌握在
[01:41:08--01:41:09] 非常少数的这个公司
[01:41:09--01:41:10] 或者个人手里
[01:41:10--01:41:11] 所以开源这个事情
[01:41:11--01:41:13] 包括中国现在的厂商
[01:41:13--01:41:14] 大家都开源这个事情
[01:41:14--01:41:15] 其实给世界提供了
[01:41:15--01:41:17] 很多的这种选择
[01:41:17--01:41:18] 第二个第三个
[01:41:18--01:41:19] 甚至更多的选择
[01:41:19--01:41:20] 但就算没有开源
[01:41:20--01:41:21] 这个事情
[01:41:21--01:41:22] 我觉得最终的结局
[01:41:22--01:41:23] 可能也会是
[01:41:23--01:41:24] 美国走它的一条路
[01:41:24--01:41:25] 商业公司捏的
[01:41:25--01:41:27] 这个顶尖的这种
[01:41:27--01:41:28] 闭源的商业公司
[01:41:28--01:41:30] 的这个模型
[01:41:30--01:41:32] 一次来推动资本的
[01:41:32--01:41:35] 这种积累运转
[01:41:35--01:41:39] 然后全球的其他的玩家
[01:41:39--01:41:42] 可能都会努力的去寻找
[01:41:42--01:41:43] 第二第三
[01:41:43--01:41:44] 甚至更多的选择
[01:41:44--01:41:46] 我觉得中国的战略来讲
[01:41:46--01:41:48] 肯定不会放弃这个路径
[01:41:48--01:41:50] 所以即使不是开源
[01:41:50--01:41:51] 它也会走一个路径
[01:41:51--01:41:53] 说我会做这个技术的输出
[01:41:53--01:41:54] 我会做这个
[01:41:54--01:41:56] 去帮助大家去做自己的
[01:41:56--01:41:58] 主权的AI
[01:41:58--01:42:00] 帮助大家去获得权利
[01:42:00--01:42:03] 去掌控自己的AI的能力
[01:42:03--01:42:05] 我觉得这个是个必然的选择
[01:42:05--01:42:06] 这最后会转换成国家影响力
[01:42:06--01:42:07] 当然
[01:42:07--01:42:09] 你们在最开始决定开源的时候
[01:42:09--01:42:10] 是基于什么原因
[01:42:10--01:42:12] 当时我们刚才讲
[01:42:12--01:42:16] 2022年JM130B开源的时候
[01:42:16--01:42:17] 其实就说过这个事情
[01:42:17--01:42:21] 其实还是希望打开市场
[01:42:21--01:42:23] 有更大的市场的影响力
[01:42:23--01:42:27] 然后也知道中国的企业团队
[01:42:27--01:42:31] 也能做出世界级顶尖的事情来
[01:42:31--01:42:32] 再到后来
[01:42:32--01:42:34] 确实是整个市场
[01:42:34--01:42:36] 它的整个趋势它就是这样了
[01:42:36--01:42:38] 整个中国的大模型基本上都开源了
[01:42:38--01:42:39] 大家都开始
[01:42:39--01:42:40] 大部分的
[01:42:40--01:42:42] 大部分的就做开源这个事情
[01:42:42--01:42:43] 对我们来讲
[01:42:43--01:42:45] 本来开源也是我们秉持的一贯的事情
[01:42:45--01:42:46] 也没什么好犹豫的
[01:42:46--01:42:48] 那就顺势而为了
[01:42:48--01:42:49] 对你们是有开源历史的
[01:42:49--01:42:50] 然后像其他公司
[01:42:50--01:42:53] Kimi Minimax是从币源转向了开源
[01:42:53--01:42:54] 对
[01:42:54--01:42:56] 我们刚才说到一些研究话题
[01:42:56--01:42:57] 就是
[01:42:57--01:42:58] 因为唐老师也提到
[01:42:58--01:43:00] 就是agent的泛化性不好
[01:43:00--01:43:01] 现在你们有什么解决思路没有
[01:43:01--01:43:02] 我觉得两个层面
[01:43:02--01:43:03] 第一个层面就是说
[01:43:03--01:43:05] agent的泛化能力这个事情
[01:43:05--01:43:06] 可能还是要
[01:43:06--01:43:08] 从这个数据这一端
[01:43:08--01:43:09] 去做一些工作
[01:43:09--01:43:12] 如何能够快速的去收集这些数据
[01:43:12--01:43:14] 低成本的收集这些数据
[01:43:14--01:43:15] 高质量的数据
[01:43:15--01:43:16] 然后它能去学习
[01:43:16--01:43:18] 然后就像你刚才说的那样
[01:43:18--01:43:19] 所谓的好的数据
[01:43:19--01:43:20] 这个事情是探索
[01:43:20--01:43:21] 还是值得去探索
[01:43:21--01:43:22] 做很多事情
[01:43:22--01:43:23] 另外一方面
[01:43:23--01:43:24] 还是从算法的角度
[01:43:24--01:43:25] agent本质的这个能力
[01:43:25--01:43:27] 它还是依赖模型变化
[01:43:27--01:43:28] 你本身的这个智力
[01:43:28--01:43:30] 和认知能力上限
[01:43:30--01:43:32] 那怎么去推高这个智力
[01:43:32--01:43:33] 和认知能力上限
[01:43:33--01:43:35] 是肯定我们要去研究的问题
[01:43:35--01:43:36] 你比如说我们的agent
[01:43:36--01:43:37] 可以操作50多步
[01:43:37--01:43:40] 甚至200步的这个长程的任务
[01:43:40--01:43:41] 再长呢
[01:43:41--01:43:43] 或者说它不是一次性完成
[01:43:43--01:43:44] 分成很多段完成
[01:43:44--01:43:46] 它怎么来解决这个记忆的问题
[01:43:46--01:43:47] 对吧
[01:43:47--01:43:48] 你上下文
[01:43:48--01:43:49] 这个创作有限
[01:43:49--01:43:50] 你太长程的任务
[01:43:50--01:43:51] 你怎么办呢
[01:43:51--01:43:53] 人是怎么做到的呢
[01:43:53--01:43:54] 怎么来压缩呢
[01:43:54--01:43:56] 所以这里面还是有很多
[01:43:56--01:43:57] 这种技术性的研究问题
[01:43:57--01:43:58] 这些问题都会帮助我们
[01:43:58--01:44:00] 在agent的泛化能力上
[01:44:00--01:44:03] 还有任务的成功率上去提升
[01:44:03--01:44:04] 你觉得下一个skilling的新范式
[01:44:04--01:44:05] 有可能是什么呀
[01:44:05--01:44:06] 目前来看
[01:44:06--01:44:08] 现在的这个skilling范式
[01:44:08--01:44:10] 其实就是在强化学习这一块
[01:44:10--01:44:12] 我觉得再下一步
[01:44:12--01:44:13] 我个人认为
[01:44:13--01:44:15] 可能新范式可能就是在
[01:44:15--01:44:17] 这个叫自学习这一块
[01:44:17--01:44:19] 在线的强化学习
[01:44:19--01:44:20] 或者自学习这一块
[01:44:20--01:44:21] online learning
[01:44:21--01:44:22] 对对对
[01:44:22--01:44:23] 可能那个时候的
[01:44:23--01:44:26] 模型的这个训练推理之间
[01:44:26--01:44:28] 并没有特别明显的界限
[01:44:28--01:44:30] 就它可能是连贯的
[01:44:30--01:44:33] 它不再是一个截然分隔的两个阶段
[01:44:33--01:44:35] 它其实把这两个过程统一了
[01:44:35--01:44:37] 这个我说不好是算法层面
[01:44:37--01:44:38] 会首先突破
[01:44:38--01:44:40] 还是从工程实践角度
[01:44:40--01:44:42] 能实现这个事情
[01:44:42--01:44:46] 就是它会比较闭环的形成
[01:44:46--01:44:48] 一个完整的闭环
[01:44:48--01:44:49] 就是推理的过程
[01:44:49--01:44:50] 和收集反馈
[01:44:50--01:44:51] 反馈完了之后
[01:44:51--01:44:52] 我的反馈信号
[01:44:52--01:44:53] 怎么转换成我的
[01:44:53--01:44:55] 强化学习的下一步的输入
[01:44:55--01:44:57] 然后整个这个东西是自动化的
[01:44:57--01:45:00] 中间它没有明显的这个断掉的
[01:45:00--01:45:01] 理线的部分
[01:45:01--01:45:03] 我看那个唐老师也提到
[01:45:03--01:45:04] 就是这个文本动模态
[01:45:04--01:45:05] 动模态生成这种
[01:45:05--01:45:06] 把这几个过程
[01:45:06--01:45:07] 全部统一到一个模型的
[01:45:07--01:45:09] 这个你们探索这个方向吗
[01:45:09--01:45:10] 我们一直在探索
[01:45:10--01:45:11] 这个原生
[01:45:11--01:45:12] 这个很贵是吧
[01:45:12--01:45:13] 它还是那个问题
[01:45:13--01:45:14] 就是主要是那个数据量
[01:45:14--01:45:15] 其实比较大
[01:45:15--01:45:18] 计算消耗的算力比较大
[01:45:18--01:45:21] 这个确实比较expensive
[01:45:21--01:45:23] 所以你们探索的多吗
[01:45:23--01:45:25] 其实我们还是投了不少
[01:45:25--01:45:26] 精力在这个事情里面
[01:45:26--01:45:27] 你严格讲
[01:45:27--01:45:29] 就是我们从技术角度来讲
[01:45:29--01:45:30] 这个事情的话
[01:45:30--01:45:31] 其实不光是
[01:45:31--01:45:34] 你把视觉和语言混合
[01:45:34--01:45:36] 这个叫多模态
[01:45:36--01:45:37] 那还有比如说
[01:45:37--01:45:39] 你不同的文本的数据
[01:45:39--01:45:41] 也可以是跨模态的
