[00:00:03--00:00:10] Hello 大家好,欢迎收听张小俊商业访谈录,我是小俊
[00:00:10--00:00:14] 这是一档由语言级世界工作室出品的深度访谈节目
[01:53:20--01:53:22] 所以你在一个组织架构下
[01:53:22--01:53:23] 你必须要有这样一个分工
[01:53:23--01:53:24] 但其实
[01:53:24--01:53:25] 我们在组织架构下
[01:53:25--01:53:27] 又有多少的信息
[01:53:27--01:53:28] 在我们通信之间损失了呢
[01:53:28--01:53:30] 又有多少在合作中
[01:53:30--01:53:31] 增加了很多的摩擦呢
[01:53:31--01:53:32] 实际上
[01:53:32--01:53:33] 模型是比人
[01:53:33--01:53:34] 更加全能的一个东西
[01:53:34--01:53:35] 所以你应该充分利用
[01:53:35--01:53:36] 模型的优势
[01:53:36--01:53:37] 而不要生搬硬套
[01:53:37--01:53:38] 人带来这条约束
[01:53:38--01:53:40] 我是想表达的是这个意思
[01:53:40--01:53:41] 那模型应该怎么分类啊
[01:53:41--01:53:42] agent应该怎么分类啊
[01:53:42--01:53:44] agent分类这个话题
[01:53:44--01:53:45] 我觉得
[01:53:45--01:53:48] 你只能从输入和输出角度来看
[01:53:48--01:53:49] 你觉得不用分类
[01:53:49--01:53:50] 我觉得不用分类
[01:53:50--01:53:52] 所以你们做的是通用agent
[01:53:52--01:53:53] 不是不是不是
[01:53:53--01:53:55] 我想说输出的意思是什么
[01:53:55--01:53:57] 就是通用agent
[01:53:57--01:53:58] 是把更多输入的责任
[01:53:58--01:53:59] 交给了用户
[01:53:59--01:53:59] 对
[01:53:59--01:54:00] 然后呢
[01:54:00--01:54:01] 你做trade agent
[01:54:01--01:54:02] 其实在输入这一侧
[01:54:02--01:54:02] 你会做很多
[01:54:02--01:54:03] 比我们要多的事情
[01:54:03--01:54:04] 就比如说
[01:54:04--01:54:05] 如果你要做一个垂直领域
[01:54:05--01:54:06] 你输入的数据
[01:54:06--01:54:07] 可能就来自于一个
[01:54:07--01:54:09] 用户不太可能自主产生的
[01:54:09--01:54:11] 或者说自主提供的一个过程
[01:54:11--01:54:12] 比如他一定得输入
[01:54:12--01:54:13] 就结合到某一个
[01:54:13--01:54:14] 已经在运行的业务系统
[01:54:14--01:54:15] 来获得这个输入
[01:54:15--01:54:16] 同时他的输出
[01:54:16--01:54:17] 也不是以一个
[01:54:17--01:54:18] 标准化的形式去给出的
[01:54:18--01:54:19] 可能他是无缝
[01:54:19--01:54:20] 就传递给了另外一个系统中
[01:54:20--01:54:21] 所以我觉得
[01:54:21--01:54:22] 他一定输入输出
[01:54:22--01:54:24] 跟通用agent有不同
[01:54:24--01:54:25] 他却决定了
[01:54:25--01:54:27] 哪一个是哪一种vertical agent
[01:54:27--01:54:29] 但实际上中间的技术方案
[01:54:29--01:54:30] 我相信会是趋同的
[01:54:30--01:54:32] 你们为什么做通用agent
[01:54:32--01:54:33] 而不是做一个agent OS
[01:54:33--01:54:35] 我觉得首先
[01:54:35--01:54:40] 作为一个有职业素养的程序员
[01:54:40--01:54:41] 我们会尽量回避OS这个词
[01:54:41--01:54:42] 为什么
[01:54:42--01:54:43] 这是一根圣杯
[01:54:43--01:54:43] 我不配
[01:54:43--01:54:45] 这是第一点
[01:54:45--01:54:46] 然后第二点就是
[01:54:46--01:54:48] 我们觉得OS这个东西
[01:54:48--01:54:50] 其实你如果严格定义来说
[01:54:50--01:54:52] 它是一个中间层
[01:54:52--01:54:53] 当然你也可以说
[01:54:53--01:54:54] agent是很多东西的中间层
[01:54:54--01:54:55] 但实际上
[01:54:55--01:54:58] 我认为现在agent还没有到这一步
[01:54:58--01:55:00] 就用户的文件
[01:55:00--01:55:02] 用户的软件
[01:55:02--01:55:04] 其实不在你这
[01:55:04--01:55:05] 这是一个客观的现象
[01:55:05--01:55:05] 对吧
[01:55:05--01:55:08] 所以在你没有获得这些东西之前
[01:55:08--01:55:11] 你不要称自己为一个OS
[01:55:11--01:55:12] 谁适合做这个
[01:55:12--01:55:13] 会有这个生态位吗
[01:55:13--01:55:15] 我觉得是这样
[01:55:15--01:55:15] 就是说
[01:55:15--01:55:17] 比如我们跟微软有很深的合作
[01:55:17--01:55:18] 就像前阵ignite大会上
[01:55:18--01:55:19] 大家也看到
[01:55:19--01:55:20] 就是manus跟windows
[01:55:20--01:55:21] 都会有直接的合作
[01:55:21--01:55:22] 像比如说你以后
[01:55:22--01:55:23] 在windows用件菜单里
[01:55:23--01:55:24] 就可以用manus
[01:55:24--01:55:25] 我认为不是说
[01:55:25--01:55:29] 有谁做了一款开天辟地的agent os
[01:55:29--01:55:30] 而是现在所有的操作系统
[01:55:30--01:55:32] 都会逐渐具备agentic能力
[01:55:32--01:55:33] 其实很开心的一点
[01:55:33--01:55:35] 就是我们发现现有的操作群众场上
[01:55:35--01:55:37] 在一个相当开放的心态
[01:55:37--01:55:38] 在做这件事
[01:55:38--01:55:39] 比如说接下来大家可以关注
[01:55:39--01:55:40] 那个microsoft agent 365
[01:55:40--01:55:41] 对
[01:55:41--01:55:42] 你可以看到manus也在里面
[01:55:42--01:55:42] 对
[01:55:42--01:55:43] 所以我觉得这个东西
[01:55:43--01:55:46] 就像我们之前做浏览器一样
[01:55:46--01:55:48] 我更相信的不是突然出现了一个
[01:55:48--01:55:50] 全新的agentic browser
[01:55:50--01:55:52] 而是所有的browser都在变得agentic
[01:55:52--01:55:53] 你觉得agent最后的生态
[01:55:53--01:55:54] 会是什么样的一个格局
[01:55:54--01:55:55] agent最后的生态
[01:55:55--01:55:56] 我觉得是这样
[01:55:56--01:55:58] 就是可能垂直领域的agent
[01:55:58--01:56:00] 最后应该是一个百花齐放的状态
[01:56:00--01:56:02] 当然也许还是2B方面会多一些
[01:56:02--01:56:04] 2B的垂直agent会多一些
[01:56:04--01:56:05] 对会多一些
[01:56:05--01:56:05] 为什么
[01:56:05--01:56:07] 我指的是海外市场
[01:56:07--01:56:07] OK
[01:56:07--01:56:09] 因为首先有一点就是
[01:56:09--01:56:11] 目前因为我们现在只做海外
[01:56:11--01:56:12] 我们觉得可能
[01:56:12--01:56:14] 尤其我不敢说海外这么大词
[01:56:14--01:56:15] 就说美国市场吧
[01:56:15--01:56:17] 美国市场我感觉
[01:56:17--01:56:18] 现在大部分创业者都在想一件事
[01:56:18--01:56:20] 就是我要做一家
[01:56:20--01:56:21] 给另外一家创业公司使用的产品
[01:56:21--01:56:22] 并卖给另外一家公司
[01:56:22--01:56:24] 就是我觉得很多美国创业者
[01:56:24--01:56:25] 已经失去了
[01:56:25--01:56:27] 做2C的勇气和心气
[01:56:27--01:56:29] 你说美国华人创业者
[01:56:29--01:56:30] 还是美国的创业者
[01:56:30--01:56:30] 所有
[01:56:30--01:56:31] 甚至华人好一点的
[01:56:31--01:56:32] 华人还有梦
[01:56:32--01:56:35] 我觉得像我们就是比较勇的这种
[01:56:35--01:56:36] 我们还敢做这个事
[01:56:36--01:56:36] 为什么呀
[01:56:36--01:56:38] 为什么丧失了这种
[01:56:38--01:56:39] 不过过去十年
[01:56:39--01:56:41] 美国2B确实更好一些
[01:56:41--01:56:41] 对
[01:56:41--01:56:43] 我觉得其实与其说丧失
[01:56:43--01:56:44] 应该说他们这边的环境
[01:56:44--01:56:46] 更形成了这样一种正反馈
[01:56:46--01:56:48] 就他们的退出机制非常好
[01:56:48--01:56:49] 很成熟
[01:56:49--01:56:49] 卖公司嘛
[01:56:49--01:56:50] 对你可以卖公司
[01:56:50--01:56:52] 或者说你自己做2B
[01:56:52--01:56:53] 你有一个稳定的一个收入
[01:56:53--01:56:54] 你自己独立上市
[01:56:54--01:56:55] 独立发展都没有问题
[01:56:55--01:56:56] 所以就是这是
[01:56:56--01:56:58] 他们这种成功的路径
[01:56:58--01:57:00] 决定了美国资本市场的一个倾向
[01:57:00--01:57:00] 对吧
[01:57:00--01:57:02] 所以就是在美国这种
[01:57:02--01:57:03] 像我们这种跳出来做2C
[01:57:03--01:57:04] 那确实是一个
[01:57:04--01:57:05] 一个很异类的一个东西
[01:57:05--01:57:08] 当然这也就会有人愿意下大注嘛
[01:57:08--01:57:08] 对吧
[01:57:08--01:57:09] 谁愿意下大注
[01:57:09--01:57:10] 下了什么大注
[01:57:10--01:57:11] 就像我们现在就获得了一些压轴
[01:57:11--01:57:12] 我只能这么说了
[01:57:12--01:57:13] 对
[01:57:13--01:57:14] 但像国内的话
[01:57:14--01:57:15] 我觉得上一代创业者
[01:57:15--01:57:16] 就是我这代创业者
[01:57:16--01:57:17] 对
[01:57:17--01:57:18] 我们在这个移动化量时代
[01:57:18--01:57:20] 其实很多人都是做2C的
[01:57:20--01:57:21] 其实获得了很多的正反馈
[01:57:21--01:57:22] 也更勇一些
[01:57:22--01:57:23] 对
[01:57:23--01:57:24] 所以我觉得这确实是
[01:57:24--01:57:27] 两边的环境和持续的反馈
[01:57:27--01:57:28] 带来的一个结果
[01:57:28--01:57:29] 所以你觉得没有垂直2C的
[01:57:29--01:57:31] agent的生态位吗
[01:57:31--01:57:32] 我觉得一定会有
[01:57:32--01:57:32] 一定会有
[01:57:32--01:57:34] 但是这块其实会比较微妙
[01:57:34--01:57:36] 就是我们团队有另外一个同学
[01:57:36--01:57:39] 他之前是做一款剪辑软件
[01:57:39--01:57:40] 然后后来也是被
[01:57:40--01:57:42] 被腾讯收购了
[01:57:42--01:57:42] 然后呢
[01:57:42--01:57:43] 他其实给我说了一个
[01:57:43--01:57:44] 很好玩的一个观点
[01:57:44--01:57:46] 就说做垂直2C的应用
[01:57:46--01:57:47] 很难的一种
[01:57:47--01:57:48] 一种模式是什么
[01:57:48--01:57:50] 就是比如说你要给剪辑师
[01:57:50--01:57:53] 做一款更好的剪辑agent
[01:57:53--01:57:54] 他说这是非常非常难的
[01:57:54--01:57:55] 因为专业的人士
[01:57:55--01:57:57] 会对这有极高的要求
[01:57:57--01:57:58] 这个用户会有一种
[01:57:58--01:57:59] 从风险控制的角度
[01:57:59--01:58:00] 来看待这个事
[01:58:00--01:58:01] 就比如说
[01:58:01--01:58:02] 你一个工作流很复杂
[01:58:02--01:58:03] 你但凡有一个环境没做好
[01:58:03--01:58:05] 那对这个专业人士来说
[01:58:05--01:58:06] 这个东西就是零分
[01:58:06--01:58:07] 因为它是一个惩罚关系
[01:58:07--01:58:07] 对吧
[01:58:07--01:58:08] 你就不能用
[01:58:08--01:58:09] 但是你应该做一种
[01:58:09--01:58:10] 什么样的agent呢
[01:58:10--01:58:12] 是做一个给非剪辑师用的
[01:58:12--01:58:14] 但是却有剪辑需求的人
[01:58:14--01:58:14] 做的agent
[01:58:14--01:58:16] 比如说自媒体
[01:58:16--01:58:17] 这样的话
[01:58:17--01:58:18] 其实你会变成一种
[01:58:18--01:58:19] 给原本就有这个需求
[01:58:19--01:58:20] 但做不了的人
[01:58:20--01:58:21] 它是一个竞争力
[01:58:21--01:58:21] 对
[01:58:21--01:58:23] 这个我觉得是非常重要的一点
[01:58:23--01:58:23] 这其实
[01:58:23--01:58:25] 这句话其实影响我们很深
[01:58:25--01:58:27] 我们现在经常跟我们的用户
[01:58:27--01:58:27] 或者这个别人交流
[01:58:27--01:58:28] 他们常说
[01:58:28--01:58:29] Nanus虽然我们在做
[01:58:29--01:58:30] 一个同源agent
[01:58:30--01:58:31] 它很像人
[01:58:31--01:58:32] 但是我们从来不以
[01:58:32--01:58:34] 替换人的思路来想这个事
[01:58:34--01:58:36] 因为如果你要给别人一种
[01:58:36--01:58:37] 说我要替换人的
[01:58:37--01:58:37] 这样的一个心智的话
[01:58:37--01:58:39] 所有人都会从一个
[01:58:39--01:58:40] risk control的想法去想
[01:58:40--01:58:41] 就我刚才讲的
[01:58:41--01:58:42] 就你但凡一个环节不同
[01:58:42--01:58:42] 就是不同
[01:58:42--01:58:44] 但是其实你应该是一种
[01:58:44--01:58:44] 提升人
[01:58:44--01:58:46] 就enhance people的思路去想
[01:58:46--01:58:48] 让你现在已经最高效的雇员
[01:58:48--01:58:49] 或者说你是一个
[01:58:49--01:58:50] 自屈的一个人
[01:58:50--01:58:51] 你获得了这个工具之后
[01:58:51--01:58:53] 你能让你的产能提升
[01:58:53--01:58:54] 那这是一个更良性
[01:58:54--01:58:55] 且更现实的一个做法
[01:58:55--01:58:57] 所以这个生态还会怎么样
[01:58:57--01:58:58] 除了有通用的agent
[01:58:58--01:59:00] 然后有垂直的2B的agent
[01:59:00--01:59:01] 还有呢
[01:59:01--01:59:02] 我觉得会有很多
[01:59:02--01:59:04] 偏娱乐的agent出现
[01:59:04--01:59:04] 当然也就是2C的
[01:59:04--01:59:05] 广义的2C嘛
[01:59:05--01:59:06] 当然这可能就是
[01:59:06--01:59:07] 接下来看怎么走吧
[01:59:07--01:59:08] 现在我也看到一些
[01:59:08--01:59:10] 比较有趣的一些尝试
[01:59:10--01:59:10] 比如说
[01:59:10--01:59:11] 比如说那个
[01:59:11--01:59:12] 我就不说具体名字吧
[01:59:12--01:59:13] 他们做的可能就是
[01:59:13--01:59:15] 给每一个人
[01:59:15--01:59:16] 做一个虚拟的agent
[01:59:16--01:59:17] 然后让agent
[01:59:17--01:59:18] 以代理的形式之间
[01:59:18--01:59:18] 进行社交
[01:59:18--01:59:19] 我觉得这都挺好玩的
[01:59:19--01:59:21] 但我觉得我实在是没有
[01:59:21--01:59:22] 这方面的insight
[01:59:22--01:59:23] 所以
[01:59:23--01:59:25] 这种产品感觉
[01:59:25--01:59:26] 适合OpenAI做啊
[01:59:26--01:59:27] 你说OpenAI吗
[01:59:27--01:59:28] 我觉得OpenAI
[01:59:28--01:59:29] 适合做所有产品
[01:59:29--01:59:31] 你觉得OpenAI会抢夺
[01:59:31--01:59:32] 你们的生态位吗
[01:59:32--01:59:34] 我觉得一定是会有竞争的
[01:59:34--01:59:35] 但是我们现在
[01:59:35--01:59:36] 观察到的现象是什么
[01:59:36--01:59:37] 首先就是在
[01:59:37--01:59:38] XGBT agent出来之前
[01:59:38--01:59:40] 我们可能要经常
[01:59:40--01:59:40] 回答的一个问题就是
[01:59:40--01:59:41] OpenAI做了
[01:59:41--01:59:42] 你们怎么办
[01:59:42--01:59:42] 他们做了
[01:59:42--01:59:43] 他们做了
[01:59:43--01:59:44] 但是很明显
[01:59:44--01:59:45] 效果是不如Manas
[01:59:45--01:59:45] 为什么呢
[01:59:45--01:59:46] 这我刚才讲的就是
[01:59:46--01:59:47] 我们其实是能用
[01:59:47--01:59:49] 市面上所有最好的选择
[01:59:49--01:59:50] 而OpenAI
[01:59:50--01:59:51] 它仍然是在
[01:59:51--01:59:52] 它的领域有所专长
[01:59:52--01:59:53] 这是第一点
[01:59:53--01:59:54] 第二点是什么
[01:59:54--01:59:55] 其实跟他们的一个
[01:59:55--01:59:56] 用户心智有关
[01:59:56--01:59:57] XGBT agent
[01:59:57--01:59:59] 仍然是XGBT的一部分
[01:59:59--02:00:00] XGBT我觉得
[02:00:00--02:00:01] 它是一个打透了的产品
[02:00:01--02:00:01] 就是
[02:00:01--02:00:03] XGBT的战争已经结束了
[02:00:03--02:00:04] 所有的用户
[02:00:04--02:00:05] 都在使用XGBT
[02:00:05--02:00:06] 但实际上
[02:00:06--02:00:07] 有agent需求的人
[02:00:07--02:00:08] 客观来说
[02:00:08--02:00:09] 是少一个量级的
[02:00:09--02:00:10] 对
[02:00:10--02:00:10] 所以我们其实
[02:00:10--02:00:12] 一直是在自上而下去做
[02:00:12--02:00:13] 就是我们一开始
[02:00:13--02:00:13] 触达的用户
[02:00:13--02:00:14] 其实你想
[02:00:14--02:00:15] Manas在美国
[02:00:15--02:00:16] 是怎么活起来的
[02:00:16--02:00:17] 其实都是一开始
[02:00:17--02:00:18] 像什么这个Patrick Collinson
[02:00:18--02:00:19] 然后Jack Dorsey
[02:00:19--02:00:21] 就这些硅谷精英们
[02:00:21--02:00:21] 他们发现
[02:00:21--02:00:22] 这个东西真的好用
[02:00:22--02:00:23] 能给自己提效
[02:00:23--02:00:24] 所以一直都是在服务
[02:00:24--02:00:26] 一个相对比XGBT
[02:00:26--02:00:27] 单价更高的用户群
[02:00:27--02:00:28] 其实对于那种
[02:00:28--02:00:30] 比如说快速的问答
[02:00:30--02:00:31] 或者一些低价任务
[02:00:31--02:00:31] 包括我自己
[02:00:31--02:00:32] 我也是不用Manas
[02:00:32--02:00:33] 我只用XGBT的
[02:00:33--02:00:33] 所以我觉得
[02:00:33--02:00:34] 这是一个分层的市场
[02:00:34--02:00:35] 我们会长期专注
[02:00:35--02:00:37] 为真正有高价值需求的人
[02:00:37--02:00:38] 提供他能找到的
[02:00:38--02:00:39] 最好的AI
[02:00:39--02:00:40] 而不是跟XGBT
[02:00:40--02:00:41] 去抢夺一个
[02:00:41--02:00:42] 就是最广的底层的
[02:00:42--02:00:43] 这个用户群
[02:00:43--02:00:46] 所以Chatbot和agent的用户
[02:00:46--02:00:48] 不完全是一拨人
[02:00:48--02:00:50] 它是不完全重合的
[02:00:50--02:00:51] 它不完全重合
[02:00:51--02:00:51] 它们包括你们
[02:00:51--02:00:53] 对 它们包括我们
[02:00:53--02:00:54] 但是实际上
[02:00:54--02:00:55] 我们一定要去满足的
[02:00:55--02:00:55] 就是那些
[02:00:55--02:00:57] 有最高质量需求的用户
[02:00:57--02:00:58] 就是他
[02:00:58--02:00:59] 这些人肯定用过XGBT
[02:00:59--02:01:01] 但是他们仍然会选择Manas
[02:01:01--02:01:02] 是这样的一群人
[02:01:02--02:01:04] 其实是XGBT
[02:01:04--02:01:06] 没有把这个部分的
[02:01:06--02:01:07] 用户需求满足好
[02:01:07--02:01:08] 是的
[02:01:08--02:01:09] 或者就是说
[02:01:09--02:01:10] 我们得保证
[02:01:10--02:01:11] 我们永远能提供
[02:01:11--02:01:12] 比XGBT的agent
[02:01:12--02:01:13] 更好的体验
[02:01:13--02:01:15] 那这是现阶段
[02:01:15--02:01:16] 未来呢
[02:01:16--02:01:17] 未来他们会赶上来吗
[02:01:17--02:01:18] 那我们也会赶上这个
[02:01:18--02:01:19] 就我常说就是
[02:01:19--02:01:21] 小公司怎么跟大厂竞争
[02:01:21--02:01:22] 就赶紧成为大厂
[02:01:22--02:01:24] 你们现在距离大厂
[02:01:24--02:01:25] 还有多远
[02:01:25--02:01:26] 还很远 还很远
[02:01:26--02:01:26] 但是再做了
[02:01:26--02:01:27] 再做 再做
[02:01:27--02:01:29] 长期来看
[02:01:29--02:01:30] 理想状态的Manas
[02:01:30--02:01:30] 应该是什么样的
[02:01:30--02:01:31] 理想状态的Manas
[02:01:31--02:01:32] 其实我想回到
[02:01:32--02:01:33] 刚才我们谈了一个问题
[02:01:33--02:01:33] 但没说完
[02:01:33--02:01:35] 就是说边界是什么
[02:01:35--02:01:36] 这三件事
[02:01:36--02:01:37] 刚才讲到
[02:01:37--02:01:38] 其实有三个系统
[02:01:38--02:01:39] 系统中三个元素
[02:01:39--02:01:39] 一个是模型
[02:01:39--02:01:40] 一个是环境
[02:01:40--02:01:41] 一个是用户
[02:01:41--02:01:42] 其实我们觉得
[02:01:42--02:01:43] 接下来我们更关注的
[02:01:43--02:01:45] 我不敢说未来形态吧
[02:01:45--02:01:46] 因为对于创业公司来说
[02:01:46--02:01:47] 我们就聊三个月后的事
[02:01:47--02:01:47] 都很慌
[02:01:47--02:01:49] 你就聊接下来这三个月内
[02:01:49--02:01:50] 我们会关注一点
