[00:00:04--00:00:06] 我觉得给通用Editor换个描述方式
[01:35:25--01:35:26] 所以苹果的服务做的非常之好
[01:35:26--01:35:28] 它的服务利润收入也占比非常之高
[01:35:28--01:35:29] 对吧
[01:35:29--01:35:31] 所以它变成三个能力的一个结合
[01:35:31--01:35:33] 所以它定义还是终端
[01:35:33--01:35:34] 嗯
[01:35:34--01:35:35] 那这时候
[01:35:35--01:35:37] 紧接着又出现了安卓
[01:35:37--01:35:38] 当然不是微软
[01:35:38--01:35:39] 是谷歌的角色了
[01:35:39--01:35:40] 安卓又做了
[01:35:40--01:35:42] 然后手机操作系统
[01:35:42--01:35:44] 然后又做了整个服务的生态
[01:35:44--01:35:45] 操作系统是开源的
[01:35:45--01:35:47] 但服务是属于它自己的
[01:35:47--01:35:48] 无论是Google的Map
[01:35:48--01:35:49] 啊
[01:35:49--01:35:50] Gmail这一切的东西
[01:35:50--01:35:51] 对吧
[01:35:51--01:35:52] 嗯
[01:35:52--01:35:53] 然后也包括
[01:35:53--01:35:54] 然后这个谷歌商店
[01:35:54--01:35:55] 这
[01:35:55--01:35:56] 模仿的这个App Store
[01:35:56--01:35:57] 这样的一个体系
[01:35:57--01:35:58] 那如果
[01:35:58--01:36:01] 拿整个移动互联网时代来看的话
[01:36:01--01:36:02] 苹果和
[01:36:02--01:36:04] 谷歌基本上是不相上下的
[01:36:04--01:36:05] 嗯
[01:36:05--01:36:07] 因为这也是全世界唯二的
[01:36:07--01:36:08] 然后每年的净利润
[01:36:08--01:36:10] 接近1000亿美金的公司
[01:36:10--01:36:11] 对吧
[01:36:11--01:36:12] 所以我觉得这个
[01:36:12--01:36:13] 非常成功
[01:36:13--01:36:14] 我觉得这
[01:36:14--01:36:15] 它仍然做了两个完全不同的选择
[01:36:15--01:36:16] 所以回到我们
[01:36:16--01:36:18] 今天在人工智能时代也是一样的
[01:36:18--01:36:19] 嗯
[01:36:19--01:36:21] 我们看到很多问题是因为没有Action
[01:36:21--01:36:23] 那你需要Action的时候就需要终端
[01:36:23--01:36:24] 对吧
[01:36:24--01:36:25] 你不能只知不行
[01:36:25--01:36:26] 嗯
[01:36:26--01:36:27] 得知情合一
[01:36:27--01:36:28] 才是更大的价值
[01:36:28--01:36:29] 啊
[01:36:29--01:36:30] 但是同样
[01:36:30--01:36:31] 啊
[01:36:31--01:36:32] 会有企业像OpenAI这样的
[01:36:32--01:36:33] 然后它会做模型
[01:36:33--01:36:36] 后边它甚至也会做模型的AgentOS
[01:36:36--01:36:38] 它会做一个这样的一个生态
[01:36:38--01:36:40] 然后开放API这样的
[01:36:40--01:36:41] 然后也需要
[01:36:41--01:36:42] 其实有这个时代的
[01:36:42--01:36:43] 然后终端的
[01:36:43--01:36:44] 公司
[01:36:44--01:36:46] 当然我们为什么先切入自动价值
[01:36:46--01:36:47] 自动价值足够大呀
[01:36:47--01:36:48] 嗯
[01:36:48--01:36:50] 就是要这个汽车是个足够大的一个市场
[01:36:50--01:36:51] 对
[01:36:51--01:36:53] 那那只不过其实我们可能不会
[01:36:53--01:36:54] 限于这一个终端
[01:36:54--01:36:55] 当这个终端做成以后
[01:36:55--01:36:57] 我们的能力其实能不能覆盖到用户
[01:36:57--01:36:58] 让他生活的更好
[01:36:58--01:36:59] 工作的更好
[01:36:59--01:37:00] 然后更多的
[01:37:00--01:37:02] 但是是属于Agent时代的终端
[01:37:02--01:37:04] 我们不会再做上个时代的终端
[01:37:04--01:37:06] 但是我们一旦要进入到任何一个终端
[01:37:06--01:37:09] 它必须得符合我刚才说的四个特点
[01:37:09--01:37:11] 有物理世界的360度感知能力
[01:37:11--01:37:12] 对吧
[01:37:12--01:37:13] 然后
[01:37:13--01:37:15] 有这种认知决策能力
[01:37:15--01:37:17] 然后有真正的Action的执行能力
[01:37:17--01:37:19] 无论是控制机器还是执行软件
[01:37:19--01:37:20] 对吧
[01:37:20--01:37:21] 然后第四个有
[01:37:21--01:37:23] 然后有真正的反思和反馈的能力
[01:37:23--01:37:26] 只不过到了整个的Agent时代终端的话
[01:37:26--01:37:27] 然后同样
[01:37:27--01:37:29] 然后它对于整个能力要求变得不一样了
[01:37:29--01:37:31] 也包含它有软件的部分
[01:37:31--01:37:32] 它也有它有硬件的部分
[01:37:32--01:37:34] 然后它也有服务的部分
[01:37:34--01:37:36] 但它我觉得它会变得不同了
[01:37:36--01:37:37] 那比如软件的部分
[01:37:37--01:37:39] 第一我要有非常好的模型能力
[01:37:39--01:37:40] 嗯
[01:37:40--01:37:41] 对吧
[01:37:41--01:37:42] 尤其是我要对物理世界理解
[01:37:42--01:37:43] 我要在物理世界工作
[01:37:43--01:37:44] 我要横传物理世界数字
[01:37:44--01:37:46] 我不仅要能看
[01:37:46--01:37:47] 看清
[01:37:47--01:37:48] 然后道路上的车
[01:37:48--01:37:50] 然后理解这个修路啊
[01:37:50--01:37:53] 然后这个胡同小巷
[01:37:53--01:37:54] 我还得能看通导航地图
[01:37:54--01:37:55] 能看通所有的软件
[01:37:55--01:37:56] 嗯
[01:37:56--01:37:57] 对吧
[01:37:57--01:37:58] 所以我需要我有非常好的模型能力
[01:37:58--01:37:59] 第二个
[01:37:59--01:38:00] 我要有非常好的操作系统的能力
[01:38:00--01:38:02] 所以这些端
[01:38:02--01:38:03] 然后包括人工认识那端
[01:38:03--01:38:04] 它要是要是个事实的
[01:38:04--01:38:05] 嗯
[01:38:05--01:38:06] 对
[01:38:06--01:38:07] 然后它不能像
[01:38:07--01:38:08] 然后安卓那样的
[01:38:08--01:38:09] 是一个背后的一个任务排列式的
[01:38:09--01:38:10] 对吧
[01:38:10--01:38:11] 也不能像传统AutoSat这样
[01:38:11--01:38:12] 是一个链式的
[01:38:12--01:38:13] 然后它要既要并行
[01:38:13--01:38:14] 然后你的好多操作系统
[01:38:14--01:38:16] 你对你这整个计算上的NPU
[01:38:16--01:38:17] MCU
[01:38:17--01:38:19] 这些内核怎么有效的去占用
[01:38:19--01:38:20] 来确保它的实时性
[01:38:20--01:38:21] 它准确的去执行
[01:38:21--01:38:23] 所以你的操作系统能力要求也不一样
[01:38:23--01:38:24] 你要很高的性能
[01:38:24--01:38:25] 对吧
[01:38:25--01:38:27] 然后要符合整个人工智能
[01:38:27--01:38:28] 在物理世界里运行
[01:38:28--01:38:29] 在数据世界运行的
[01:38:29--01:38:30] 这样的
[01:38:30--01:38:32] 包括我们能不能做出来更好的虚拟机
[01:38:32--01:38:34] 用过的本地电脑工具不够的时候
[01:38:34--01:38:35] 对
[01:38:35--01:38:36] 然后我们能不能做出来更好的
[01:38:36--01:38:37] 更高性能的虚拟机
[01:38:37--01:38:38] 因为这也是操作系统的能力
[01:38:38--01:38:39] 对吧
[01:38:39--01:38:40] 然后我觉得第三个还是
[01:38:40--01:38:41] 还是要做好
[01:38:41--01:38:42] 然后各种各样的工具
[01:38:44--01:38:47] 要符合我们所需要的这些常用的工具
[01:38:47--01:38:49] 因为工具也会根据人工智能上来
[01:38:49--01:38:50] 然后变得其实更有效
[01:38:50--01:38:51] 更高效
[01:38:51--01:38:52] agent也要去调用工具
[01:38:52--01:38:53] 对吧
[01:38:53--01:38:55] 所以我这个其实是我看到的软件的能力
[01:38:55--01:38:56] 对
[01:38:56--01:38:58] 然后这三个其实缺一不可
[01:38:58--01:39:00] 然后另外从硬件的能力上
[01:39:00--01:39:01] 我也能看到三个
[01:39:01--01:39:02] 我觉得第一个重要的能力
[01:39:02--01:39:04] 其实是本体发生了变化了
[01:39:04--01:39:06] 比如我们要把车控制的更好
[01:39:06--01:39:08] 所以我们要自研整个的限控系统
[01:39:08--01:39:09] 对吧
[01:39:09--01:39:11] 然后后边的话
[01:39:11--01:39:14] 整个的本体方面的这些需求
[01:39:14--01:39:17] 然后计算单元之间的这些关系部署
[01:39:17--01:39:20] 比如对于车来是否一定是个中央大脑
[01:39:20--01:39:21] 那其实不是
[01:39:21--01:39:23] 因为所有的任何一个端
[01:39:23--01:39:25] 来中央大脑距离很远
[01:39:25--01:39:26] 所以我可不是一个中央大脑
[01:39:26--01:39:28] 再加几个分脑来做
[01:39:28--01:39:29] 然后这样的话
[01:39:29--01:39:31] 我的最少的线数
[01:39:31--01:39:33] 然后最好的整个的传输效率
[01:39:33--01:39:34] 对吧
[01:39:34--01:39:35] 既有集中计算又分布计算
[01:39:35--01:39:36] 并不是一个大脑工作
[01:39:36--01:39:37] 对吧
[01:39:37--01:39:38] 那我觉得这些东西都会发生
[01:39:38--01:39:40] 这些硬件的本体都会发生变化
[01:39:40--01:39:41] 嗯
[01:39:41--01:39:43] 那我觉得第二个很重要一点
[01:39:43--01:39:44] 其实是NPU
[01:39:44--01:39:46] 就大家现在太关注于
[01:39:46--01:39:48] 云端的训练和推理了
[01:39:48--01:39:49] 对吧
[01:39:49--01:39:50] 有云端训练推理
[01:39:50--01:39:51] 其实大家可以通过加更多的
[01:39:51--01:39:52] 来实现
[01:39:52--01:39:53] 通过改这个结构
[01:39:53--01:39:54] 那在终端上
[01:39:54--01:39:57] 如果我只能放3B的模型
[01:39:57--01:39:59] 然后跑10赫兹
[01:39:59--01:40:00] 但是有一个人过来
[01:40:00--01:40:01] 能放30B的模型
[01:40:01--01:40:02] 跑10赫兹
[01:40:02--01:40:03] 嗯
[01:40:03--01:40:04] 那这有10倍的性能差距
[01:40:04--01:40:05] 嗯
[01:40:05--01:40:06] 所以我这方面要求更高
[01:40:06--01:40:07] 就是大脑变得很强了
[01:40:07--01:40:08] 我觉得NPU像心脏
[01:40:08--01:40:10] 心脏也要变得更强
[01:40:10--01:40:11] 对
[01:40:11--01:40:12] 那这个其实没什么捷径
[01:40:12--01:40:14] 你后边的要求越来越高
[01:40:14--01:40:15] 甚至今天的很多架构
[01:40:15--01:40:16] 可能都已经不太实用了
[01:40:16--01:40:17] 嗯
[01:40:17--01:40:18] 对吧
[01:40:18--01:40:19] 那我觉得这是
[01:40:19--01:40:20] 然后第二个这个部分
[01:40:20--01:40:21] 我觉得第三个部分
[01:40:21--01:40:22] 其实我认为制造环节
[01:40:22--01:40:23] 都会发生变化
[01:40:23--01:40:24] 就整个工厂
[01:40:24--01:40:26] 为什么不能变成一个机器人
[01:40:26--01:40:27] 对吧
[01:40:27--01:40:28] 然后小时候我们看过
[01:40:28--01:40:29] 变形银冈动画片
[01:40:29--01:40:30] 对吧
[01:40:30--01:40:32] 然后那这些所有的机器人里面
[01:40:32--01:40:33] 有的像擎天柱
[01:40:33--01:40:34] 威震天这样的机器人
[01:40:34--01:40:35] 它能变形
[01:40:35--01:40:36] 嗯
[01:40:36--01:40:37] 还会有像宇宙大地
[01:40:37--01:40:38] 这样的机器人
[01:40:38--01:40:39] 它本身是个星球
[01:40:39--01:40:40] 它的身体就是个机器人
[01:40:40--01:40:41] 对吧
[01:40:41--01:40:42] 然后我们能不能拿AGI
[01:40:42--01:40:44] 来生产AGI的终端
[01:40:44--01:40:46] 拿AGI来生产AGI的终端
[01:40:46--01:40:47] 对
[01:40:47--01:40:48] 那我觉得今天其实工厂
[01:40:48--01:40:50] 然后也在面临这样的一个机会
[01:40:50--01:40:52] 那我觉得很多人
[01:40:52--01:40:53] 都想象了一个问题
[01:40:53--01:40:54] 说我造一个人形机器人
[01:40:54--01:40:56] 然后去工厂里去替代
[01:40:56--01:40:57] 然后去替代人
[01:40:57--01:40:58] 嗯
[01:40:58--01:40:59] 我觉得这有两个问题
[01:40:59--01:41:00] 然后第一个问题就是
[01:41:00--01:41:01] 其实
[01:41:01--01:41:02] 我觉得工厂的人
[01:41:02--01:41:03] 并没有大家想象的
[01:41:03--01:41:05] 然后在整个的成本里
[01:41:05--01:41:06] 占比那么高
[01:41:06--01:41:07] 对
[01:41:07--01:41:08] 然后那很多时候
[01:41:08--01:41:09] 替代起来并不划算
[01:41:09--01:41:10] 我觉得第二个其实
[01:41:10--01:41:11] 我觉得这些
[01:41:11--01:41:12] 这些就业
[01:41:12--01:41:13] 长期来讲
[01:41:13--01:41:14] 还是非常有必要的
[01:41:14--01:41:15] 对
[01:41:15--01:41:16] 那但是呢
[01:41:16--01:41:17] 我们在讲的一个问题是
[01:41:17--01:41:18] 我们如何能够
[01:41:18--01:41:19] 其实通过
[01:41:19--01:41:20] 然后
[01:41:20--01:41:21] 把一个工厂
[01:41:21--01:41:22] 变成一个机器人
[01:41:22--01:41:23] 去简化工厂里边
[01:41:23--01:41:24] 各种繁琐的
[01:41:24--01:41:25] 复杂的环节
[01:41:25--01:41:27] 我觉得这对于整个的生产效率
[01:41:27--01:41:28] 才是更大的提升
[01:41:28--01:41:29] 嗯
[01:41:29--01:41:30] 所以我觉得
[01:41:30--01:41:31] 应该关注
[01:41:31--01:41:32] 我觉得整个的AGI
[01:41:32--01:41:33] 在整个制造领域
[01:41:33--01:41:34] 应该关注生产效率的提升
[01:41:34--01:41:35] 应该关注生产效率的提升
[01:41:35--01:41:36] 而不是人的替代
[01:41:36--01:41:37] 而不是人的替代
[01:41:37--01:41:38] 我觉得如果关注人的替代
[01:41:38--01:41:39] 我认为其实挺狭隘的
[01:41:39--01:41:40] 或者这些人
[01:41:42--01:41:43] 是有工厂的经验
[01:41:43--01:41:44] 然后我觉得还是三个部分
[01:41:44--01:41:45] 一个完整的中央
[01:41:45--01:41:46] 三个部分
[01:41:46--01:41:47] 一个软件的部分
[01:41:47--01:41:48] 然后我觉得
[01:41:48--01:41:49] 一个是硬件的部分
[01:41:49--01:41:50] 可能会发生变化
[01:41:50--01:41:51] 到AGI时代
[01:41:51--01:41:52] 我觉得AGI时代
[01:41:52--01:41:53] 第三个其实是服务
[01:41:53--01:41:54] 也会发生变化
[01:41:54--01:41:55] 对
[01:41:55--01:41:56] 我觉得很重要的一点是
[01:41:56--01:41:57] 我们并没有办法
[01:41:57--01:41:58] 写一套传统的IT软件
[01:41:58--01:41:59] 包括靠人
[01:41:59--01:42:00] 去接管这些AGI
[01:42:00--01:42:01] 去管理这些agent
[01:42:01--01:42:02] 嗯
[01:42:02--01:42:03] 所以我觉得
[01:42:03--01:42:04] 这是一个非常大的挑战
[01:42:04--01:42:05] 那所以呢
[01:42:05--01:42:06] 我觉得包括
[01:42:06--01:42:07] 然后因为拿去做cosmos
[01:42:07--01:42:08] 在内的东西
[01:42:08--01:42:09] 包括我们来
[01:42:09--01:42:11] 构建交通的世界模型
[01:42:11--01:42:12] 对吧
[01:42:12--01:42:13] 这些agent os
[01:42:13--01:42:15] 它核心的是在要运营
[01:42:15--01:42:16] 对
[01:42:16--01:42:17] 然后一方面
[01:42:17--01:42:18] 我们怎么运营这些
[01:42:18--01:42:19] 然后跑在
[01:42:19--01:42:20] 然后物理世界里的
[01:42:20--01:42:22] 这些AGI的机器人
[01:42:22--01:42:23] 嗯
[01:42:23--01:42:24] 对
[01:42:24--01:42:25] 无论是车
[01:42:25--01:42:26] 还是其他的形态
[01:42:26--01:42:27] 然后还有一个很重要的
[01:42:27--01:42:28] 我们每个人都在讲
[01:42:28--01:42:29] 然后一个人
[01:42:29--01:42:30] 然后要和几个agent
[01:42:30--01:42:31] 一起工作
[01:42:31--01:42:32] 或者一个人带领几个机器
[01:42:32--01:42:33] 一起工作
[01:42:33--01:42:34] 但是到底怎么工作
[01:42:34--01:42:35] 它是agent os的形式
[01:42:35--01:42:36] 还是一个其他的形式
[01:42:36--01:42:38] 我觉得这也是必须要去解决的
[01:42:38--01:42:39] 嗯
[01:42:39--01:42:40] 你要既要解决AGI
[01:42:40--01:42:41] 运营本身的问题
[01:42:41--01:42:42] 也要解决AGI
[01:42:42--01:42:43] 和人的连接的问题
[01:42:43--01:42:44] 嗯
[01:42:44--01:42:45] 对
[01:42:45--01:42:46] 我觉得这是服务
[01:42:46--01:42:47] 所以呢
[01:42:47--01:42:48] 我觉得
[01:42:48--01:42:49] 那今天这个问题
[01:42:49--01:42:50] 对于所有的企业为人
[01:42:50--01:42:51] 都是一样的
[01:42:51--01:42:52] 至少我们看到
[01:42:52--01:42:53] 然后这是我们未来的
[01:42:53--01:42:54] 三到六年要去解的题
[01:42:54--01:42:55] 对
[01:42:55--01:42:56] 怎么解决
[01:42:56--01:42:57] 一个AGI终端的
[01:42:57--01:42:58] 软件层面的三个问题
[01:42:58--01:42:59] 以及怎么解决
[01:42:59--01:43:00] 硬件层面的三个问题
[01:43:00--01:43:01] 以及怎么解决
[01:43:01--01:43:02] 这种AGI运营
[01:43:02--01:43:04] 以及AGI和人连接的运营的
[01:43:04--01:43:05] 这样服务的问题
[01:43:05--01:43:06] 我觉得都是接下来的挑战
[01:43:06--01:43:09] 我感觉你要做的事情好多
[01:43:09--01:43:10] 也没有好多
[01:43:10--01:43:11] 其实就是
[01:43:11--01:43:12] 就是
[01:43:12--01:43:13] 如果这些问题不解决
[01:43:13--01:43:14] 就是今天这个现象
[01:43:14--01:43:16] 就是大家都觉得AI很厉害
[01:43:16--01:43:17] 嗯
[01:43:17--01:43:18] 但是大家每天
[01:43:18--01:43:19] 工作时间变得更长
[01:43:19--01:43:21] 然后假的信息变得更多
[01:43:21--01:43:23] 不靠谱的信息变得更多
[01:43:23--01:43:25] 然后配家人时间变得更少
[01:43:25--01:43:26] 我觉得这都是问题
[01:43:26--01:43:27] 诶
[01:43:27--01:43:28] 我知道你们把机器人
[01:43:28--01:43:29] 分成了穿戴机器人
[01:43:29--01:43:30] 空间机器人
[01:43:30--01:43:31] 和家庭机器人
[01:43:31--01:43:32] 你们对于机器人的
[01:43:32--01:43:33] 节奏是什么样的呀
[01:43:33--01:43:34] 还有规划
[01:43:34--01:43:35] 嗯
[01:43:35--01:43:36] 我觉得并不可能
[01:43:36--01:43:37] 直接上来给出节奏
[01:43:37--01:43:38] 还是我们要
[01:43:38--01:43:39] 根据行业的各种的进展
[01:43:39--01:43:40] 嗯
[01:43:40--01:43:41] 起来做相应的研究
[01:43:41--01:43:42] 和分析
[01:43:42--01:43:43] 对
[01:43:43--01:43:44] 然后以及哪些能力
[01:43:44--01:43:45] 要自己要去解决
[01:43:45--01:43:46] 比如很多人说
[01:43:46--01:43:47] 眼镜会是未来的一个
[01:43:47--01:43:48] 我们穿戴的一个终端
[01:43:48--01:43:49] 对
[01:43:49--01:43:50] 或者是个穿戴的机器人
[01:43:50--01:43:51] 但今天的不是
[01:43:51--01:43:53] 那这里边还有很多的问题
[01:43:53--01:43:54] 对吧
[01:43:54--01:43:56] 它确实具备世界360度的感知
[01:43:56--01:43:57] 嗯
[01:43:57--01:43:58] 但今天的显示是不行的
[01:43:58--01:43:59] 无论是光波导的显示
[01:43:59--01:44:00] 还是其中显示
[01:44:00--01:44:01] 其实并不能
[01:44:01--01:44:02] 变成一个真正的
[01:44:02--01:44:03] 长期使用的一个方式
[01:44:03--01:44:04] 对
[01:44:04--01:44:06] 然后包括电池的电量
