[00:00:00--00:00:02] 就是蒋曾国藩从二十多岁
[01:30:20--01:30:23] 今天也是我们公司的结构这块负责人
[01:30:23--01:30:25] 那个时候来我们公司看
[01:30:25--01:30:27] 看我们太可怜了
[01:30:27--01:30:31] 然后送给我了一个工具箱
[01:30:31--01:30:33] 这工具箱里面就是一些改锥
[01:30:33--01:30:34] 锤子
[01:30:34--01:30:36] 什么镊子
[01:30:36--01:30:37] 斧子
[01:30:37--01:30:38] 这些东西
[01:30:38--01:30:40] 反正就是帮助你拆机的这些工具
[01:30:40--01:30:41] 对
[01:30:41--01:30:42] 所以那个时候我觉得早期
[01:30:42--01:30:44] 就确实是就是起点比较低
[01:30:44--01:30:47] 然后我觉得那个时候就是说
[01:30:47--01:30:49] 人都没有碰过硬件对吧
[01:30:49--01:30:50] 没碰过
[01:30:50--01:30:51] 然后怎么去接触这个东西
[01:30:51--01:30:52] 怎么进入这个东西
[01:30:52--01:30:54] 完全不懂
[01:30:54--01:30:58] 然后直到我遇到了我们的
[01:30:58--01:30:59] 今天也是我们公司合伙人
[01:30:59--01:31:02] 也是我们机电这块的首席工程师
[01:31:02--01:31:04] 叫杨泽义
[01:31:04--01:31:06] 直到我遇到了他
[01:31:06--01:31:08] 他是一个投资人给我介绍的
[01:31:08--01:31:09] 五元的一个投资人
[01:31:09--01:31:10] 五元当时也没投我们
[01:31:10--01:31:13] 但是确实很好的给我介绍了泽义
[01:31:13--01:31:14] 泽义本身也很年轻
[01:31:14--01:31:15] 97年的
[01:31:15--01:31:17] 然后但我觉得是天才
[01:31:17--01:31:20] 因为当时我感受到就是结构这块
[01:31:20--01:31:22] 机械这块我们完全一窍不通
[01:31:22--01:31:23] 所以我要做的事
[01:31:23--01:31:25] 是应该跟行业里面的人聊
[01:31:25--01:31:26] 先学一学
[01:31:26--01:31:29] 当时有几个渠道就开始聊人
[01:31:29--01:31:31] 然后就聊到泽义的时候
[01:31:31--01:31:32] 我就感觉到
[01:31:32--01:31:35] 哇这个第一次有人给我讲明白了
[01:31:35--01:31:36] 就是第一
[01:31:36--01:31:38] 很有框架性的
[01:31:38--01:31:41] 给我讲清楚了一个机器人系统
[01:31:41--01:31:43] 整机系统应该是怎么回事
[01:31:43--01:31:44] 第二
[01:31:44--01:31:46] 很有洞察力的
[01:31:46--01:31:48] 就在他已经做过的一些事里面
[01:31:48--01:31:49] 很有洞察力的
[01:31:49--01:31:51] 能够跟我说出来一个一二三
[01:31:51--01:31:52] 虽然我不懂
[01:31:52--01:31:55] 这个里面具体的一些知识或者用户
[01:31:55--01:31:57] 但是我觉得如果有一个人
[01:31:57--01:31:59] 给我在这个陌生领域有这种感觉
[01:31:59--01:32:01] 我觉得大概也是对的
[01:32:01--01:32:02] 对
[01:32:02--01:32:04] 然后所以我就请泽义
[01:32:04--01:32:05] 我说
[01:32:05--01:32:06] 我们一块干吧
[01:32:06--01:32:07] 那你聊了多久
[01:32:07--01:32:09] 我们一共聊了几次吧
[01:32:09--01:32:11] 然后我可能去深圳
[01:32:11--01:32:13] 因为他是南科大的
[01:32:13--01:32:16] 然后我去深圳找了他可能两次
[01:32:16--01:32:19] 然后第二次就决定了来公司
[01:32:19--01:32:22] 所以说24年应该是一月份吧
[01:32:22--01:32:24] 23年年底我们说好
[01:32:24--01:32:26] 然后后来他就稍微准备了一下
[01:32:26--01:32:27] 24年一月份来公司了
[01:32:27--01:32:29] 他当时是在学校做什么呀
[01:32:29--01:32:31] 他其实当时已经毕业了
[01:32:31--01:32:32] 他自己创业
[01:32:32--01:32:34] 他自己创业做
[01:32:34--01:32:36] 他就是也很能折腾
[01:32:36--01:32:39] 就是又能折腾技术能力又好的这么一个人
[01:32:39--01:32:42] 然后而且思考问题他真的很本质
[01:32:42--01:32:43] 那你把他公司收了吗
[01:32:43--01:32:46] 没有他就慢慢就不做那个了
[01:32:46--01:32:49] 就是他当时做机器人的培训
[01:32:49--01:32:51] 就给初中生高中生做培训
[01:32:51--01:32:53] 机器人教培
[01:32:53--01:32:54] 对然后
[01:32:54--01:32:56] 那难怪能讲清楚啊
[01:32:56--01:32:59] 对我可能就是那初中生
[01:32:59--01:33:00] 是的
[01:33:00--01:33:01] 然后
[01:33:01--01:33:02] 他动手能力到底怎么样呢
[01:33:02--01:33:04] 这个讲清楚和能做的是两个事儿
[01:33:04--01:33:05] 就是非常强
[01:33:05--01:33:07] 就是后边我们公司的所有的产品
[01:33:07--01:33:10] 几乎就是大的框架的设计都是他来把关的
[01:33:10--01:33:11] 都是他来做设计
[01:33:11--01:33:12] 然后他来推动
[01:33:12--01:33:13] 对
[01:33:13--01:33:15] 所以我觉得则一对于公司的这个
[01:33:15--01:33:19] 当然则一他对外的这个这个露出比较少了
[01:33:19--01:33:20] 大家都不知道他
[01:33:20--01:33:21] 他是一个合伙人是吗
[01:33:21--01:33:22] 对对对
[01:33:22--01:33:23] 是的
[01:33:23--01:33:25] 这种合伙人给多少股份
[01:33:25--01:33:26] 这个这个
[01:33:26--01:33:27] 我们是这样的
[01:33:27--01:33:29] 我说大概的范围就是
[01:33:29--01:33:32] 就我觉得按照基本上按照百分点去给的
[01:33:32--01:33:34] 就是我们原始股的百分点去给的
[01:33:34--01:33:38] 然后其实我们那个那个天眼茶上面
[01:33:38--01:33:40] 要是想有有些人也可以查得到
[01:33:40--01:33:41] 对对对
[01:33:41--01:33:43] 然后因为我觉得就是说什么是合伙人
[01:33:43--01:33:46] 就是我希望构建的团队呢
[01:33:46--01:33:50] 是说我要求我自己做一个中等面积流变形
[01:33:50--01:33:52] 然后我希望我的简易
[01:33:52--01:33:54] 我的合伙人团队做更大面积
[01:33:54--01:33:56] 组成一个更大面积流变形
[01:33:56--01:34:00] 然后这样我们这个团队就就就会变得很强
[01:34:00--01:34:02] 而且很均衡的强
[01:34:02--01:34:04] 那则义我觉得他
[01:34:04--01:34:06] 毫无疑问在积电系统
[01:34:06--01:34:07] 在产品
[01:34:07--01:34:09] 这个甚至产品思维这个维度
[01:34:09--01:34:10] 我觉得他都特别好
[01:34:10--01:34:12] 然后然后还还这么年轻
[01:34:12--01:34:14] 而且就是天才或者就是对
[01:34:14--01:34:17] 然后包括我们公司其他几个合伙人也是
[01:34:17--01:34:21] 包括我们比如说公司的CFO天奇
[01:34:21--01:34:23] 去年其实我们公司一直就有这样一个机制
[01:34:23--01:34:28] 就是我们会持续的引入好的人
[01:34:28--01:34:29] 然后呢这个
[01:34:29--01:34:30] 而且我们也比较舍得
[01:34:30--01:34:32] 我比较舍得分这些东西
[01:34:32--01:34:33] 然后去去去
[01:34:33--01:34:35] 因为我觉得我始终把公司
[01:34:35--01:34:38] 如果我们希望公司在未来的比如说五年的时间
[01:34:38--01:34:40] 我要翻十倍二十倍
[01:34:40--01:34:42] 而且我每个阶段都是创业了
[01:34:42--01:34:45] 对所以我觉得我们从底层来说需要这样一个机制
[01:34:45--01:34:49] 去持续的把这个好的人能给吸纳进来
[01:34:49--01:34:52] 所以我们这个合伙人是从这个机制啊
[01:34:52--01:34:56] 是从我们三个就我天飞照航
[01:34:56--01:34:58] 我们三个创办这个公司之后
[01:34:58--01:35:00] 我们就一直有的一个机制
[01:35:00--01:35:02] 所以包括泽伊
[01:35:02--01:35:04] 然后包括后来的华哲
[01:35:04--01:35:06] 然后再包括后来的于磊
[01:35:06--01:35:07] 就是我们商业化这边负责人
[01:35:07--01:35:11] 包括到最近几个月之前天奇的加入
[01:35:11--01:35:14] 其实我们都是以这样的形式加入进来的
[01:35:14--01:35:17] 所以我觉得这是一个就是我们公司
[01:35:17--01:35:21] 能够可能从过去的这段时间里面
[01:35:21--01:35:26] 一堆公司里边稍稍脱颖而出一点的原因之一吧
[01:35:26--01:35:27] 我有一个问题不善理解
[01:35:27--01:35:29] 为什么你开始做公司
[01:35:29--01:35:31] 第一件事情最在乎的是整机呢
[01:35:31--01:35:32] 对
[01:35:32--01:35:34] 然后也可以做比如说一个大脑
[01:35:34--01:35:35] 对
[01:35:35--01:35:36] 有很多其他的选择
[01:35:36--01:35:38] 为什么选择是第一件事情是整机呢
[01:35:38--01:35:40] 是一个你们这么陌生的领域
[01:35:40--01:35:41] 你可以从软件开始做
[01:35:41--01:35:42] 没错
[01:35:42--01:35:44] 小军这个问题问的其实特别特别本质
[01:35:44--01:35:48] 就是因为首先我得办的时候我想好一件事
[01:35:48--01:35:50] 就是我们要做巨神智能
[01:35:50--01:35:52] 巨神智能长期壁垒
[01:35:52--01:35:55] 建立在物理世界的数据闭环之上
[01:35:55--01:35:56] 对
[01:35:56--01:35:58] 只有把这个东西构建起来了
[01:35:58--01:36:01] 才真的有一个说别人进不来
[01:36:01--01:36:04] 我们能够长治久安的这么一个壁垒了
[01:36:04--01:36:05] OK
[01:36:05--01:36:07] 我要去构建物理世界数据壁垒
[01:36:07--01:36:11] 我必须得有这个数据的载体
[01:36:11--01:36:13] 对这个数据载体就是我的整机
[01:36:13--01:36:14] 就是这个硬件
[01:36:14--01:36:16] 这是长期的事
[01:36:16--01:36:18] 第二个就是中短期
[01:36:18--01:36:20] 我们的商品到底是什么
[01:36:20--01:36:22] 我们要给世界提供的商品
[01:36:22--01:36:24] 大概率不是一个算法
[01:36:24--01:36:26] 不是一个所谓的大脑
[01:36:26--01:36:28] 它是一个整机加智能形成的
[01:36:28--01:36:30] 在物理世界能够有执行能力的
[01:36:30--01:36:32] 这么一个物理实体
[01:36:32--01:36:34] 这个是我们的商品
[01:36:34--01:36:36] 也就是说中短期
[01:36:36--01:36:38] 我们需要软硬结合的商品
[01:36:38--01:36:40] 长期我要构建物理世界数据闭环
[01:36:40--01:36:43] 我需要硬件作为
[01:36:43--01:36:46] 我构建数据闭环的核心的媒介
[01:36:46--01:36:49] 那从这两件事来说都倒推回来
[01:36:49--01:36:53] 就是我必须要把整机和工应该做好
[01:36:53--01:36:55] 所以我觉得从战略倒推回
[01:36:55--01:36:57] 今天我们要做什么事
[01:36:57--01:37:00] 那有了这个结论之后呢
[01:37:00--01:37:02] 我觉得我们就是说
[01:37:02--01:37:04] 虽然开始我们不太会做
[01:37:04--01:37:06] 但是我觉得就是说
[01:37:06--01:37:07] 不怕慢就怕战
[01:37:07--01:37:09] 我们就得开始做
[01:37:09--01:37:10] 这个日拱一族
[01:37:10--01:37:12] 咱们就往前开始搞
[01:37:12--01:37:15] 所以我觉得也是当时
[01:37:15--01:37:17] 24年那会很多投资人问我的
[01:37:17--01:37:19] 说既然你天天就搞整机
[01:37:19--01:37:21] 你们不是一个自动驾驶AI团队吗
[01:37:21--01:37:23] 你们不应该做AI吗
[01:37:23--01:37:25] 那个时候其实我的解释大概就是这些
[01:37:25--01:37:27] 我为了供长期的那个目标
[01:37:27--01:37:28] 我今天我必须得做整机
[01:37:28--01:37:30] 不然的话我如果直接去做算法
[01:37:30--01:37:32] 这些算法也都是空中楼阁
[01:37:32--01:37:33] 这算法做完了之后
[01:37:33--01:37:36] 我没法把它变成我的产品价值商业价值
[01:37:36--01:37:38] 这个意义是不大的
[01:37:38--01:37:39] 就是说在汽车这个产业里
[01:37:39--01:37:41] 你希望做的是车企
[01:37:41--01:37:43] 你不希望做的是摩门塔那个生态呗
[01:37:43--01:37:45] 我觉得
[01:37:45--01:37:46] 首先呢
[01:37:46--01:37:48] 巨神智能跟汽车这个行业
[01:37:48--01:37:50] 还是有一定的不同的
[01:37:50--01:37:51] 汽车这个行业是
[01:37:51--01:37:53] 或者汽车加自动驾驶这个行业是
[01:37:53--01:37:55] 自动驾驶这波开始的时候
[01:37:55--01:37:58] 汽车业已经存在100年了
[01:37:58--01:37:59] 所以你也没机会
[01:37:59--01:38:00] 或者
[01:38:00--01:38:02] 你作为一个自动驾驶切入赛道
[01:38:02--01:38:04] 你也没机会说自己造车
[01:38:04--01:38:06] 只有是说做新能源的
[01:38:06--01:38:08] 他能切入说自己造车
[01:38:08--01:38:09] 然后呢
[01:38:09--01:38:10] 所以
[01:38:10--01:38:11] 我觉得就是说
[01:38:11--01:38:13] 对于做自动驾驶的公司
[01:38:13--01:38:16] 和这个同学们来说呢
[01:38:16--01:38:19] 就是已经有一个100年的汽车产业
[01:38:19--01:38:21] 是幸运也是不幸
[01:38:21--01:38:22] 幸运是说
[01:38:22--01:38:26] 他的客户和商业化的路径极其明确
[01:38:26--01:38:29] 这个客户就是全球可能20个车企
[01:38:29--01:38:30] 20来个车企
[01:38:30--01:38:33] 就是我们要去把产品做成方案
[01:38:33--01:38:35] 卖给这些车企
[01:38:35--01:38:36] 那么不幸
[01:38:36--01:38:38] 我觉得也在这儿
[01:38:38--01:38:39] 不幸就是说
[01:38:39--01:38:41] 因为中间隔了一道车企
[01:38:41--01:38:42] 所以这个车企
[01:38:42--01:38:44] 这个车企才是跟你的中端的使用者
[01:38:44--01:38:46] 直接打交道的
[01:38:46--01:38:47] 所以你的数据闭环构建
[01:38:47--01:38:49] 其实并不是那么的通畅
[01:38:49--01:38:50] 不是说完全没有
[01:38:50--01:38:51] 而是不那么通畅
[01:38:51--01:38:54] 至少在早期不通畅
[01:38:54--01:38:56] 那么同时呢
[01:38:56--01:38:59] 这个因为你是做一个软件
[01:38:59--01:39:02] 软件和这个系统层
[01:39:02--01:39:06] 所以其实你对于这个车是怎么回事
[01:39:06--01:39:07] 你没有把控力
[01:39:07--01:39:08] 然后呢
[01:39:08--01:39:10] 又因为这个软件其实和这个车
[01:39:10--01:39:12] 最终这个体验是整合在一起的
[01:39:12--01:39:15] 所以最终你给客户交付的这个体验
[01:39:15--01:39:17] 有可能是打折扣的
[01:39:17--01:39:19] 所以我觉得这就是他的不幸
[01:39:19--01:39:21] 那回到巨神智能
[01:39:21--01:39:23] 这个也是矛盾统一的
[01:39:23--01:39:24] 对立的
[01:39:24--01:39:26] 幸运和不幸也都在这儿
[01:39:26--01:39:27] 不幸就是说
[01:39:27--01:39:28] 没载体验
[01:39:28--01:39:30] 你想把这个事做好做成
[01:39:30--01:39:32] 你就得自己做代替
[01:39:32--01:39:34] 你就得你要克服你这个不熟识
[01:39:34--01:39:35] 你要去学
[01:39:35--01:39:36] 你要去搞
[01:39:36--01:39:37] 幸运也在这儿
[01:39:37--01:39:38] 幸运就是说
[01:39:38--01:39:40] 当你把这一步真正做完了之后
[01:39:40--01:39:42] 那你发现机会特别多
[01:39:42--01:39:43] 然后呢
[01:39:43--01:39:44] 下游那么多个行业
[01:39:44--01:39:45] 千行万业
[01:39:45--01:39:46] 对吧
[01:39:46--01:39:47] 都可以搞
[01:39:47--01:39:48] 都可以做
[01:39:48--01:39:50] 所以它是一个更广阔的一个市场和空间
[01:39:50--01:39:51] 所以我觉得
[01:39:51--01:39:55] 这就是我们看到的幸运和不幸
[01:39:55--01:39:56] 对于我们来说呢
[01:39:56--01:39:57] 我们也没别的选择
[01:39:57--01:39:58] 我们必须做
[01:39:58--01:40:00] 必须得把整机做好
[01:40:00--01:40:03] 就相当于汽车产业退回了100多年前
[01:40:05--01:40:07] 汽车产业退回100多年前
[01:40:07--01:40:08] 100多年前
[01:40:08--01:40:10] 企业这个还有智能技术
[01:40:10--01:40:12] 所以我觉得这两件事同时去做
[01:40:12--01:40:13] 所以其实到今天
[01:40:13--01:40:15] 你看我们的团队
[01:40:15--01:40:16] 我们的组织也是
[01:40:16--01:40:19] 有这个就是人才密度比较高的
[01:40:19--01:40:21] 这种智能的这种团队
[01:40:21--01:40:25] 也有就是流程体系更强一些的
[01:40:25--01:40:26] 要求更强一些的
[01:40:26--01:40:27] 对吧
[01:40:27--01:40:30] 这个整机和供应链团队
[01:40:30--01:40:33] 到23年底你们做到什么程度了
[01:40:33--01:40:35] 应该还是啥也没有的状态
[01:40:35--01:40:36] 还是啥也没有的状态
[01:40:36--01:40:38] 到23年底应该就是
[01:40:38--01:40:41] 其实我们就是刚把第一轮融资做完
[01:40:41--01:40:42] 然后第二轮融资
[01:40:42--01:40:43] 其实是24年年初
[01:40:43--01:40:44] 12月份
[01:40:44--01:40:45] 我记得是春节之前
[01:40:45--01:40:46] 你说是那个佳伦吗
[01:40:46--01:40:47] 对佳伦
[01:40:47--01:40:48] 西方那一轮
[01:40:48--01:40:49] 对
[01:40:49--01:40:50] 所以基本上
[01:40:50--01:40:51] 我们做整机和供应链这些工作
[01:40:51--01:40:53] 都是24年这一年做完了
[01:40:53--01:40:55] 所以24年的主题是整机和供应链
[01:40:55--01:40:56] 没错
[01:40:56--01:40:57] 一是补课
[01:40:57--01:40:58] 补课
[01:40:58--01:40:59] 然后呢
[01:40:59--01:41:00] 一是补课
[01:41:00--01:41:01] 二是呢
[01:41:01--01:41:02] 我觉得为我们25年
[01:41:02--01:41:04] 建立在开发者市场里面的
[01:41:04--01:41:06] 可能一点优势
[01:41:06--01:41:08] 然后进入这个市场做准备
[01:41:08--01:41:10] 为什么你们不做人心机器人
[01:41:10--01:41:12] 你们在构型上是怎么想的
[01:41:12--01:41:13] 对
[01:41:13--01:41:15] 你们其实选择一个折中方案
[01:41:15--01:41:18] 我觉得我不会把它称为折中方案
[01:41:18--01:41:19] 我会把它
[01:41:19--01:41:20] 我们最早提一个理念
[01:41:20--01:41:22] 就是说首先我们做巨声智能
[01:41:22--01:41:23] 然后呢
[01:41:23--01:41:25] 我们的切入点是要做操作
[01:41:25--01:41:26] 我们还是想做操作
[01:41:26--01:41:27] 操作智能
[01:41:27--01:41:30] 那我们做操作智能的话
[01:41:30--01:41:31] 我就得去想
[01:41:31--01:41:33] 这个操作这样的智能
[01:41:33--01:41:34] 需要什么样的本体
[01:41:34--01:41:37] 当时我们想要叫智能定义本体
[01:41:37--01:41:39] 就是从智能的需求出发
[01:41:39--01:41:40] 去看本体应该怎么做
[01:41:40--01:41:42] 或者说数据定义本体吧
[01:41:42--01:41:43] 你怎么能够收数据
[01:41:43--01:41:44] 嗯
[01:41:44--01:41:45] 也可以这么讲
[01:41:45--01:41:46] 但是
[01:41:46--01:41:48] 因为我说智能是最终的目的
[01:41:48--01:41:49] 数据是当中的一个
[01:41:49--01:41:50] 手段
[01:41:50--01:41:51] 对
[01:41:51--01:41:52] 所以说智能定义本体
[01:41:52--01:41:53] 所以呢
[01:41:53--01:41:54] 我们就想
[01:41:54--01:41:55] 就是说我就为了做操作
[01:41:55--01:41:56] 那双臂肯定是重点
[01:41:56--01:41:57] 嗯
[01:41:57--01:41:58] 对吧
[01:41:58--01:41:59] 双臂是重点之后呢
[01:41:59--01:42:01] 那其实这个下职啊
[01:42:01--01:42:03] 是双足的
[01:42:03--01:42:05] 反而给我的智能的演进
[01:42:05--01:42:06] 和算法的研发
[01:42:06--01:42:07] 带来了困难
[01:42:07--01:42:08] 啊
[01:42:08--01:42:09] 因为这个
[01:42:09--01:42:10] 其实到今天为止啊
[01:42:10--01:42:11] 这个问题也没有解决
[01:42:11--01:42:12] 就是双足的运动控制
[01:42:12--01:42:13] 和双臂的智能操作
[01:42:13--01:42:14] 同时解决
[01:42:14--01:42:15] 这叫local manipulation
[01:42:15--01:42:16] 这事也没解决
