[00:00:02--00:00:04] 就在京都在鸭川边上
[01:58:25--01:58:26] 我见过好几个
[01:58:26--01:58:28] 做AI陪伴的创业者
[01:58:28--01:58:29] 你觉得你跟他们思路
[01:58:29--01:58:31] 有本质的不同吗
[01:58:31--01:58:32] 我是做内容的
[01:58:32--01:58:33] 大家是做互联网的
[01:58:33--01:58:35] 最本质就是这个
[01:58:35--01:58:39] 今天的所有AI陪伴产品
[01:58:39--01:58:41] 所有互联网产品
[01:58:41--01:58:42] 都是平台产品
[01:58:42--01:58:44] 用户UGC自己捏个人
[01:58:44--01:58:45] 当然也可以找一些
[01:58:45--01:58:46] 所谓的创作者
[01:58:46--01:58:47] 生态化的创作者
[01:58:47--01:58:49] 来在平台上创作一些人
[01:58:49--01:58:50] 让一些人去跟他们聊
[01:58:50--01:58:51] 去跟他们消费
[01:58:51--01:58:52] 这都是平台化的
[01:58:52--01:58:54] 但我们做的就是纯内容
[01:58:54--01:58:56] 我们来定义这个内容
[01:58:56--01:58:58] 听起来平台化是更大的事
[01:58:58--01:59:00] 你不相信这个
[01:59:00--01:59:01] 是这样的
[01:59:01--01:59:02] 第一平台肯定是一个
[01:59:02--01:59:03] 更好的生意
[01:59:03--01:59:05] 这点确实是这样的
[01:59:05--01:59:07] 但你仔细想一想
[01:59:07--01:59:09] 至少中国过去几年
[01:59:09--01:59:11] 冒出来的很多好公司
[01:59:11--01:59:12] 都是内容性的公司
[01:59:12--01:59:14] 比如说游戏公司里面
[01:59:14--01:59:15] 蝶子
[01:59:15--01:59:16] 比如说内容公司里面
[01:59:16--01:59:17] 比如说饺子动画
[01:59:17--01:59:18] 黑猴
[01:59:18--01:59:20] 游戏科学
[01:59:20--01:59:23] 甚至泡沫马特
[01:59:23--01:59:24] 泡沫马特
[01:59:24--01:59:25] 它是一个平台
[01:59:25--01:59:26] 我觉得泡沫马特
[01:59:26--01:59:27] 本质还是内容公司
[01:59:27--01:59:29] 虽然它是用平台的方式
[01:59:29--01:59:30] 来做内容
[01:59:30--01:59:31] 但它跟内容的绑定度
[01:59:31--01:59:33] 是很深的
[01:59:33--01:59:34] 它跟内容的绑定度
[01:59:34--01:59:35] 是很高的
[01:59:35--01:59:36] 就像是千IP
[01:59:36--01:59:37] 聚集成一个平台
[01:59:37--01:59:38] 没有这么简单
[01:59:38--01:59:41] 它不是那种批量式的方法
[01:59:41--01:59:43] 它对于每一个IP的深度
[01:59:43--01:59:45] 和打造是非常深的
[01:59:45--01:59:47] 它是站在打造内容的方式
[01:59:47--01:59:48] 去做这个事
[01:59:48--01:59:49] 它是跟创作者
[01:59:49--01:59:50] 一起打造这个IP
[01:59:50--01:59:51] 它不是说
[01:59:51--01:59:52] 你做这个IP
[01:59:52--01:59:53] 我给你提供工具
[01:59:53--01:59:54] 或者一个所谓的平台
[01:59:54--01:59:55] 赋能你
[01:59:55--01:59:56] 你就能够做出来
[01:59:56--01:59:57] 我不用干什么
[01:59:57--01:59:58] 最后收割就完了
[01:59:58--01:59:59] 这意味着什么
[01:59:59--02:00:01] 从平台性的公司
[02:00:01--02:00:02] 像现在诞生的
[02:00:02--02:00:03] 很多好公司
[02:00:03--02:00:04] 都是内容性的公司
[02:00:04--02:00:05] 你觉得这个意味着什么
[02:00:05--02:00:07] 我觉得背后有两个原因
[02:00:07--02:00:08] 第一个原因就是
[02:00:08--02:00:09] 平台性的东西
[02:00:09--02:00:11] 至少在整个互联网的
[02:00:11--02:00:12] 20年周期里
[02:00:12--02:00:13] 做完了
[02:00:13--02:00:14] 不说做完了
[02:00:14--02:00:16] 就算能产生新的平台
[02:00:16--02:00:17] 原有的玩家
[02:00:17--02:00:18] 在新平台的构建上
[02:00:18--02:00:19] 有绝对的优势
[02:00:19--02:00:20] 你比如说
[02:00:20--02:00:21] 你要严格来讲
[02:00:21--02:00:22] 这几年也会有
[02:00:22--02:00:23] 新平台产品出现
[02:00:23--02:00:24] 比如说红果软具
[02:00:24--02:00:25] 比如说番茄小说
[02:00:25--02:00:27] 都是平台性的产品
[02:00:27--02:00:29] 为什么它是字节作用的
[02:00:29--02:00:30] 它不是第一个做的
[02:00:30--02:00:31] 因为只要你
[02:00:31--02:00:32] 还是平台性的产品
[02:00:32--02:00:33] 你还是脱离不开
[02:00:33--02:00:34] 字节三件头
[02:00:35--02:00:36] 你离不开那几个东西
[02:00:36--02:00:37] 推荐算法
[02:00:37--02:00:38] 用户增长
[02:00:38--02:00:40] 商业化闭环
[02:00:40--02:00:41] 就是这三件套
[02:00:41--02:00:42] 你是绝对逃不开的
[02:00:42--02:00:43] 也就是说
[02:00:43--02:00:44] 你在用上一代霸主的方式
[02:00:44--02:00:45] 跟上一代霸主打仗
[02:00:45--02:00:46] 这是第一个问题
[02:00:46--02:00:47] 平台生意本身的
[02:00:47--02:00:49] 所依赖的核心能力
[02:00:49--02:00:50] 再没有
[02:00:50--02:00:51] 也许AI时代
[02:00:51--02:00:52] 会产生新平台
[02:00:52--02:00:53] 不知道
[02:00:53--02:00:54] 这个有很多东西
[02:00:54--02:00:55] 是不确定性的
[02:00:55--02:00:56] 但当没有这个
[02:00:56--02:00:57] 新的生产要素的时候
[02:00:57--02:00:58] 你用的都是老玩家
[02:00:58--02:00:59] 核心霸主
[02:00:59--02:01:00] 已经非常成熟的生产要素
[02:01:00--02:01:01] 这是第一个问题
[02:01:01--02:01:02] 第二个问题
[02:01:02--02:01:04] 它已经非常过剩的时候
[02:01:04--02:01:05] 比如说
[02:01:05--02:01:06] 内容平台吧
[02:01:06--02:01:07] 今天
[02:01:07--02:01:08] 大家有很多选择
[02:01:08--02:01:10] 好内容是非常稀缺的
[02:01:10--02:01:12] 好内容变得稀缺起来
[02:01:12--02:01:13] 你很难想象饺子动画
[02:01:13--02:01:15] 需要去买流量
[02:01:15--02:01:16] 买KOL
[02:01:16--02:01:17] 不行
[02:01:17--02:01:19] 因为今天用户的自发传播
[02:01:19--02:01:21] 当你真的是个好东西的时候
[02:01:21--02:01:23] 用户为你传播的渠道
[02:01:23--02:01:24] 是绝对长通的
[02:01:24--02:01:25] 大家经常
[02:01:25--02:01:26] 在移动互联网时代
[02:01:26--02:01:27] 大家经常讲一个词
[02:01:27--02:01:28] 叫流量红利
[02:01:28--02:01:29] 流量红利
[02:01:29--02:01:30] 因为设备数在不停的增长
[02:01:30--02:01:32] 自然带来更多的新用户
[02:01:32--02:01:33] 但实际上
[02:01:33--02:01:35] 今天是有另外一种流量红利的
[02:01:35--02:01:37] 你今天如果做对了一件事情
[02:01:37--02:01:38] 比如manus
[02:01:38--02:01:39] 很典型
[02:01:39--02:01:40] 你做对了一件事情
[02:01:40--02:01:42] 你的传播是没有任何的
[02:01:42--02:01:45] 需要等待设备普及这件事情
[02:01:45--02:01:47] 所有人手一个社交媒体
[02:01:47--02:01:49] 所以好的内容
[02:01:49--02:01:51] 它的渠道被最大化
[02:01:51--02:01:52] 所以过去这几年
[02:01:52--02:01:54] 出现很多以好内容立身的
[02:01:54--02:01:56] 或者用内容思维做事情的公司
[02:01:56--02:01:58] 可能没有那么偶然
[02:01:58--02:01:59] 反过来说
[02:01:59--02:02:00] 用平台化思维方式
[02:02:00--02:02:02] 做事情的公司
[02:02:02--02:02:04] 我不知道有谁冒出来了
[02:02:04--02:02:05] 我们不是很清楚
[02:02:05--02:02:07] AI时代可能有一些变化
[02:02:07--02:02:09] 我们刚才聊到
[02:02:09--02:02:10] 你觉得上一个五年
[02:02:10--02:02:12] 出来了很多内容的公司
[02:02:12--02:02:13] 那你觉得下一个五年
[02:02:13--02:02:14] 面向未来的五年看
[02:02:14--02:02:17] 你觉得会是什么样的公司的机会
[02:02:17--02:02:20] 未来五年的话肯定是
[02:02:20--02:02:23] AI为基础的公司的机会
[02:02:23--02:02:25] 然后我觉得会出来很多类型
[02:02:25--02:02:27] 但其中
[02:02:27--02:02:29] 我自己能慢慢看懂的
[02:02:29--02:02:30] 或者说我现在非常相信的
[02:02:30--02:02:31] 就是agent的这里
[02:02:31--02:02:33] 已经会出一些好公司的
[02:02:33--02:02:34] 为什么呢
[02:02:34--02:02:35] 就是说
[02:02:35--02:02:36] 其实首先这个事
[02:02:36--02:02:37] 其实行业也蛮共识的
[02:02:37--02:02:38] 对吧
[02:02:38--02:02:40] 去25年一整年
[02:02:40--02:02:42] 不管是投资也好
[02:02:42--02:02:43] 好的产品也好
[02:02:43--02:02:46] 都在往agent的这个事上做
[02:02:46--02:02:47] 不管你是通用的agent也好
[02:02:47--02:02:49] 还是说锤类的agent
[02:02:49--02:02:52] 或者甚至一些深入到行业里的
[02:02:52--02:02:53] 有高度行业壁垒的
[02:02:53--02:02:55] 比如什么Harvey这些公司
[02:02:55--02:02:56] 对吧
[02:02:56--02:02:57] 大家都在做agent
[02:02:57--02:02:58] 这个本身是个共识
[02:02:58--02:02:59] 还有一个比较重要的原因
[02:02:59--02:03:00] 是我觉得agent的这个事
[02:03:00--02:03:03] 确实带来了一些范式变化
[02:03:03--02:03:04] 我出来之后
[02:03:04--02:03:06] 探索的这些产品当中
[02:03:06--02:03:07] 我一直也想回答一个问题
[02:03:07--02:03:08] 就是大家都觉得
[02:03:08--02:03:10] 我身边有一些普通人
[02:03:10--02:03:11] 就跟我聊天的时候
[02:03:11--02:03:12] 就确实有一些
[02:03:12--02:03:14] 不太在AI圈子里的人
[02:03:14--02:03:15] 每次跟我吃饭都会说
[02:03:15--02:03:17] 现在觉得AI好火
[02:03:17--02:03:18] 然后就特别牛
[02:03:18--02:03:19] 但到底给我们
[02:03:19--02:03:21] 有没有什么实质性的变化
[02:03:21--02:03:22] 他们没有感觉到
[02:03:22--02:03:23] 特别实质性的变化
[02:03:23--02:03:24] 就可能最多很多人
[02:03:24--02:03:26] 就是用了个斗包
[02:03:26--02:03:27] 所以我一直想回答这个问题
[02:03:27--02:03:28] 就是到底
[02:03:28--02:03:29] 对于一个
[02:03:29--02:03:31] 对于一个普通人
[02:03:31--02:03:32] 对吧
[02:03:32--02:03:33] 我到底能够带来一个
[02:03:33--02:03:34] 什么比较实质性的改变
[02:03:34--02:03:35] 其实你看
[02:03:35--02:03:36] 我当时做这个第一
[02:03:36--02:03:40] 做一开始做这个信息的分发
[02:03:40--02:03:42] 就是聚合的这个事的时候
[02:03:42--02:03:43] 其实当时想法是
[02:03:43--02:03:44] OK
[02:03:44--02:03:47] AI已经证明了一个范式迁移
[02:03:47--02:03:49] 是说用户在AI chatbot里面
[02:03:49--02:03:52] 通过AI搜索这个方式
[02:03:52--02:03:54] 从找链接变成找答码
[02:03:54--02:03:55] 这算是一个叫范式迁移
[02:03:55--02:03:57] 这个确实是个范式迁移
[02:03:57--02:03:58] 当时我是想
[02:03:58--02:03:59] 在信息分析中
[02:03:59--02:04:00] 这个方法里还
[02:04:00--02:04:02] 是不是还有别的范式迁移
[02:04:02--02:04:03] 当时的猜想
[02:04:03--02:04:04] 相当于是说
[02:04:04--02:04:05] 我猜这个
[02:04:05--02:04:06] 用户会从看内容
[02:04:06--02:04:08] 变成看原子信息
[02:04:08--02:04:09] 就是原来大家看的
[02:04:09--02:04:10] 不管怎么样
[02:04:10--02:04:11] 它是以内容
[02:04:11--02:04:12] 一篇文章
[02:04:12--02:04:13] 一个视频
[02:04:13--02:04:14] 以内容为维度的
[02:04:14--02:04:15] 但是其实AI完全有能力
[02:04:15--02:04:17] 把这个事拆解成一堆原子信息
[02:04:17--02:04:18] 再重新重组
[02:04:18--02:04:20] 给你最好的方式重组
[02:04:20--02:04:21] 当时就猜
[02:04:21--02:04:22] 就这样一个能力的
[02:04:22--02:04:24] 一个比较实质性的变化
[02:04:24--02:04:25] 当然我觉得最后
[02:04:25--02:04:26] 也肯定有很多问题
[02:04:26--02:04:27] 后来做播客
[02:04:27--02:04:28] 也是有一些
[02:04:28--02:04:29] 所谓实质性变化
[02:04:29--02:04:30] 的猜想
[02:04:30--02:04:34] 就是可能语音会带来新交互
[02:04:34--02:04:35] 然后新交互会使用户
[02:04:35--02:04:36] 原来在一些
[02:04:36--02:04:37] 本来原来交互
[02:04:37--02:04:38] 不太能操作的地方
[02:04:38--02:04:40] 能够做出一些新的事来
[02:04:40--02:04:42] 但最后的摸索当中
[02:04:42--02:04:43] 我觉得
[02:04:43--02:04:45] 反正也遇到了一些问题
[02:04:45--02:04:47] 但Agent这个事
[02:04:47--02:04:48] 我现在觉得
[02:04:48--02:04:50] 能够看到一些非常清晰的
[02:04:50--02:04:51] 甚至于是
[02:04:51--02:04:53] 就用常识就可以判断的
[02:04:53--02:04:54] 变化
[02:04:54--02:04:55] 就是很多人
[02:04:55--02:04:56] 大家都在说Agent
[02:04:56--02:04:57] 就是自动化
[02:04:57--02:04:58] 其实大家今天讲的故事
[02:04:58--02:04:59] 包括你现在
[02:04:59--02:05:01] 你看大家一提到Agent
[02:05:01--02:05:02] 就是说可以能够替你
[02:05:02--02:05:03] 做多少事情
[02:05:03--02:05:05] 然后甚至很多人还在担心
[02:05:05--02:05:06] 因为有Agent的存在
[02:05:06--02:05:07] 然后裁员
[02:05:07--02:05:09] 然后降本等等这些
[02:05:09--02:05:11] 所以它已经明确体现出了
[02:05:11--02:05:12] 一个价值
[02:05:12--02:05:13] 就是说这个价值
[02:05:13--02:05:14] 就是替代人工
[02:05:14--02:05:15] 对吧
[02:05:15--02:05:16] 就这个部分
[02:05:16--02:05:17] 基本大家是比较共识的
[02:05:17--02:05:18] 所以这部分
[02:05:18--02:05:19] 替代人工这个角度
[02:05:19--02:05:20] 一定会出一些好公司
[02:05:20--02:05:21] 一定会出一些好公司
[02:05:21--02:05:22] 就是Agent的公司
[02:05:22--02:05:23] 来实现这个事情
[02:05:23--02:05:24] 而我自己在这里面
[02:05:24--02:05:26] 又觉得还有另外一个角度
[02:05:26--02:05:27] 也很好
[02:05:27--02:05:28] 通过Agent
[02:05:28--02:05:29] 让你做到一些
[02:05:29--02:05:30] 更好的事情
[02:05:30--02:05:32] 其实Web Coding这个范式
[02:05:32--02:05:33] 就很典型
[02:05:33--02:05:34] 对吧
[02:05:34--02:05:35] 你本来你完全不会Coding的人
[02:05:35--02:05:36] 用了Web Coding
[02:05:36--02:05:37] 或者现在大家一般
[02:05:37--02:05:38] 也叫Coding Agent
[02:05:38--02:05:39] 对吧
[02:05:39--02:05:40] Cursor叫Coding Agent
[02:05:40--02:05:41] 你就用Lavable
[02:05:41--02:05:42] 这种Coding Agent
[02:05:42--02:05:43] 你就可以真的
[02:05:43--02:05:44] Coding出东西了
[02:05:44--02:05:45] 这就是做到
[02:05:45--02:05:46] 你做不到的事情
[02:05:46--02:05:48] 然后AI生图
[02:05:48--02:05:49] AI生视频
[02:05:49--02:05:51] 大家现在
[02:05:51--02:05:54] 你可以叫它图像Agent
[02:05:54--02:05:57] 或者叫它多模态Agent
[02:05:57--02:05:58] 你也可以叫它
[02:05:58--02:05:59] 就是AI生图
[02:05:59--02:06:00] AI生图产品
[02:06:00--02:06:01] 这无所谓
[02:06:01--02:06:02] AI生图工具
[02:06:02--02:06:03] 不管它怎么样
[02:06:03--02:06:04] 但它确实也符合一个范式
[02:06:04--02:06:05] 就是OK
[02:06:05--02:06:06] 让你确实做到了一些
[02:06:06--02:06:07] 本来你完全做不到的事情
[02:06:07--02:06:08] 所以这个事情
[02:06:08--02:06:09] 我觉得它的价值
[02:06:09--02:06:10] 是不言自明的
[02:06:10--02:06:11] 不言自明的
[02:06:11--02:06:12] 所以
[02:06:12--02:06:14] 而Agent这个范式
[02:06:14--02:06:17] 和纯粹的一个模型相比
[02:06:17--02:06:18] 它的好处
[02:06:18--02:06:19] 实际上是让这个模型
[02:06:19--02:06:22] 在原来模型本身能做到的
[02:06:22--02:06:24] 让你做不到的事情以外
[02:06:24--02:06:26] 还可以通过调用外部工具
[02:06:26--02:06:28] 让你做到更多做不到的事情
[02:06:28--02:06:30] 就是我对这个的一个基本判断
[02:06:30--02:06:31] 就是说
[02:06:31--02:06:33] 因为要么你帮用户去
[02:06:33--02:06:34] 节省大量的时间
[02:06:34--02:06:36] 或者要裁掉大量的人工都可以
[02:06:36--02:06:37] 这是从效率的层面上
[02:06:37--02:06:39] 要么从能力突破的层面上
[02:06:39--02:06:41] 你让很多人做到了
[02:06:41--02:06:42] 本来做不到的事情
[02:06:42--02:06:44] 这个都符合Agent的范式
[02:06:44--02:06:45] 所以我觉得Agent
[02:06:45--02:06:47] 肯定会出去好公司
[02:06:47--02:06:48] 你看25年
[02:06:48--02:06:50] 大家说是Agent的元年
[02:06:50--02:06:51] 这25年刚刚过去
[02:06:51--02:06:53] Minus就已经卖给了Meta
[02:06:53--02:06:54] 你怎么看
[02:06:56--02:06:57] 首先我觉得
[02:06:57--02:06:59] Minus确实做得非常好
[02:06:59--02:07:01] 我个人非常喜欢Minus这个产品
[02:07:01--02:07:02] 但坦白说
[02:07:02--02:07:03] Minus刚出来的时候
[02:07:03--02:07:04] 我是完全用不起来的
[02:07:04--02:07:06] 我第一时间就找小红
[02:07:06--02:07:07] 要了个邀请码
[02:07:07--02:07:08] 那天就用了
[02:07:08--02:07:10] 然后我跑了一个特别简单的任务
[02:07:10--02:07:13] 我就说你跟我团队做一个团建的规划
[02:07:13--02:07:14] 然后跑了
[02:07:14--02:07:15] 我印象特别深
[02:07:15--02:07:16] 跑了可能三四十分钟
[02:07:16--02:07:18] 然后最后出来了一个文档
[02:07:18--02:07:21] 但是基本上第一步他就搞错了
[02:07:21--02:07:27] 我想让他给我安排一个出北京的旅行
[02:07:27--02:07:31] 但他最后就给我搞了一个在北京内的一个竞交的一个东西
[02:07:31--02:07:33] 但是我觉得后来
[02:07:33--02:07:35] 当我把这个范式有点看明白了之后
[02:07:35--02:07:40] 我觉得Agent这个范式如果足够好的话
[02:07:40--02:07:44] Minus肯定是能代表这个范式一个公司
[02:07:44--02:07:47] 而且我觉得到即使到了今天为止
[02:07:47--02:07:49] Minus也是最能代表
[02:07:49--02:07:51] 替你完成一件事
[02:07:51--02:07:53] 节省你的时间
[02:07:53--02:07:56] 然后让你不用去做你本来不擅长
[02:07:56--02:07:57] 或者不想干的事情
[02:07:57--02:07:59] 这个范式做的最好的什么
[02:07:59--02:08:02] 其实你也找不出第二家比他做的更好
[02:08:02--02:08:07] 所以我觉得当然这确实是一个比硅谷更硅谷的故事
[02:08:07--02:08:10] 就是中国从来没有出现过一个
[02:08:10--02:08:13] 一年然后就这么成功
[02:08:13--02:08:15] 然后就我觉得可能都不知道神话了
[02:08:15--02:08:16] 就是童话了
[02:08:16--02:08:19] 这已经是童话级的故事
[02:08:19--02:08:20] 很硅谷对吧
[02:08:20--02:08:21] 然后但我觉得反过来说
[02:08:21--02:08:26] 我觉得Meta在这件事情上也还做的挺聪明了
