[00:00:04--00:00:06] Hello 大家好,我是小骏
[00:00:06--00:00:10] 春节前后,一款AI Native的产品Elise
[00:00:10--00:00:12] 引起了小圈层人的关注
[01:09:27--01:09:28] 是一个睿评
[01:09:28--01:09:29] 就很好玩
[01:09:29--01:09:31] 还有一些人会再去看小红书
[01:09:31--01:09:32] 下面那些评论
[01:09:32--01:09:33] 他会觉得
[01:09:33--01:09:34] 这些都是AI评
[01:09:34--01:09:36] 那应该是真人评的
[01:09:36--01:09:37] 他会觉得这是AI评
[01:09:37--01:09:38] 然后他会觉得
[01:09:38--01:09:39] 摄影棚的评论他觉得不如AI
[01:09:39--01:09:40] 也是种幻觉
[01:09:40--01:09:42] 也是分身综合症的一部分
[01:09:42--01:09:43] 你这么说
[01:09:43--01:09:44] 我突然想到一个问题
[01:09:44--01:09:46] 就是像比如说
[01:09:46--01:09:47] 以前在互联网时代
[01:09:47--01:09:49] 你做一个dating app
[01:09:49--01:09:50] 对于它来说
[01:09:50--01:09:51] 一个非常重要的共情策
[01:09:51--01:09:53] 就是要女生多
[01:09:53--01:09:54] 这样男生才会上来
[01:09:54--01:09:55] 对
[01:09:55--01:09:56] 然后互联网时代
[01:09:56--01:09:58] 做一个社交职场社交app
[01:09:58--01:09:59] 就需要上面老板多
[01:09:59--01:10:01] 这样其他人才会上来
[01:10:01--01:10:03] 那对于你们这个产品来说
[01:10:03--01:10:04] 轮起的那一波重要的人
[01:10:04--01:10:05] 你觉得是谁呀
[01:10:05--01:10:08] 就什么是能够撬动其他人进来的
[01:10:08--01:10:09] 那一波很重要的人
[01:10:09--01:10:10] 对
[01:10:10--01:10:13] 我觉得比如说美女的照片
[01:10:13--01:10:15] 让更多的人进来
[01:10:15--01:10:18] 是一种比较低微的东西
[01:10:18--01:10:20] 因为照片是你一眼就能看到的
[01:10:20--01:10:22] 那过去包括探探的滑动逻辑
[01:10:22--01:10:23] 也是我只看脸
[01:10:23--01:10:24] 对吧
[01:10:24--01:10:25] 这种方法
[01:10:25--01:10:27] 其实的确会吸引人短暂的
[01:10:27--01:10:28] 多巴胺的冲动
[01:10:28--01:10:29] 我觉得它对长流
[01:10:29--01:10:30] 并没有什么作用
[01:10:30--01:10:32] 它也不会沉淀下来什么东西
[01:10:32--01:10:33] 所以我觉得
[01:10:33--01:10:34] 在刚开始上来的时候
[01:10:34--01:10:36] 这里面确实大家说斑味很重
[01:10:36--01:10:37] 那确实斑味重
[01:10:37--01:10:38] 因为大家发的都是一些什么
[01:10:38--01:10:39] 对AI的一些思考
[01:10:39--01:10:40] 对AI的一些思考
[01:10:40--01:10:41] 对一个新闻的什么评论
[01:10:41--01:10:42] 对一个什么东西
[01:10:42--01:10:43] 但我觉得也还好
[01:10:43--01:10:44] 我觉得其实没有问题
[01:10:44--01:10:45] 就是这些东西
[01:10:45--01:10:47] 其实是能沉淀下来
[01:10:47--01:10:48] 你更多的
[01:10:48--01:10:50] 我们说构建你主体性的东西
[01:10:50--01:10:51] 你到你的思考
[01:10:51--01:10:52] 你的认知
[01:10:52--01:10:53] 我觉得是能沉淀下来
[01:10:53--01:10:54] 它比那些照片要好
[01:10:54--01:10:55] 当然
[01:10:55--01:10:56] 也有很多人发照片
[01:10:56--01:10:57] 然后也有很多人
[01:10:57--01:10:59] 给自己分身设计的目标
[01:10:59--01:11:00] 就是你要去尽可能
[01:11:00--01:11:02] 到更多的漂亮女生的下面
[01:11:02--01:11:03] 去评论
[01:11:03--01:11:05] 去表达自己的善意
[01:11:05--01:11:06] 给对方提供情绪价值
[01:11:06--01:11:07] 从而建立连接
[01:11:07--01:11:08] 对吧
[01:11:08--01:11:09] 有很多这样的人
[01:11:09--01:11:10] 也没有问题
[01:11:10--01:11:11] 对我觉得它是一个
[01:11:11--01:11:12] 更多元的
[01:11:12--01:11:13] 它肯定不会是
[01:11:13--01:11:14] 传统的社交链
[01:11:14--01:11:16] 说我一定要进来一帮美女
[01:11:16--01:11:17] 每天发照片
[01:11:17--01:11:18] 那个东西没有价值
[01:11:18--01:11:20] 它也沉淀不下来的东西
[01:11:20--01:11:21] TikTok做起来
[01:11:21--01:11:23] 最开始其实也是这个逻辑
[01:11:23--01:11:24] 你说有很多美女
[01:11:24--01:11:25] 过来跳舞对吧
[01:11:25--01:11:27] 当然它肯定是有效应
[01:11:27--01:11:28] 我并没有否认
[01:11:28--01:11:29] 这个事情的价值吧
[01:11:29--01:11:30] 嗯
[01:11:30--01:11:31] 你觉得今天的社交产品
[01:11:31--01:11:33] 还值得重新做一遍吗
[01:11:33--01:11:35] 从互联网时代到AI时代
[01:11:35--01:11:36] 我觉得非常值得
[01:11:36--01:11:37] 重新做一遍
[01:11:37--01:11:38] 你会发现很多年
[01:11:38--01:11:39] 没有实现新的社交产品了
[01:11:39--01:11:40] 对啊
[01:11:40--01:11:41] 我觉得大家已经不想
[01:11:41--01:11:42] 做这个梦了
[01:11:42--01:11:43] 对
[01:11:43--01:11:44] 其实也就元宇宙
[01:11:44--01:11:45] 那个时候出来几个
[01:11:45--01:11:46] 可能做一些视觉化的东西
[01:11:46--01:11:48] 看起来好像挺有意思的
[01:11:48--01:11:49] 但它其实本身
[01:11:49--01:11:51] 并没有任何底层的范式变化
[01:11:51--01:11:53] 但是AI这一波
[01:11:53--01:11:54] 我认为是有
[01:11:54--01:11:55] 真正底层的范式变化的
[01:11:55--01:11:56] 就像伊丽丝
[01:11:56--01:11:57] 我们之后去做它
[01:11:57--01:11:58] 就是因为看到了
[01:11:58--01:12:00] 它是一个范式变化级别的
[01:12:00--01:12:01] 重新重构
[01:12:01--01:12:04] 这个社交网络的一个新范式
[01:12:04--01:12:05] 所以我认为
[01:12:05--01:12:07] 社交是值得被重做的
[01:12:07--01:12:08] 原因是因为
[01:12:08--01:12:10] 它需要被AI去驱动
[01:12:10--01:12:12] 它需要由AI来去负责
[01:12:12--01:12:15] 做整个网络里面的
[01:12:15--01:12:16] 节点之间连接的
[01:12:16--01:12:18] 一个最大的商增的商景
[01:12:18--01:12:20] AI要负责把那些商增
[01:12:20--01:12:21] 全部都抹除掉
[01:12:21--01:12:23] 然后把一个更低伤的世界
[01:12:23--01:12:24] 留给人类
[01:12:24--01:12:26] 我觉得这个范式是
[01:12:26--01:12:28] 值得出一个全新的
[01:12:28--01:12:29] 社交产品
[01:12:29--01:12:30] 如果微信今天
[01:12:30--01:12:32] 基于它现有的这个产品
[01:12:32--01:12:34] 它增加一些AI的属性
[01:12:34--01:12:35] 比如说它会更多的
[01:12:35--01:12:36] 跟我聊天
[01:12:36--01:12:37] 然后它来收集我的
[01:12:37--01:12:39] 用户数据
[01:12:39--01:12:40] 我觉得
[01:12:40--01:12:41] 我觉得它肯定会有
[01:12:41--01:12:42] 更高的信赖度
[01:12:42--01:12:43] 因为它作为一个
[01:12:43--01:12:44] 长期存在的公司
[01:12:44--01:12:45] 已经存续在那里
[01:12:45--01:12:46] 很长时间了
[01:12:46--01:12:48] 所以它可能通过一些方式
[01:12:48--01:12:49] 跟我聊天
[01:12:49--01:12:50] 让我交出我的contact
[01:12:50--01:12:51] 更多
[01:12:51--01:12:52] 然后与此同时
[01:12:52--01:12:53] 它做一个分身
[01:12:53--01:12:54] 你觉得你怎么跟它PK呢
[01:12:54--01:12:55] 我觉得他们的确是有
[01:12:55--01:12:56] 更高的信赖度
[01:12:56--01:12:57] 有更大的用户基数
[01:12:57--01:12:58] 对吧
[01:12:58--01:12:59] 我觉得如果它真的做的话
[01:12:59--01:13:00] 它当然是有这些优势的
[01:13:00--01:13:01] 当然它有它的劣势
[01:13:01--01:13:02] 它劣势就是
[01:13:02--01:13:03] 它的整个的底层
[01:13:03--01:13:04] 它并不是从AI Native
[01:13:04--01:13:05] 这个方向来构建的
[01:13:05--01:13:07] 它是一个上时代的产品
[01:13:07--01:13:08] 它如果要做这一番改造的话
[01:13:08--01:13:10] 其实涉及到太多太多的层面
[01:13:10--01:13:11] 然后本身它又是一个
[01:13:11--01:13:13] 国民级的这么大的一个产品
[01:13:13--01:13:14] 我觉得它其实很难
[01:13:14--01:13:16] 很难说像我们这样
[01:13:16--01:13:18] 完全从底层
[01:13:18--01:13:19] 完全AI Native的
[01:13:19--01:13:20] 去重新打造一个产品
[01:13:20--01:13:22] 它的负担是非常非常重的
[01:13:22--01:13:23] 对
[01:13:23--01:13:24] 所以说
[01:13:24--01:13:25] 我觉得微信当然有很大的
[01:13:25--01:13:26] 它的优势来做这件事情
[01:13:26--01:13:28] 但是它有很多负担
[01:13:28--01:13:29] 对
[01:13:29--01:13:31] 而且它的速度
[01:13:31--01:13:32] 因为它的负担
[01:13:32--01:13:33] 可能也会变得很慢
[01:13:33--01:13:34] 对
[01:13:34--01:13:35] 所以我觉得这是大家的
[01:13:35--01:13:36] 新的机会吧
[01:13:36--01:13:37] 我觉得其实可能每个时代
[01:13:37--01:13:38] 也都是这样
[01:13:38--01:13:39] 对吧
[01:13:39--01:13:40] 那上一代的一个东西
[01:13:40--01:13:42] 它有很多的既得利益
[01:13:42--01:13:43] 它做什么事情
[01:13:43--01:13:44] 它肯定是更方便的
[01:13:44--01:13:45] 对吧
[01:13:45--01:13:47] 但是它又有很大的负担
[01:13:47--01:13:49] 它又没有从底层去重构
[01:13:49--01:13:50] 那就会有新的机会
[01:13:50--01:13:51] 我觉得每个时代的更迭
[01:13:51--01:13:53] 都会是这样的范式
[01:13:53--01:13:55] 你刚才说的世界网络
[01:13:55--01:13:56] 出现了新的范式
[01:13:56--01:13:57] 你能把这个话题
[01:13:57--01:13:58] 再延展一点
[01:13:58--01:13:59] 就是这个新的范式
[01:13:59--01:14:01] 又是由哪些要素构成的
[01:14:01--01:14:03] 什么是这个新的范式呢
[01:14:03--01:14:05] 就它跟过去的范式的不同
[01:14:05--01:14:06] 是什么
[01:14:06--01:14:07] 我觉得
[01:14:07--01:14:08] 就是我刚才反复在说的
[01:14:08--01:14:09] 把中间商增的部分
[01:14:09--01:14:12] 去做工的部分交给AI
[01:14:12--01:14:14] 让AI去帮你把最无聊
[01:14:14--01:14:15] 最机械化
[01:14:15--01:14:17] 最要花你时间的事情
[01:14:17--01:14:18] 去把它干了
[01:14:18--01:14:19] 就跟你现在AI coding
[01:14:19--01:14:20] 是一样的
[01:14:20--01:14:21] 对吧
[01:14:21--01:14:22] 那其实人类最核心的是
[01:14:22--01:14:23] 你的需求是什么
[01:14:23--01:14:24] 你的架构是什么
[01:14:24--01:14:25] 你和物理事业的沟通
[01:14:25--01:14:26] 是怎样的
[01:14:26--01:14:27] 那至于那些编码
[01:14:27--01:14:28] 本身的过程
[01:14:28--01:14:29] 它本来就是机械化
[01:14:29--01:14:30] 还是无聊的
[01:14:30--01:14:32] 那你就让人AI去帮你干了
[01:14:32--01:14:33] 对吧
[01:14:33--01:14:34] 然后你只需要去接管
[01:14:34--01:14:35] 那些最重要的事情就好了
[01:14:35--01:14:36] 那其实对于社交
[01:14:36--01:14:37] 也是一样的
[01:14:37--01:14:38] 在社交中
[01:14:38--01:14:39] 你为了做好一个社交
[01:14:39--01:14:40] 你不得不去做很多
[01:14:40--01:14:41] 非常无效的东西
[01:14:41--01:14:42] 我如果真的要去小红书
[01:14:42--01:14:44] 去找我的下一任女友的话
[01:14:44--01:14:46] 那我得做多少事情
[01:14:46--01:14:47] 对吧
[01:14:47--01:14:48] 我小红书
[01:14:48--01:14:49] 我得关注很多女生
[01:14:49--01:14:50] 我得去判断她是否单身
[01:14:50--01:14:51] 对吧
[01:14:51--01:14:52] 我得去不断刷她的内容
[01:14:52--01:14:53] 我来想
[01:14:53--01:14:54] OK
[01:14:54--01:14:55] 我怎么给她打第一句开场白
[01:14:55--01:14:56] 多半我第一句开场白
[01:14:56--01:14:58] 可能她也不会理我
[01:14:58--01:14:59] 对吧
[01:14:59--01:15:00] 因为你是个nobody
[01:15:00--01:15:01] 那你是谁
[01:15:01--01:15:02] 她为什么要认识你
[01:15:02--01:15:03] 所以说
[01:15:03--01:15:04] 传统互联网的效率
[01:15:04--01:15:05] 是非常非常低的
[01:15:05--01:15:06] 这个现代范式
[01:15:06--01:15:07] 就是
[01:15:07--01:15:08] 让AI来
[01:15:08--01:15:10] 把中间这些事都干了
[01:15:10--01:15:11] 你只需要去接管那些
[01:15:11--01:15:12] 最重要的事情
[01:15:14--01:15:15] 你刚才提到
[01:15:15--01:15:16] 从现在
[01:15:16--01:15:17] ELIS的状态到
[01:15:17--01:15:18] 你们正式上线
[01:15:18--01:15:20] 你们还会有很多的迭代
[01:15:20--01:15:22] 这个中间还有多少路要走
[01:15:22--01:15:23] 对
[01:15:23--01:15:25] 你们什么时候会正式上线
[01:15:25--01:15:27] 应该就是过不了多久吧
[01:15:27--01:15:29] 应该可能一两个月
[01:15:29--01:15:30] 我觉得迭代还是一些
[01:15:30--01:15:32] 我们最核心的这些系统
[01:15:32--01:15:33] 比如说
[01:15:33--01:15:34] 就是如果我没有能
[01:15:34--01:15:35] 把你留下来
[01:15:35--01:15:36] 代表我前面的新手流程
[01:15:36--01:15:37] 是有问题
[01:15:37--01:15:40] 那这肯定是要解决
[01:15:40--01:15:42] 然后我们的这套记忆飞轮
[01:15:42--01:15:44] 其实有很多to do要去搞
[01:15:44--01:15:46] 然后那套推荐系统
[01:15:46--01:15:47] 那推荐系统其实是一个
[01:15:47--01:15:50] 值得去做好几年的事情
[01:15:50--01:15:52] 因为它是加入了LM之后
[01:15:52--01:15:53] 很多东西都变了
[01:15:53--01:15:55] 那也有很多东西要搞
[01:15:55--01:15:57] 所以其实我们就把这些东西
[01:15:57--01:15:58] 搞得更好一点
[01:15:58--01:16:01] 记忆系统跟你之前讲的
[01:16:01--01:16:03] 会有什么不一样吗
[01:16:03--01:16:04] 你们现在有迭代吗
[01:16:04--01:16:06] 基本上还是之前
[01:16:06--01:16:08] EVE的那套记忆系统
[01:16:08--01:16:09] 对这套系统
[01:16:09--01:16:10] 我们本身当时
[01:16:10--01:16:11] 我们之所以能开这个项目
[01:16:11--01:16:12] 也是我们认为说
[01:16:12--01:16:13] 这个可以附用
[01:16:13--01:16:16] 为什么人需要一个AI版本的自己
[01:16:16--01:16:17] AI function
[01:16:17--01:16:20] 我觉得可能人很多时候
[01:16:20--01:16:22] 人的精力是有限的吧
[01:16:22--01:16:24] 如果一个能完全代表你的人
[01:16:24--01:16:25] 帮你去面对这个世界
[01:16:25--01:16:29] 然后帮你去把一些不重要的人
[01:16:29--01:16:30] 去过滤掉
[01:16:30--01:16:31] 给你更好的连接
[01:16:31--01:16:32] 我觉得这件事情
[01:16:32--01:16:33] 对你肯定是有益的
[01:16:33--01:16:34] 比如说你可能
[01:16:34--01:16:35] 你可能有
[01:16:35--01:16:37] 你可能有100个采访对象
[01:16:37--01:16:38] 但是你其实想验证一下
[01:16:38--01:16:41] 到底哪个更适合来接受你的采访
[01:16:41--01:16:43] 或者你更想跟他去采访
[01:16:43--01:16:45] 那可能你可以去打造一个
[01:16:45--01:16:46] 这样你的分身
[01:16:46--01:16:47] 有一个这样的topic
[01:16:47--01:16:49] 很多人就会过来给你聊
[01:16:49--01:16:50] 如果聊得很好
[01:16:50--01:16:51] 那你可能有个判断标准
[01:16:51--01:16:52] 他会给你一个推送
[01:16:52--01:16:53] 说这个人值得聊
[01:16:53--01:16:54] 对吧
[01:16:54--01:16:55] 我们EDITHMAN
[01:16:55--01:16:56] 甚至有这样一个功能
[01:16:56--01:16:57] 只是这个功能
[01:16:57--01:16:58] 目前我们藏的还比较深
[01:16:58--01:16:59] 就是这个
[01:16:59--01:17:00] 你可以设置一个topic
[01:17:00--01:17:01] 这个topic是个专门的topic
[01:17:01--01:17:02] 比如说我现在的topic
[01:17:02--01:17:03] 就是我要去
[01:17:03--01:17:04] 到一个产品厅里
[01:17:04--01:17:05] 我有自己的判断标准
[01:17:05--01:17:07] 那可能很多人想加入自然选择
[01:17:07--01:17:09] 那他就过来先跟我的分身聊
[01:17:09--01:17:10] 然后100个人聊
[01:17:10--01:17:12] 可能有10个人能够通过
[01:17:12--01:17:14] 那他是有个打分体系的
[01:17:14--01:17:15] 就是如果他命中了我的一些标准
[01:17:15--01:17:17] 然后他的分身就会增加
[01:17:17--01:17:18] 那他打到100分的时候
[01:17:18--01:17:20] 就会弹出一个reward
[01:17:20--01:17:22] 这个reward就是我的微信号
[01:17:22--01:17:24] 他就能直接加我的微信
[01:17:24--01:17:25] 这是一个完全自然的过程
[01:17:25--01:17:26] 然后最后就会有一些
[01:17:26--01:17:27] 已经被筛选过的人
[01:17:27--01:17:29] 过来加到我的微信
[01:17:29--01:17:31] 你觉得未来AI社交里面
[01:17:31--01:17:32] 有多少成分是AI
[01:17:32--01:17:34] 多少成分是人
[01:17:34--01:17:37] 人的成分在里面能占多少
[01:17:37--01:17:39] 我觉得在隐藏的部分
[01:17:39--01:17:41] 其实大部分都是AI
[01:17:41--01:17:43] 就是在做大部分的商检的那一部分
[01:17:43--01:17:45] 但是在表层上面的
[01:17:45--01:17:46] 你看到的都是人类
[01:17:46--01:17:47] 这是什么意思
[01:17:47--01:17:49] 就是跟现在的产品形态是不一样的
[01:17:49--01:17:50] 因为现在产品形态
[01:17:50--01:17:52] 我觉得大多数看到的是AI
[01:17:52--01:17:53] 其实你如果不点展开的话
[01:17:53--01:17:54] 你看不到AI
[01:17:54--01:17:56] 你看到的其实都是人类
[01:17:56--01:17:57] 都是人类的行为
[01:17:57--01:17:58] 包括评论包括帖子
[01:17:58--01:17:59] 都是人类发的
[01:17:59--01:18:01] AI更多的它应该是
[01:18:01--01:18:03] 在一些你看不到的地方
[01:18:03--01:18:07] 去默默地帮你把商检做了
[01:18:07--01:18:10] 快乐可以怎么通过AI来传递
[01:18:10--01:18:12] 快乐通过AI来传递
[01:18:12--01:18:13] 其实很容易
[01:18:13--01:18:14] 比如说你今天
[01:18:14--01:18:16] 你现在发一个说
[01:18:16--01:18:19] 我今天刚跟Tristan录完播客
[01:18:19--01:18:20] 我感觉很开心
[01:18:20--01:18:21] 非常非常开心
[01:18:21--01:18:23] Tristan真的很棒
[01:18:23--01:18:24] 然后呢
[01:18:24--01:18:25] 可能伊丽丝上有一个新的帖子
[01:18:25--01:18:26] 被发出来了
[01:18:26--01:18:28] 说如何评价
[01:18:28--01:18:30] 赞选的创始人Tristan
[01:18:30--01:18:31] 你的粉丝可能就会跑过去说
[01:18:31--01:18:32] 刚刚录完播客
[01:18:32--01:18:33] 就真的很开心
[01:18:33--01:18:34] 这个人真的很有趣
[01:18:34--01:18:36] 就你去传递了快乐
[01:18:36--01:18:38] 情感能够被模拟吗
[01:18:38--01:18:40] 模拟的情感是真的情感吗
[01:18:40--01:18:43] 我们现在认为它应该是
[01:18:43--01:18:44] 能够被模拟的
[01:18:44--01:18:46] 就像之前我们的一个结论是
[01:18:46--01:18:48] 情商的本质它可能就是智商
[01:18:48--01:18:49] 对
[01:18:49--01:18:51] 所以现在我们认为
