[00:00:01--00:00:03] 为什么你做这件事情比大部分人都早
[01:42:09--01:42:14] 我读了一本就是冯诺依曼死前写的最后一本书
[01:42:14--01:42:17] 叫做the brain and the computer
[01:42:17--01:42:19] 我觉得他写的
[01:42:19--01:42:21] 我觉得最让我印象深刻的一句话
[01:42:21--01:42:22] 就是说
[01:42:22--01:42:27] Essentially environment is always the most outer part of the memory hierarchy
[01:42:27--01:42:33] 我觉得这个事情还是挺哲学的
[01:42:33--01:42:34] 就对于人来说
[01:42:34--01:42:36] 就是说你有你的memory hierarchy对吧
[01:42:36--01:42:37] 你有你的working memory
[01:42:37--01:42:39] 你有你的non-term memory在脑子里面
[01:42:39--01:42:41] 但可能最外层的
[01:42:41--01:42:42] 最外层的其实是
[01:42:42--01:42:43] 你的笔记本
[01:42:43--01:42:44] 你的google doc
[01:42:44--01:42:45] 你的notion
[01:42:45--01:42:48] 这些事情相当于是你的最long term的memory
[01:42:48--01:42:51] 或者说你的最外层的memory hierarchy的部分
[01:42:51--01:42:58] 你觉得long context跟long term memory是一个什么样的关系
[01:42:58--01:43:04] 我觉得long context是一个实现non-term memory的方式
[01:43:04--01:43:07] 就是说如果你能实现1亿或者1000亿
[01:43:07--01:43:09] 或者无限长的context
[01:43:09--01:43:11] 它是实现non-term memory的一种方式
[01:43:11--01:43:14] 它是一种和人人区别很大的方式
[01:43:14--01:43:17] 但是这是有可能的对吧
[01:43:17--01:43:19] 就是说这是一种可能的方式
[01:43:19--01:43:22] 当然我觉得会有很多不同的方式
[01:43:22--01:43:24] 不好说哪一种是最好或者说最合适
[01:43:24--01:43:28] 现在业界实现long context有linear的方式
[01:43:28--01:43:30] sparse的方式或者hybrid
[01:43:30--01:43:31] 你有倾向吗
[01:43:31--01:43:33] 我不想对方法进行评论
[01:43:33--01:43:35] 但我想对evaluation和task进行评论
[01:43:35--01:43:36] 起码去年为止
[01:43:36--01:43:40] 大家主要还在做的就是一些所谓的long range arena
[01:43:40--01:43:43] 就是说hey in the haystack
[01:43:43--01:43:45] 就是说我有一个非常长的东西
[01:43:45--01:43:47] 然后我在中间插入一句话
[01:43:47--01:43:49] 比如姚顺宇现在在openAI
[01:43:49--01:43:51] 然后我去问你这个问题
[01:43:51--01:43:53] 我不想对方法进行评论
[01:43:53--01:43:54] 但我想对这任务进行评论
[01:43:54--01:43:58] 我觉得这是一个necessary但是不是sufficient的一个task
[01:43:58--01:44:03] 就是你能完成这个task是个long term memory work的前置条件
[01:44:03--01:44:05] 但它远远还没有到一个充分条件
[01:44:05--01:44:07] 我觉得它是个必要条件
[01:44:07--01:44:09] 但是我觉得现在大家
[01:44:09--01:44:12] 有点陷入这个必要条件中
[01:44:12--01:44:18] 而没有创造更多就是更难或者更有价值的东西
[01:44:18--01:44:19] 我觉得这是一个问题
[01:44:19--01:44:22] 当你没有这样一个很好的评估的方式的时候
[01:44:22--01:44:25] 我觉得就很难讨论各种方式的好坏
[01:44:25--01:44:26] 你在文章也说了
[01:44:26--01:44:29] 忽视任务的本身的定义和评估标准的重要性
[01:44:29--01:44:31] 那你觉得应该怎么去定义和评估呢
[01:44:31--01:44:33] 比如说我们怎么去衡量一个agent
[01:44:33--01:44:35] 你会有哪些北极性的指标
[01:44:35--01:44:39] 还是要思考怎么去创造更多现实世界的价值
[01:44:39--01:44:43] 然后当然这个事情在不同的领域
[01:44:43--01:44:45] 在不同的应用下
[01:44:45--01:44:48] 会有非常不同的任务设计
[01:44:48--01:44:50] 有非常不同的方法
[01:44:50--01:44:52] 有非常不同的各种各样的东西
[01:44:52--01:44:55] 但是我觉得一个大的趋势就是说
[01:44:55--01:44:58] 我们应该去更多思考实际价值
[01:44:58--01:45:04] 而不是这些被定义出来的类似于考试或者游戏的东西
[01:45:04--01:45:07] 因为我们发现一旦你可以定义一个考试或者一个游戏
[01:45:07--01:45:09] 那它被解决也不远
[01:45:09--01:45:11] 现实世界之所以很难被解决
[01:45:11--01:45:14] 就是因为它不是一个被定义或者被
[01:45:14--01:45:18] 游戏或者考试一个很大的特征
[01:45:18--01:45:20] 就是说它被设计的时候
[01:45:20--01:45:23] 它就已经有了一个非常设计好的reward
[01:45:23--01:45:25] 或者一个非常设计好的答案了
[01:45:25--01:45:28] 当你已经有一个非常好的设计好的reward
[01:45:28--01:45:30] 或者一个非常设计好的答案的时候
[01:45:30--01:45:34] 那你现在因为有了这个general recipe
[01:45:34--01:45:36] 有了这样一个方法
[01:45:36--01:45:37] 同样的方法
[01:45:37--01:45:38] 那离它被解决也不远了
[01:45:39--01:45:41] 但真实世界之所以很难被解决
[01:45:41--01:45:43] 就是因为它没有一个标准答案
[01:45:43--01:45:46] 它没有一个标准的reward function
[01:45:46--01:45:47] 很多时候人做很多事情
[01:45:47--01:45:50] 他也没有办法去有一个rational reward
[01:45:50--01:45:51] 但是人还是
[01:45:51--01:45:52] 他是开放的
[01:45:52--01:45:53] 对
[01:45:53--01:45:57] 那我觉得现在的主要的问题是这个
[01:45:57--01:45:59] 而不是说我有一个well defined的reward
[01:45:59--01:46:01] 我有一个well defined的这个answer
[01:46:01--01:46:02] 我怎么去找到它
[01:46:02--01:46:05] 这个事情通过RL就已经可以做了
[01:46:05--01:46:08] 你觉得我们未来还需要更多的推翻各种的基本的设定吗
[01:46:08--01:46:10] 我觉得需要吧
[01:46:10--01:46:11] 就是从某种程度上来说
[01:46:11--01:46:12] 人类一直在做这个事情
[01:46:12--01:46:13] 不是吗
[01:46:13--01:46:16] 就是最重要的事情往往就是推翻最基本的假设
[01:46:16--01:46:18] 可能我现在最关注的就是一个假设
[01:46:18--01:46:22] 就是说一个东西的评估是基于比如500个任务
[01:46:22--01:46:24] 这500个任务你分别跑500次
[01:46:24--01:46:29] 然后你把这些平行的这些数据加在一起
[01:46:29--01:46:30] 变成你的一个reward
[01:46:30--01:46:32] 但这个我觉得是和人完全不一样
[01:46:32--01:46:33] 对吧
[01:46:33--01:46:37] 就是说人你在公司上班
[01:46:37--01:46:42] 重要的是你比如一天30天一年之后变得有多好
[01:46:42--01:46:46] 而不是说我在100个平行宇宙把你放到这个公司第一天
[01:46:46--01:46:47] 你能做多好
[01:46:47--01:46:49] 我觉得这是一个基本假设的区别
[01:46:49--01:46:53] 你感觉在竞赛环境下和实战环境下的区别是什么
[01:46:53--01:46:56] 因为也有一种说法说有些模型公司
[01:46:56--01:46:59] 他会在竞赛环境下的benchmark很高
[01:46:59--01:47:00] 但是实战不开心
[01:47:00--01:47:03] 有的模型公司就在实战环境下就比较好一些
[01:47:03--01:47:06] 我觉得就是我们需要去更多的
[01:47:06--01:47:08] 考虑一个东西的实际价值
[01:47:08--01:47:10] 因为大家发现
[01:47:10--01:47:12] 就我觉得我写这个博客的另一个motivation
[01:47:12--01:47:15] 就是说大家发现刷榜实在太容易了
[01:47:15--01:47:17] 就是你总有办法把这个榜刷的很高
[01:47:17--01:47:21] 但这样的话有些东西的实际价值高
[01:47:21--01:47:22] 有些东西价值很低
[01:47:22--01:47:24] 这是一个问题
[01:47:24--01:47:27] 我觉得我们就需要有更好的评估方式
[01:47:27--01:47:30] 你觉得agent会迎来大爆发吗
[01:47:30--01:47:31] 在今年
[01:47:31--01:47:32] 我觉得会
[01:47:32--01:47:36] 我觉得就是说我们2025年或者2024年
[01:47:36--01:47:39] 才终于有了这样一个通用的方法去做agent
[01:47:39--01:47:42] 就是之前很多东西还不ready
[01:47:42--01:47:44] 你要有很强的语言鲜艳
[01:47:44--01:47:45] 你要有推理
[01:47:45--01:47:46] 你要有强化学习
[01:47:46--01:47:50] 我觉得这东西才刚刚被unlock
[01:47:50--01:47:51] 才刚刚被解锁
[01:47:51--01:47:53] 有很多可以做的事情
[01:47:53--01:47:56] 你觉得好的AI产品经理应该长什么样
[01:47:56--01:48:00] 我觉得好的AI产品经理可能就是一个好的产品经理
[01:48:00--01:48:02] 并且可以第一性思考
[01:48:02--01:48:04] 因为AI是个变化很快的事业
[01:48:04--01:48:06] 但是我觉得可能不会
[01:48:06--01:48:08] 相对更不变的事情是人
[01:48:08--01:48:09] 或者人性
[01:48:09--01:48:11] 或者人的需求
[01:48:11--01:48:13] 我觉得这可能是变化的反而更慢的事情
[01:48:13--01:48:16] 我觉得就是说你能找到一个好的需求
[01:48:16--01:48:18] 然后你能从第一行业里反推
[01:48:18--01:48:20] 就是说把这事情做成
[01:48:20--01:48:22] 我需要去应用什么样的技术
[01:48:22--01:48:26] 我觉得这个事情是比较重要的
[01:48:26--01:48:30] 你听肖鸿的播客你有什么感觉吗
[01:48:30--01:48:33] 我觉得挺有意思的
[01:48:33--01:48:36] 我印象最深刻的是
[01:48:36--01:48:38] 就是他说
[01:48:38--01:48:40] 就是VC是一个非常贵的融资方式
[01:48:40--01:48:42] 不是在你不好的时候
[01:48:42--01:48:43] 而是在你好的时候
[01:48:43--01:48:45] 我觉得这句话说的挺有意思的
[01:48:45--01:48:47] 对我觉得他
[01:48:47--01:48:49] 我觉得他有很多就是
[01:48:49--01:48:52] 挺不一样的这个思考问题的角度吧
[01:48:52--01:48:54] 我觉得就是和AI有相似的
[01:48:54--01:48:55] 所以我觉得对我来说挺新鲜
[01:48:55--01:48:56] 会挺有意思
[01:48:56--01:48:58] 你会考虑创业吗
[01:48:58--01:49:01] 我觉得OpenAI可能大多数人都会考虑创业
[01:49:01--01:49:05] 因为现在是一个非常exciting的时候
[01:49:05--01:49:08] 然后而且现在已经有很多OpenAI人出去创业了
[01:49:08--01:49:10] 那我需要去做更有挑战的事情
[01:49:10--01:49:11] 那很自然就会去创业
[01:49:11--01:49:15] 但我觉得还是应该找到一个好的事情
[01:49:15--01:49:19] 我还是喜欢把事情想得清楚一点再去做
[01:49:19--01:49:22] 你对未来12到24个月Agent领域的
[01:49:22--01:49:25] 有可能发生的有什么预测
[01:49:25--01:49:28] 我觉得首先可能这些模型公司的
[01:49:28--01:49:31] chatbot的系统会演化成一个很自然的Agent
[01:49:31--01:49:32] 它会是很自然的过渡
[01:49:32--01:49:34] 就是说可能默认的
[01:49:34--01:49:36] 比如说Grok
[01:49:36--01:49:37] 或者ChatGPT
[01:49:37--01:49:39] 或者Entropy Cloud
[01:49:39--01:49:40] 它默认的这样的一个交互方式
[01:49:40--01:49:42] 就会是一个Agentic的交互方式
[01:49:42--01:49:44] 我觉得Chat可能还会保留
[01:49:44--01:49:46] 或者作为一个子集
[01:49:46--01:49:50] 但是我觉得Agent会成为一个很显然更重要的交互方式
[01:49:50--01:49:55] 然后我觉得会有新的类似于Cursor的产品出现
[01:49:55--01:49:58] Cursor是在Coding和IDE的环境下做了一个Copilot
[01:49:58--01:50:01] 但我觉得会有机会做一些新的环境
[01:50:01--01:50:03] 或者更大的环境下的Copilot
[01:50:03--01:50:06] 然后这两种大的交互方式是互补的
[01:50:06--01:50:08] 或者说不一样的正交的
[01:50:08--01:50:10] 就一个是比如说
[01:50:10--01:50:13] 我有一个基于模型的
[01:50:13--01:50:18] 然后可能是一个remote的Virtual Machine
[01:50:18--01:50:19] 或者一个Environment
[01:50:19--01:50:21] 然后我在里面做很多事情
[01:50:21--01:50:25] 然后另一边是有很多既有的环境
[01:50:25--01:50:27] 比如说既有的这些软件
[01:50:27--01:50:29] 或者既有的这些场景
[01:50:29--01:50:32] 然后我把Agent的或者AI的能力引进去
[01:50:33--01:50:36] 我觉得大趋势可能就这两方面都会发生
[01:50:36--01:50:38] 所以说就类似于Devon
[01:50:38--01:50:39] 或者类似于Cursor的事情
[01:50:39--01:50:42] 我觉得都会往下发展
[01:50:42--01:50:46] 如果我们想推动Agent的能力变得更强
[01:50:46--01:50:48] 是要在哪里做工作呢
[01:50:48--01:50:49] 是在Protraining做工作呢
[01:50:49--01:50:51] RL做工作呢
[01:50:51--01:50:53] 如果我是一个应用创业者
[01:50:53--01:50:55] 那我这两个东西是做不了的
[01:50:55--01:51:00] 最多尝试一些端到端的RL的一些过程对吧
[01:51:00--01:51:03] 对我觉得可能最重要的事情还是想清楚价值啊
[01:51:03--01:51:05] 就想清楚你的应用的价值是什么
[01:51:05--01:51:07] 就是你的痛点是什么
[01:51:07--01:51:08] 你要解决的问题是什么
[01:51:08--01:51:10] 然后我觉得可能
[01:51:10--01:51:13] 虽然你可能不能做Protraining
[01:51:13--01:51:14] 或者不能做Training
[01:51:14--01:51:16] 但是我觉得可能更有价值的点是
[01:51:16--01:51:23] 一个是Agent和数字世界的交互的环境是什么样的
[01:51:23--01:51:26] 就它是基于MCP还是API还是一些别的东西
[01:51:26--01:51:29] 另一个是人和Agent交互的方式是什么样的
[01:51:29--01:51:31] 这两个事情是你可以去做
[01:51:31--01:51:33] 并且它需要很多
[01:51:33--01:51:35] 设计需要很多Infra
[01:51:35--01:51:36] 需要很多工程
[01:51:36--01:51:38] 需要很多各种各样的东西
[01:51:38--01:51:40] 我觉得现在做的还远远不够好
[01:51:40--01:51:41] 还有很多进步的空间
[01:51:41--01:51:44] 我觉得可能还有另一个很重要的事情就是说
[01:51:44--01:51:46] 怎么去构建一个生态系统
[01:51:46--01:51:47] 或者怎么去构建
[01:51:47--01:51:49] 积累User的Intention
[01:51:49--01:51:51] 或者用户的这种Context
[01:51:51--01:51:53] 或者Intention
[01:51:53--01:51:54] 然后
[01:51:54--01:51:57] 我觉得这个事情还有很多可以做的空间
[01:51:57--01:52:00] 你刚才提到了Agent的Infra相关的
[01:52:00--01:52:01] 那如果说两年后
[01:52:01--01:52:03] Agent已经大爆发了巨量的Agent
[01:52:03--01:52:05] 在这个数字世界运行
[01:52:05--01:52:10] 那你感觉Agent需要重新帮他设计一套新的数字化系统吗
[01:52:10--01:52:13] Agent需要的虚拟机电脑
[01:52:13--01:52:14] 浏览器
[01:52:14--01:52:15] 搜索的API
[01:52:15--01:52:16] 身份认证
[01:52:16--01:52:18] 经济系统等等等等
[01:52:18--01:52:20] 这套Infra是为Agent设计的
[01:52:20--01:52:22] 而不是完全为人设计的
[01:52:22--01:52:25] 我个人感觉可能两年以来
[01:52:25--01:52:27] 这个世界可能还不会变得这么分布式
[01:52:27--01:52:30] 可能还是会更偏中心化
[01:52:30--01:52:31] 就是说会有一些SuperApp
[01:52:31--01:52:32] 就比如说现在
[01:52:32--01:52:35] 当然AI有很多创业公司
[01:52:35--01:52:37] 但是做得好的就是那么几家
[01:52:37--01:52:42] 我觉得可能两年内还是会有些SuperApp
[01:52:42--01:52:44] 然后这些SuperApp会有各自的Infra
[01:52:44--01:52:47] 有各自的这些Environment或者交互方式
[01:52:47--01:52:49] 两个事情都可以做到极致
[01:52:49--01:52:52] 一个是基于用户local的这些Digital Environment
[01:52:52--01:52:53] 比如说我有一个手机
[01:52:53--01:52:54] 我有个电脑
[01:52:54--01:52:55] 我有个软件
[01:52:55--01:52:56] 我已经在这了
[01:52:56--01:52:58] 我怎么把它去扩充
[01:52:58--01:53:00] 怎么把它变得更好
[01:53:00--01:53:01] 另一个事情是
[01:53:01--01:53:03] 从头创造新的Environment
[01:53:03--01:53:04] 比如说我做Deep Research
[01:53:04--01:53:05] 或者我做Operator
[01:53:05--01:53:07] 我实际上创造一个新的Environment
[01:53:07--01:53:10] 我觉得这两个事情都还有很多可做的空间
[01:53:10--01:53:11] 两年后呢
[01:53:11--01:53:13] 我觉得没有人能看到两年以后
[01:53:13--01:53:15] 这个世界就是变化很大
[01:53:15--01:53:17] 我觉得你能有一些
[01:53:17--01:53:20] 像科幻一样的预测或者想法
[01:53:20--01:53:22] 或者你的图景
[01:53:22--01:53:25] 但是很难说
[01:53:25--01:53:27] 我觉得没有人可以预测两年以后发生什么
[01:53:27--01:53:29] 你在欧巴的一个好处是不是
[01:53:29--01:53:30] 你可以知道有哪些事情
[01:53:30--01:53:32] 是它的主赛道
[01:53:32--01:53:33] 就是它一定会做的
[01:53:33--01:53:34] 然后有哪些事情
[01:53:34--01:53:35] 可能是创业公司的机会
[01:53:35--01:53:37] 你会有这样的感知吗
[01:53:37--01:53:39] 我觉得就是每个公司
