[00:00:03--00:00:04] Hello 大家好,我是小骏
[00:00:04--00:00:07] 2026年除了嘉宾访谈
[01:36:10--01:36:11] 最大量的模仿学习
[01:36:11--01:36:13] 少量的强化学习
[01:36:13--01:36:14] 去把他的智能拱出来
[01:36:14--01:36:16] 那他所需要的数据
[01:36:16--01:36:20] 更多的还是本体相关的车直接开回来的数据
[01:36:20--01:36:22] 而对于巨神来讲的话
[01:36:22--01:36:25] 一定是走的是本体无关的数据的路线
[01:36:25--01:36:28] 本体相关的这些数据的量
[01:36:28--01:36:33] 真正的这个机器人在端侧落地的量会相对来说很少
[01:36:33--01:36:35] 那在这样一个情况下的话
[01:36:35--01:36:36] 我觉得
[01:36:36--01:36:38] 可能就是
[01:36:38--01:36:40] 最后出来的
[01:36:40--01:36:41] 就是说
[01:36:41--01:36:42] 不太会存在特斯拉
[01:36:42--01:36:43] 因为如果真是特斯拉的话
[01:36:43--01:36:45] 如果真是特斯拉模式的话
[01:36:45--01:36:46] 他的大脑
[01:36:46--01:36:47] 其实可能不是特斯拉做的
[01:36:47--01:36:49] 可能是XAI做的
[01:36:49--01:36:51] 对吧所以我的意思就是说
[01:36:51--01:36:52] 我觉得在这可能有
[01:36:52--01:36:53] 他也是一个大公司两个团队呀
[01:36:53--01:36:55] 他其实是两个不同的公司
[01:36:55--01:36:56] 对吧
[01:36:56--01:36:58] 就所以我觉得可能就是说
[01:36:58--01:36:59] 最后可能会有三种模式
[01:36:59--01:37:00] VIMO模式
[01:37:00--01:37:02] 现在的特斯拉
[01:37:02--01:37:04] 在特斯拉这个公司内部的这个模式
[01:37:04--01:37:06] 还有一种模式是
[01:37:06--01:37:08] 就是马斯克体系内的模式就是
[01:37:08--01:37:09] 他一个
[01:37:09--01:37:10] 一个是这个做本体的
[01:37:10--01:37:12] 大脑的公司
[01:37:12--01:37:13] 一个是做这个
[01:37:13--01:37:14] 大脑的公司
[01:37:14--01:37:15] 对吧那么
[01:37:15--01:37:16] 这个如果说
[01:37:16--01:37:18] 咱们放到这个
[01:37:18--01:37:20] 其他公司里头去那可能就是
[01:37:20--01:37:21] Dmine做的一个大脑
[01:37:21--01:37:22] 对吧然后可能
[01:37:22--01:37:24] 就本体上用这个大脑去落地
[01:37:24--01:37:27] 我觉得很有可能是这条路线
[01:37:27--01:37:28] 除了
[01:37:28--01:37:30] 马斯克和Google
[01:37:30--01:37:32] 你觉得还有谁能支持这件事情
[01:37:32--01:37:33] 都做
[01:37:33--01:37:35] 你的意思就是自动驾驶
[01:37:35--01:37:36] 和这个
[01:37:36--01:37:37] 巨神智能对吧
[01:37:37--01:37:38] 不是大脑和
[01:37:38--01:37:39] 机器人
[01:37:39--01:37:40] 大脑和机器人
[01:37:40--01:37:40] 我觉得
[01:37:40--01:37:42] 美国可能
[01:37:42--01:37:44] 比较少一些
[01:37:44--01:37:47] 我觉得国内的话我觉得
[01:37:47--01:37:48] 小米
[01:37:48--01:37:51] 我觉得
[01:37:51--01:37:53] 就有可能
[01:37:53--01:37:57] 对但是整体上来讲我觉得这件事还是比较难的一件事
[01:37:57--01:37:58] 小鹏和理想呢
[01:37:58--01:38:02] 就是他们从他们的现在的站位是一个
[01:38:02--01:38:04] 智能驾驶车企
[01:38:04--01:38:08] 我认为这件事它的底层还是卡的数量
[01:38:08--01:38:10] 因为本质上来讲如果要做这件事
[01:38:10--01:38:13] 就有点类似于就是说你的前提就是你需要有
[01:38:13--01:38:15] 世界模型的团队和能力
[01:38:15--01:38:18] 你可能已经有一个全世界可能最好的世界模型了
[01:38:18--01:38:19] 然后又基于这个
[01:38:19--01:38:21] 同时再去做VLA这件事
[01:38:21--01:38:24] 那我觉得它的卡的这个数量可能会比较高
[01:38:24--01:38:24] 需要多少
[01:38:24--01:38:29] 我们可能在服务的客户的卡可能都是大几万张
[01:38:29--01:38:30] 现在这个级别
[01:38:30--01:38:31] 在做这件事
[01:38:31--01:38:32] 但我觉得就国内的这些
[01:38:32--01:38:35] 这些OEM还是有很大机会的
[01:38:35--01:38:36] 创业公司呢
[01:38:36--01:38:40] 创业公司我觉得很难去做大脑
[01:38:40--01:38:40] 嗯
[01:38:40--01:38:41] 我觉得不太
[01:38:41--01:38:45] 从我的角度我觉得不太合理去做大脑这件事
[01:38:45--01:38:47] 你看智能驾驶的
[01:38:47--01:38:49] 智能水平
[01:38:49--01:38:50] 你觉得不够高
[01:38:50--01:38:51] 相对于那个统一的大脑来说
[01:38:51--01:38:55] 那有没有可能机器人是这样一个一个锤类场景去解决
[01:38:55--01:38:56] 我就基于某一个
[01:38:56--01:39:00] 锤类场景收集很多的侦济数据
[01:39:00--01:39:02] 然后把这个
[01:39:02--01:39:05] 场景讯号就像今天的智能驾驶一样
[01:39:05--01:39:07] 这可能会不会是一个更快的路径
[01:39:07--01:39:09] 统一的大脑会不会太远了
[01:39:09--01:39:09] 对
[01:39:09--01:39:10] 我觉得一定会
[01:39:10--01:39:11] 存在这个路径
[01:39:11--01:39:15] 其实这个路径在我看来更加像vmall
[01:39:15--01:39:16] 这个路径像vmall
[01:39:16--01:39:21] 对因为我觉得它其实更多的是在一个偏限定的
[01:39:21--01:39:23] 就是非泛化的一个区域
[01:39:23--01:39:25] 对吧然后把一件事给它做好
[01:39:25--01:39:28] 我还记得就是我当时刚加入Cruise的时候
[01:39:28--01:39:29] 那我们的
[01:39:29--01:39:31] 我们的重心就是在旧金山去落地
[01:39:31--01:39:33] 自动驾驶
[01:39:33--01:39:35] 落完了以后再去想第二个城市
[01:39:35--01:39:38] 所以其实我认为这种方式就很像
[01:39:38--01:39:39] 当年的vmall cruise
[01:39:39--01:39:40] 它
[01:39:40--01:39:43] 很长的时间在第一个场景完全落地
[01:39:43--01:39:45] 落完了以后它去泛化这件事
[01:39:45--01:39:46] 扩大这个
[01:39:46--01:39:50] 就是场景的适配性可能会比较难
[01:39:50--01:39:52] 对其实你看现在我觉得
[01:39:52--01:39:54] vmall确实是做得很好
[01:39:54--01:39:56] 但是我觉得特斯拉可能在这
[01:39:56--01:40:00] scalability就是在规模性上可能会做得更好很多
[01:40:00--01:40:00] 对
[01:40:00--01:40:02] 对所以在我看来就是说
[01:40:02--01:40:07] 我觉得如果从这样一个方式从一个相对垂域的场景去做
[01:40:07--01:40:08] 首先
[01:40:08--01:40:10] 这个场景可能会分为就是
[01:40:10--01:40:12] 一两个特定的场景先把它做好
[01:40:12--01:40:13] 然后再把
[01:40:13--01:40:16] 这个场景的其他的特定场景给做通
[01:40:16--01:40:18] 这个就要花很长的一个时间
[01:40:18--01:40:19] 在这个之后
[01:40:19--01:40:21] 再去平行的到其他场景
[01:40:21--01:40:23] 这件事我觉得可能就要伤筋动骨
[01:40:23--01:40:26] 因为它的整个的模型的架构数据
[01:40:26--01:40:27] 各方面可能都是不一样的
[01:40:27--01:40:30] 对那这样的话我觉得有点类似于是
[01:40:30--01:40:31] 当年的自动驾驶
[01:40:31--01:40:34] 就是我认为这块也会有成功的案例
[01:40:34--01:40:34] 比如说
[01:40:34--01:40:36] 自动驾驶其实
[01:40:36--01:40:38] 你看现在在国内我觉得做得很好的
[01:40:38--01:40:40] 比方说有矿山的自动驾驶
[01:40:40--01:40:41] 它就
[01:40:41--01:40:42] 关注在一个垂域
[01:40:42--01:40:44] 它把这个垂域完全的做好
[01:40:44--01:40:46] 在这个垂域它有比较好的一个商业模式
[01:40:46--01:40:48] 以及相应的一个壁垒
[01:40:48--01:40:50] 那我认为这个是一个很成功的一个案例
[01:40:50--01:40:55] 对那当然这个案例我觉得就是说它可能很难去清到其他的场景去
[01:40:55--01:40:59] 所以你不认可我说的现在大脑公司像vmo
[01:40:59--01:41:02] 然后机器人公司像特斯拉的这个
[01:41:02--01:41:03] 判断对吧
[01:41:03--01:41:06] 对我就是我认为
[01:41:06--01:41:10] 大脑公司的话应该更像OpenAI后面
[01:41:10--01:41:15] 对就是我觉得自动驾驶本质上来讲它还是一个
[01:41:15--01:41:16] 没有那么高智能的事
[01:41:16--01:41:17] 我认为就是说
[01:41:17--01:41:20] 咱们要去看巨声的话要同时去对标
[01:41:20--01:41:22] 大约摩西和自动驾驶
[01:41:22--01:41:26] 就是我觉得巨声可能是两者的一个结合
[01:41:26--01:41:27] 这个好像有特斯拉吗
[01:41:27--01:41:29] 有巨声领域的特斯拉吗
[01:41:29--01:41:31] 我觉得可能Figure
[01:41:31--01:41:33] 是希望成为巨声领域的特斯拉
[01:41:33--01:41:36] 对吧它有它自己的这个硬件
[01:41:36--01:41:38] 它在规模化的去量产
[01:41:38--01:41:39] 那它在落地
[01:41:39--01:41:40] 同时它也在做
[01:41:40--01:41:41] 它在做自己的大脑
[01:41:41--01:41:42] 但是还很远
[01:41:42--01:41:45] 因为它这个场景实在是太模糊了
[01:41:45--01:41:47] 对我就觉得难度还是很高的
[01:41:47--01:41:51] 我觉得现在我越来越多的观察就是
[01:41:51--01:41:54] 我觉得我可能会更早的看到
[01:41:54--01:41:56] 大模型的
[01:41:56--01:41:59] 这个泛化能力的产生
[01:41:59--01:42:05] 而我认为就是说可能很多人低估了在一个垂域场景落地
[01:42:05--01:42:06] 的难度
[01:42:06--01:42:09] 以及一旦落地了以后再去迁移到其他垂域
[01:42:09--01:42:10] 就是
[01:42:10--01:42:12] 放话性就更难了
[01:42:12--01:42:12] 就会更难
[01:42:12--01:42:16] 对因为我是实实在在的经历过
[01:42:16--01:42:17] Cruise
[01:42:17--01:42:20] 威莫当时这个自动驾驶的这一波
[01:42:20--01:42:21] 那么
[01:42:21--01:42:22] 我觉得就是说首先
[01:42:22--01:42:25] 在一个垂域场景里面在旧金山去落地
[01:42:25--01:42:27] 其实已经很难了这个问题
[01:42:27--01:42:29] 那当然就一旦
[01:42:29--01:42:31] 好了以后你再到其他的这些城市
[01:42:31--01:42:33] 其实每一个城市
[01:42:33--01:42:36] 你可能都要
[01:42:36--01:42:39] 用更多的数据去采集去训练
[01:42:39--01:42:40] 以及去大规模的迁移去迁移去训练
[01:42:40--01:42:41] 去评测
[01:42:41--01:42:43] 来真正保证你在这个城市
[01:42:43--01:42:45] 能够足够安全的去落地
[01:42:45--01:42:49] 这件事它不是一个很繁华性强的事
[01:42:49--01:42:50] 倒是比方说特斯拉
[01:42:50--01:42:51] 它可能
[01:42:51--01:42:52] 它一开始就开始收集数据
[01:42:52--01:42:53] 没错
[01:42:53--01:42:56] 对它是一个就更加广就广泛的一个数据的采集
[01:42:56--01:42:58] 真正能够把这事给做通
[01:42:58--01:43:02] 但机器人可能这种广泛数据采集的场景
[01:43:02--01:43:05] 更难一些所以一定要依赖仿真你的逻辑是这样
[01:43:05--01:43:08] 仿真和人类数据依赖本体无关的数据
[01:43:08--01:43:10] 对我认为这件事会
[01:43:10--01:43:13] 极其关键就是我认为如果没有这件事
[01:43:13--01:43:15] 如果没有巨深的金字塔
[01:43:15--01:43:17] 的下面的仿真和人类数据
[01:43:17--01:43:20] 我认为就是巨深这件事的通用智能就出不来
[01:43:20--01:43:23] 说到这个数据金字塔我们来聊聊
[01:43:23--01:43:24] 这个金字塔的构成
[01:43:24--01:43:29] 以及它对于每一类数据的收集上有什么弄好
[01:43:29--01:43:33] 对数据金字塔其实是这个飞飞的学生就是朱易克教授
[01:43:33--01:43:35] 他提出的一个概念
[01:43:35--01:43:37] 那他本质上来讲的就是
[01:43:37--01:43:38] 去分析
[01:43:38--01:43:40] 巨深智能的数据
[01:43:40--01:43:41] 跟自动驾驶不一样
[01:43:41--01:43:42] 它
[01:43:42--01:43:44] 最多的肯定不是基于
[01:43:44--01:43:46] 自己的本体产生的数据
[01:43:46--01:43:49] 因为没有足够规模化的本体的数据
[01:43:49--01:43:50] 那更多的要依赖于
[01:43:50--01:43:51] 仿真
[01:43:51--01:43:53] 和互联网以及人类数据
[01:43:53--01:43:54] 那么
[01:43:54--01:43:56] 金字塔的包括三块
[01:43:56--01:44:00] 最上面的是这个真实的本体采集的数据
[01:44:00--01:44:01] 也就是咱们现在可能
[01:44:01--01:44:03] 最多的看到的
[01:44:03--01:44:05] 真实机器人的摇操作的数据
[01:44:05--01:44:08] 这个数据一定是最准确的
[01:44:08--01:44:09] 最好用的
[01:44:09--01:44:10] 但是这个数据
[01:44:10--01:44:12] 的问题是它很难去规模化
[01:44:12--01:44:14] 它很难去规模化机器人
[01:44:14--01:44:16] 很难去规模化场景
[01:44:16--01:44:19] 中间层是仿真产生的数据
[01:44:19--01:44:22] 对那仿真产生的数据它的优势就是说
[01:44:22--01:44:23] 它的规模化
[01:44:23--01:44:25] 能够做得很好
[01:44:25--01:44:27] 当然它也会遇到sim-true的问题
[01:44:27--01:44:29] 那当然其实现在
[01:44:29--01:44:30] 由于客户
[01:44:30--01:44:32] 都是大模型
[01:44:32--01:44:34] 那他们在预训练阶段会
[01:44:34--01:44:36] 用很大量的
[01:44:36--01:44:38] 仿真的数据以及真实的数据
[01:44:38--01:44:39] 其实
[01:44:39--01:44:40] 这个模型的
[01:44:40--01:44:41] 通用的能力
[01:44:41--01:44:42] 会变得很强
[01:44:42--01:44:44] 那其实sim-true就是
[01:44:44--01:44:45] 仿真和真实
[01:44:45--01:44:46] gap的这个问题
[01:44:46--01:44:48] 变得越来越小
[01:44:48--01:44:50] 对这个是中间的这个仿真的这个数据
[01:44:50--01:44:54] 再往下呢就是互联网的数据还有人类的视频的数据
[01:44:54--01:44:57] 人类的视频的数据呢其实更多的是人的
[01:44:57--01:45:01] 第一人视角的数据可能是人戴着眼镜
[01:45:01--01:45:02] 然后去采集的数据
[01:45:02--01:45:04] 那咱们其实去看
[01:45:04--01:45:06] 过去的几个月的时间
[01:45:06--01:45:08] 我觉得在本体无关的数据
[01:45:08--01:45:09] 仿真
[01:45:09--01:45:10] 和人类的数据
[01:45:10--01:45:12] 我觉得产生了一个质的突破
[01:45:12--01:45:14] 我其实认为现在
[01:45:14--01:45:16] 已经达到了一个skilling law
[01:45:16--01:45:19] 就是巨深的一个数据的一个skilling law
[01:45:19--01:45:21] 为什么这么着去说呢
[01:45:21--01:45:23] 咱们去看一个是我觉得
[01:45:23--01:45:26] 李飞飞的这个behavior challenge
[01:45:26--01:45:29] 包括这个英伟达的GROOT这个模型
[01:45:29--01:45:31] 用到了大量的仿真的数据
[01:45:31--01:45:33] 证明了它的有效性
[01:45:33--01:45:34] 另外呢就是说
[01:45:34--01:45:35] generalist
[01:45:35--01:45:37] 他用了27万小时的
[01:45:37--01:45:39] 5米夹爪的这个数据
[01:45:39--01:45:43] 5米夹爪其实本质上来讲也是人
[01:45:43--01:45:44] 两个手
[01:45:44--01:45:46] 就拿着这个夹爪
[01:45:46--01:45:47] 去采集的数据
[01:45:47--01:45:50] 它其实也是人类数据的一种
[01:45:50--01:45:52] 那它更多的是一个比较简单的一个夹爪形态
[01:45:52--01:45:56] 那再往后其实就是手指形态的数据
[01:45:56--01:45:56] 零脚手
[01:45:56--01:46:01] 没错那他们已经证明就是说这27万小时数据
[01:46:01--01:46:03] 在模型上看到了skilling law
[01:46:03--01:46:03] 对
[01:46:03--01:46:06] 那么我觉得由于这几个点
[01:46:06--01:46:07] 其实从我们的
[01:46:07--01:46:09] 实在的观察上
[01:46:09--01:46:12] 从我们的客户给我们带来的需求上
[01:46:12--01:46:14] 过去几个月可能是一个质的一个飞跃
[01:46:14--01:46:18] 就是对于这个数据量的这个需求是一个可能
[01:46:18--01:46:19] 极大的一个增加
[01:46:19--01:46:22] 让我们可能原来的时候是一个我们
[01:46:22--01:46:25] 就是我们需要去刺激需求
[01:46:25--01:46:28] 到现在我们可能是要去规模化我们的团队
[01:46:28--01:46:30] 来真正的交付客户的需求
[01:46:30--01:46:31] 这样一个阶段
[01:46:31--01:46:35] 对那当然就是说在这我可能再分享一些更多的
[01:46:35--01:46:36] 想法
[01:46:36--01:46:38] 我觉得金塔其实并不是一个很单纯的
[01:46:38--01:46:39] 就是三层
[01:46:39--01:46:41] 就是真实数据
[01:46:41--01:46:42] 仿真数据
[01:46:42--01:46:45] 然后这个人类数据
[01:46:45--01:46:47] 它其实每一个
[01:46:47--01:46:50] 阶段就是每一层都要细分
[01:46:50--01:46:51] 我举一个例子
[01:46:51--01:46:52] 从
[01:46:52--01:46:54] 仿真数据层可能最往上
[01:46:54--01:46:57] 这一层可能是一个人去驱动的仿真数据
[01:46:57--01:46:58] 因为它
[01:46:58--01:47:01] 从RI角度很贴近于真实数据层
[01:47:01--01:47:02] 对吧
[01:47:02--01:47:06] 它的优势是它不需要去基于机器人的本体
[01:47:06--01:47:06] 对吧
[01:47:06--01:47:07] 那它呢
[01:47:07--01:47:08] 另外呢就是说
[01:47:08--01:47:10] 它还是用人这样能够采集到
[01:47:10--01:47:13] 最高质量的数据
[01:47:13--01:47:16] 但是它的问题就是它的规模化能力相对来说欠缺
[01:47:16--01:47:17] 对吧
[01:47:17--01:47:20] 那往下呢其实就更多是一个算法驱动的
[01:47:20--01:47:21] 模型驱动的
[01:47:21--01:47:22] 自动化采集层
[01:47:22--01:47:25] 那这个呢可能人的技术就相对来说很少
[01:47:25--01:47:27] 那它能够保证的是它的
[01:47:27--01:47:28] 规模化
