[00:00:01--00:00:08] 我觉得在硅谷,大家都觉得机器人可能是即将发生的一个最重要的变革
[01:20:38--01:20:40] 就是有一个非常非常强大的这个基底模型
[01:20:40--01:20:41] 做模型
[01:20:41--01:20:42] gemini by the way
[01:20:42--01:20:43] 非常非常的强大
[01:20:43--01:20:45] 就是我们发现就是说
[01:20:45--01:20:47] 如果你的这个
[01:20:47--01:20:49] 就是基础模型非常强的话
[01:20:49--01:20:53] 那么你在加入这个action data的时候
[01:20:53--01:20:54] 你有没有
[01:20:54--01:20:55] 你就不需要那么费力
[01:20:55--01:20:56] 而且你的
[01:20:56--01:20:59] 泛化性啊等等方面都会变得更好
[01:21:00--01:21:02] 我突然意识到强调机器人
[01:21:02--01:21:04] 机座独立性的人
[01:21:04--01:21:05] 他是创业公司
[01:21:05--01:21:08] 所以他自己没有那个机座大的原模型
[01:21:08--01:21:09] 而你们在gemini之上
[01:21:09--01:21:11] 所以感受是不一样的
[01:21:11--01:21:13] 非常可能就是
[01:21:13--01:21:15] 根据你
[01:21:15--01:21:17] 其实在做的事情
[01:21:17--01:21:19] 你的认知也会非常不一样
[01:21:19--01:21:22] 就是比如如果我跟
[01:21:22--01:21:24] 一年以前吧
[01:21:24--01:21:25] 或者如果我跟很多
[01:21:25--01:21:27] 比如在学校做
[01:21:27--01:21:29] 机器人的比如老师也好
[01:21:29--01:21:30] 学生也好
[01:21:30--01:21:31] 大家会觉得
[01:21:31--01:21:32] 有一个泛化能力非常重要
[01:21:32--01:21:33] 而且很难做
[01:21:33--01:21:35] 那个叫visual generalization
[01:21:35--01:21:37] 就是当你的光照变化的时候
[01:21:37--01:21:39] 当你的就布景变化
[01:21:39--01:21:40] 颜色变化的时候
[01:21:40--01:21:42] 那么机器人本来能做的事情
[01:21:42--01:21:43] 可能突然间做不了了
[01:21:43--01:21:46] 因为你可能没有收集过之类的数据
[01:21:46--01:21:48] 但是因为我们出现gemini
[01:21:48--01:21:50] gemini它有个非常强的
[01:21:50--01:21:51] 叫visual encoder
[01:21:51--01:21:53] 那个visual encoder已经见过
[01:21:53--01:21:55] 全世界所有英特尔网上的数据的假设
[01:21:55--01:21:56] 对吧
[01:21:56--01:21:57] 就很多很多数据
[01:21:57--01:21:58] 我们就发觉
[01:21:58--01:22:00] 这个visual generalization
[01:22:00--01:22:01] come for free
[01:22:01--01:22:03] 我们不需要做任何的研究
[01:22:03--01:22:04] 或任何的东西
[01:22:04--01:22:05] 它的visual generalization
[01:22:05--01:22:06] 就已经特别好
[01:22:06--01:22:08] 所以当你有一个已经非常强的
[01:22:08--01:22:09] 这个基底模型
[01:22:09--01:22:11] 和你还是没有这个非常强
[01:22:11--01:22:13] 或者你用一个开源的模型
[01:22:13--01:22:15] 或者你从头开始圈一个模型
[01:22:15--01:22:17] 我觉得大家认知会是不太一样的
[01:22:17--01:22:18] 你也很有意思
[01:22:18--01:22:19] 你之前创过业
[01:22:19--01:22:20] 然后加入了大公司
[01:22:20--01:22:21] 在大公司待了十年
[01:22:21--01:22:22] 为什么呀
[01:22:22--01:22:24] 那你接下来的十年
[01:22:24--01:22:25] 你会愿意在大公司
[01:22:25--01:22:26] 还是会愿意
[01:22:26--01:22:27] 比如说自己创业
[01:22:27--01:22:28] 或者加入大公司
[01:22:28--01:22:30] 还是一个创业公司
[01:22:30--01:22:31] 就是每个
[01:22:31--01:22:32] 我觉得很多人
[01:22:32--01:22:33] 都会有个创业梦吧
[01:22:33--01:22:36] 我觉得小时候
[01:22:36--01:22:37] 也没有小时候
[01:22:37--01:22:38] 本科的时候
[01:22:38--01:22:40] 我觉得我也年轻
[01:22:40--01:22:41] 想闯一闯
[01:22:41--01:22:42] 想看看这个世界什么样子
[01:22:42--01:22:44] 想知道创业是什么样的感受
[01:22:44--01:22:46] 然后那个正好有一些朋友
[01:22:46--01:22:47] 有一样的志向
[01:22:47--01:22:48] 就说你就去创业了
[01:22:48--01:22:49] 非常锻炼人
[01:22:49--01:22:51] 我觉得不管是从技术
[01:22:51--01:22:53] 从你要想产品
[01:22:53--01:22:54] 从融资
[01:22:54--01:22:56] 从各个角度都非常锻炼人
[01:22:56--01:22:57] 所以我
[01:22:57--01:22:58] 我非常
[01:22:58--01:23:01] 非常感激那段创业的经历吧
[01:23:01--01:23:04] 然后现在我觉得在大公司
[01:23:04--01:23:06] 其实是一个非常不错的选择
[01:23:06--01:23:08] 主要原因还是
[01:23:08--01:23:09] 现在很多事情感觉
[01:23:09--01:23:11] 只有在大公司能做
[01:23:11--01:23:13] 因为大公司有资源
[01:23:13--01:23:14] 大公司有算力
[01:23:14--01:23:16] 大公司聚了一大批
[01:23:16--01:23:18] 和你一样有着使命感
[01:23:18--01:23:20] 然后非常聪明的人
[01:23:20--01:23:22] 像这种大模型时代
[01:23:22--01:23:24] 其实很多事情
[01:23:24--01:23:26] 尤其是当你的这个使命是
[01:23:26--01:23:27] solve AGI
[01:23:27--01:23:28] in the physical world
[01:23:28--01:23:29] 的时候
[01:23:29--01:23:32] 我觉得其实并没有太多其他的选择
[01:23:32--01:23:33] 嗯
[01:23:33--01:23:35] 这是什么时候意识到的
[01:23:35--01:23:38] 你什么时候有很深刻的这种感受吗
[01:23:38--01:23:39] 这可能是最近几年
[01:23:39--01:23:40] 对
[01:23:40--01:23:42] 就开始我觉得在大公司就挺好的
[01:23:42--01:23:43] pays well
[01:23:43--01:23:44] nice environment
[01:23:44--01:23:45] free food
[01:23:45--01:23:46] 对吧
[01:23:46--01:23:47] 也有很多的自由去去explore
[01:23:47--01:23:49] 你想做的事情
[01:23:49--01:23:51] 觉得不同的好吧
[01:23:51--01:23:52] 但是这一两年
[01:23:52--01:23:54] 当AI真的开始卷起来的时候
[01:23:54--01:23:57] 其实你也看到很多学校老师
[01:23:57--01:23:59] 他们要么去创业了
[01:23:59--01:24:00] 要么在大公司兼职
[01:24:00--01:24:03] 其实他们都是需要有更多的资源
[01:24:03--01:24:04] 对吧
[01:24:04--01:24:05] 更多的算力
[01:24:05--01:24:07] 所以说如果有一个大公司
[01:24:07--01:24:09] 他能提供给你算力资源
[01:24:09--01:24:11] 而且领导足够重视
[01:24:11--01:24:14] 大家有就相同的go的话
[01:24:14--01:24:16] 我觉得是一个非常难得的机会
[01:24:16--01:24:17] 嗯
[01:24:17--01:24:19] 你觉得这几年Google AI
[01:24:19--01:24:21] 或者Robotics的研究文化上
[01:24:21--01:24:22] 有没有发生过变化
[01:24:22--01:24:24] 那我觉得这个变化很大的
[01:24:24--01:24:26] 就是因为我怎么说也算远老级的
[01:24:26--01:24:27] 员工了
[01:24:27--01:24:29] 是因为我是9年前加入的
[01:24:29--01:24:30] 可能我加入的时候
[01:24:30--01:24:32] 正好是这个team起步的时候
[01:24:32--01:24:34] 那个时候其实就非常的
[01:24:34--01:24:36] 怎么说松散管理吧
[01:24:36--01:24:39] 就是每个进来的researcher都独当一面
[01:24:39--01:24:41] 你想做什么就做
[01:24:41--01:24:42] 大家给你足够的信任
[01:24:42--01:24:43] 而且人比较少嘛
[01:24:43--01:24:45] 所以资源分配也不是什么问题
[01:24:45--01:24:46] 人有多少当时
[01:24:46--01:24:49] 当时可能我加入是10个人
[01:24:49--01:24:50] 对
[01:24:50--01:24:51] 现在多少人
[01:24:51--01:24:53] 现在150个人就Robotics
[01:24:53--01:24:54] 所以10年前9年前
[01:24:54--01:24:56] 只有10个人在研究Robotics
[01:24:56--01:24:58] 在我在Google Brain
[01:24:58--01:24:59] OK
[01:24:59--01:25:01] 而且那时候可能Google Brain也没有很大
[01:25:01--01:25:03] 也就几十个人
[01:25:03--01:25:05] 那会不会更怀念那个时候
[01:25:06--01:25:08] 我觉得感受是不一样的
[01:25:08--01:25:09] 对
[01:25:09--01:25:10] 然后那个时候
[01:25:10--01:25:12] 就是You can do whatever you like
[01:25:12--01:25:14] 就是感觉是非常爽的一件事情
[01:25:14--01:25:16] 但同时你也发觉就是
[01:25:16--01:25:19] 你个人的impact是非常有限的
[01:25:19--01:25:23] 其实你就像一个very well paid的PhD
[01:25:23--01:25:24] 对吧
[01:25:24--01:25:27] 或者可能very well paid的assistant professor
[01:25:27--01:25:28] 就是你有一些自主权
[01:25:28--01:25:30] 决定要做什么研究了
[01:25:30--01:25:32] 然后Google pay well
[01:25:32--01:25:34] 但是你很难想象就是
[01:25:34--01:25:36] 我能做一个非常大的
[01:25:36--01:25:38] 惊天地气鬼神的事情
[01:25:38--01:25:40] 因为每个人都非常松散嘛
[01:25:40--01:25:41] 就是我也很难聚一拨人
[01:25:41--01:25:43] 大家做一个大的事情
[01:25:43--01:25:45] 对然后慢慢的
[01:25:45--01:25:47] 就是我觉得Google也意识到这一点
[01:25:47--01:25:49] 觉得我们不想
[01:25:49--01:25:51] 只是有一个academic lab
[01:25:51--01:25:53] but very costly
[01:25:53--01:25:55] 所以说Google也是希望
[01:25:55--01:25:56] 就是你们可以有更多人
[01:25:56--01:25:57] 做类似的事情
[01:25:57--01:25:59] 然后非常的聚焦的
[01:25:59--01:26:01] 解决一个很大的问题
[01:26:01--01:26:03] 所以不管是从promotion
[01:26:03--01:26:05] 或者是从performance review
[01:26:05--01:26:06] 从incentive
[01:26:06--01:26:09] 从各种各样的structure上
[01:26:09--01:26:10] 就是Google想创造一个环境
[01:26:10--01:26:12] 使得更多的人可以解决
[01:26:12--01:26:14] 一起解决更大的事情
[01:26:14--01:26:15] 它需要团队协作
[01:26:15--01:26:16] 它需要团队协作
[01:26:16--01:26:17] 对
[01:26:17--01:26:18] 然后到最近就是
[01:26:18--01:26:19] 你可以看Jammer robotics
[01:26:19--01:26:21] 不管是第一代
[01:26:21--01:26:22] 就是三月份的那个版本
[01:26:22--01:26:23] 那个时候
[01:26:23--01:26:25] 其实120个人在author list上
[01:26:25--01:26:27] 这次可能160到180个人
[01:26:27--01:26:29] 就是说真的是
[01:26:29--01:26:31] 需要一个很大的团队
[01:26:31--01:26:32] 齐心协力
[01:26:32--01:26:33] 然后有一些人是解决
[01:26:33--01:26:34] 比如说infrastructure
[01:26:34--01:26:36] 就是比如说data pipeline
[01:26:36--01:26:38] 或者training pipeline的问题
[01:26:38--01:26:40] 然后有些人是做research
[01:26:40--01:26:42] 然后有些人是做比如说evaluation
[01:26:42--01:26:43] 因为你有很多robot
[01:26:43--01:26:46] 它要并行的做测试
[01:26:46--01:26:49] 有些人是得做data collection
[01:26:49--01:26:50] 做maintenance
[01:26:50--01:26:52] 就是你真的需要一个非常大的团队
[01:26:52--01:26:53] 非常强的算命
[01:26:53--01:26:54] 才能把这样一件事情做好
[01:26:54--01:26:56] 那从比较分散的结构
[01:26:56--01:26:58] 到一个能够集团军作战的结构
[01:26:58--01:27:00] 它的管理方式发生了变化吗
[01:27:00--01:27:02] 那变化非常大嘛
[01:27:02--01:27:04] 就是我觉得开始的时候人比较少
[01:27:04--01:27:06] 你会不适应吗
[01:27:06--01:27:07] 我觉得我是
[01:27:07--01:27:08] 因为我一直在这样一个团队里
[01:27:08--01:27:10] 我是随着它在不断的变化
[01:27:10--01:27:11] 并不是说
[01:27:11--01:27:13] 我开始在一个非常松散的团队
[01:27:13--01:27:15] 突然间空降到一个
[01:27:15--01:27:17] 就是集团军作战的团队
[01:27:17--01:27:18] 如果是那样子的话
[01:27:18--01:27:19] 我能够非常想象就是说
[01:27:19--01:27:21] 这个会有culture shock
[01:27:21--01:27:23] 但因为我在不断的随着它变化
[01:27:23--01:27:26] 其实也在不断的就是shape这个变化
[01:27:26--01:27:30] 所以说对我来说并没有一个不适应
[01:27:30--01:27:33] 而且我觉得这是一个好的变化
[01:27:33--01:27:35] 很多人会讨论AI的组织
[01:27:35--01:27:37] 是要自上而下还是自下而上
[01:27:37--01:27:38] 你们是什么样的
[01:27:38--01:27:39] 我们是都有
[01:27:39--01:27:41] 就是像general robotics
[01:27:41--01:27:43] 它是更多的自上而下
[01:27:43--01:27:45] 就是你得确定一个方向
[01:27:45--01:27:47] 你得确定一个timeline
[01:27:47--01:27:48] 你想吧就是那么多人
[01:27:48--01:27:49] 他要做实验
[01:27:49--01:27:51] 资源也不是无限的
[01:27:51--01:27:53] 你也不是有几百万张卡
[01:27:53--01:27:54] 大家可以随便用
[01:27:54--01:27:56] 就是还是有很多的coordination
[01:27:56--01:27:59] 还是有很多自上而下的就是决策
[01:27:59--01:28:02] 但同时我们也有除了general robotics
[01:28:02--01:28:03] 我们还有很多其他的research
[01:28:03--01:28:05] 那个是自下而上的
[01:28:05--01:28:07] 因为还是researcher都很强
[01:28:07--01:28:10] 他们都非常紧跟这个时代的潮流
[01:28:10--01:28:12] 就是他们会想到各种各样新的方法
[01:28:12--01:28:13] 然后想做实验
[01:28:13--01:28:15] 他们会自下而上的
[01:28:15--01:28:18] 就是和几个人一起形成一个很小的团队
[01:28:18--01:28:21] 做这种非常快速的迭代
[01:28:21--01:28:23] 然后fail fast
[01:28:23--01:28:24] 然后如果这东西做成了
[01:28:24--01:28:27] 他们会想把这东西集成到比如general robotics里面
[01:28:27--01:28:30] 使得它有更好的更大的一个impact
[01:28:30--01:28:33] 我想到今天一反复来聊的那个secret
[01:28:33--01:28:34] motion transfer
[01:28:34--01:28:35] 它是自上而下产生的
[01:28:35--01:28:37] 还是自下而上产生的
[01:28:37--01:28:39] 那个是自下而上产生的
[01:28:39--01:28:43] 我们的目标是我们想解决这个data bottleneck
[01:28:43--01:28:45] 所以你细分下来会有一块
[01:28:45--01:28:46] 就是我们需要
[01:28:46--01:28:48] we can train on the
[01:28:48--01:28:50] 就是multiple embodiment data
[01:28:50--01:28:51] 对吧
[01:28:51--01:28:52] 这是自上而下的
[01:28:52--01:28:53] 就是what是自上而下的
[01:28:53--01:28:54] 我们要什么
[01:28:54--01:28:57] 但how其实经常是自下而上的
[01:28:57--01:28:59] 其实当很多人知道我们需要这个的时候
[01:28:59--01:29:01] 他会有各种各样的想法
[01:29:01--01:29:02] 说我怎么做这个
[01:29:02--01:29:04] 然后就会有很多很小的团队
[01:29:04--01:29:06] 他们尝试不同的方法
[01:29:06--01:29:08] 然后其实很多方法都是work的
[01:29:08--01:29:11] 很多方法其实他们甚至是compatible的
[01:29:11--01:29:13] 他们可以像搭积木一样搭在一起
[01:29:13--01:29:15] 其实这个motion transfer就是这样一个例子
[01:29:15--01:29:18] 就是其实有三四个不同的团队
[01:29:18--01:29:19] 他们有一些想法
[01:29:19--01:29:20] 而且这个想法是
[01:29:20--01:29:24] 你可以全部integrate到一个系统里面的
[01:29:24--01:29:26] 然后造就了这个motion transfer
[01:29:26--01:29:29] 所以Google现在相信大力出奇迹吗
[01:29:29--01:29:31] 就大力是必须的
[01:29:31--01:29:33] 但大力不是sufficient的
[01:29:33--01:29:36] 就是有necessary condition和sufficient condition
[01:29:36--01:29:37] 就是重要条件
[01:29:37--01:29:38] 对
[01:29:38--01:29:40] 就大力是必要条件
[01:29:40--01:29:41] 如果你不scale up
[01:29:41--01:29:44] 我觉得就很难有奇迹发生
[01:29:44--01:29:46] 但是如果你光scale up
[01:29:46--01:29:47] 但是你不够聪明
[01:29:47--01:29:49] 你不够有足够的创新
[01:29:49--01:29:52] 对比如说算力对data
[01:29:52--01:29:53] 我觉得是不够的
[01:29:53--01:29:56] 你们最卷能卷到什么程度啊现在
[01:29:56--01:29:58] 这个问题其实我最近跟很多
[01:29:58--01:29:59] 我回国嘛
[01:29:59--01:30:00] 就是我知道就国内很卷
[01:30:00--01:30:02] 所以我就想知道国内有多卷
[01:30:02--01:30:05] 我发觉好像国内不一定比我卷
[01:30:05--01:30:07] 虽然我们team都挺卷
[01:30:07--01:30:09] 然后我讲跟别人说
[01:30:09--01:30:12] 我一周可能工作70到80个小时
[01:30:12--01:30:15] 感觉可能比996还要更辛苦一点
[01:30:15--01:30:17] 但这个感觉在硅谷现在
[01:30:17--01:30:19] 在AI圈子里面已经是常态了
[01:30:19--01:30:20] 大家一提到谷歌
[01:30:20--01:30:22] 我都会说他研究的文化很好
[01:30:22--01:30:24] 他的研究的就是底蕴很好
[01:30:24--01:30:26] 但是同时大公司也会有大公司病
[01:30:26--01:30:27] 反正每个公司都有
[01:30:27--01:30:29] 你觉得现在还强吗
[01:30:29--01:30:31] 大公司病肯定是存在的
[01:30:31--01:30:36] 大公司总是在决策上一层一层的获得approval
[01:30:36--01:30:39] 大公司在很多地方都非常conservative
[01:30:39--01:30:40] 对吧
[01:30:40--01:30:43] 大公司总是有各种各样的垄断
[01:30:43--01:30:45] 和这个PR的risk
