[00:00:01--00:00:15] Hello 大家好 我是小骏
[00:00:15--00:00:18] 今天我们来到了美国硅谷
[02:38:36--02:38:40] 然后随着你能够让你的这一些subagents
[02:38:40--02:38:42] 能够应用的skill
[02:38:42--02:38:44] 而skill就是learning to use tool
[02:38:44--02:38:45] 学会使用工具
[02:38:45--02:38:48] 随着这些种类选择种类变多
[02:38:48--02:38:51] 你可以去做skilling learning from experience
[02:38:51--02:38:53] 这些东西我觉得我们做的比较前沿
[02:38:53--02:38:56] 这是一个我自己个人的一个Aha moment
[02:38:56--02:39:00] 所以一个数从比如说40个node
[02:39:00--02:39:02] 40个顶点的一个数
[02:39:02--02:39:05] 一个证明就可以把它转化成一个数
[02:39:05--02:39:06] 这个数从40个
[02:39:06--02:39:08] 我们已经现在skill到4000个
[02:39:08--02:39:10] 就是它是一个更深更广的一个数
[02:39:10--02:39:13] 这是第一个我觉得我们可能做得不错的一个点
[02:39:13--02:39:17] 第二个我觉得有一个我们的Aha moment
[02:39:17--02:39:22] 其实是就是我们发现这个数学的这个定理证明
[02:39:22--02:39:25] 的很好的一个AI theorem prover
[02:39:25--02:39:29] 能够转化到它很强的代码验证能力
[02:39:29--02:39:30] 对有一个
[02:39:30--02:39:34] 我觉得就是在这个Verena benchmark上的first
[02:39:34--02:39:38] 是我们看到了一个让我们都很惊讶的一个事情
[02:39:38--02:39:41] 然后同时可以生成代码和这个证明
[02:39:41--02:39:43] 其实这是一个很有意思的事情
[02:39:43--02:39:46] 如果你想就是正常的一个代码是python
[02:39:46--02:39:49] 然后证明是英语就是自然语言
[02:39:49--02:39:51] 那如果你去做就是强化学习的话
[02:39:51--02:39:54] 你相当于它指指着你往两个地方走
[02:39:54--02:39:57] 你你到底是python做的好还是自然语言做的好
[02:39:57--02:40:02] 那你如果说是你把这两个目标函数把它就是聚拢起来
[02:40:02--02:40:06] 你让你的这个代码和这个这个代码的证明
[02:40:06--02:40:08] 它都是lean或者说甚至代码不是lean吧
[02:40:08--02:40:13] 它是rust它也是一个它也是一个就是lean是dependency type
[02:40:13--02:40:15] 这个rust是一个strongly type language
[02:40:15--02:40:17] 它可能就能够让它这个收拢
[02:40:17--02:40:20] 反而能够能有更好的一个verify generation
[02:40:20--02:40:23] 就是一边验证一边生成的这样的一个一个时刻
[02:40:23--02:40:25] 这是我觉得第二个
[02:40:25--02:40:27] 其实我觉得我自己觉得比较美的一个东西
[02:40:27--02:40:28] 对
[02:40:28--02:40:30] 为了更好的理解AI for math
[02:40:30--02:40:32] 能不能给大家讲讲就是在你的心目中
[02:40:32--02:40:35] AI for math它在整个AI的大地图上
[02:40:35--02:40:37] 它应该画在哪个地方
[02:40:37--02:40:38] 能不能给大家一个myping
[02:40:38--02:40:39] 好
[02:40:39--02:40:42] AI for math我觉得现在就是
[02:40:43--02:40:46] convert收敛到大家差不多其实是一个做法
[02:40:46--02:40:54] 就是我先拿一个open source的一个开源的一个先训好的一个模型
[02:40:54--02:40:58] 比如说我拿这个quant或者我拿这个quant的一个模型
[02:40:58--02:41:03] 然后我在上面去做就是做后训练
[02:41:03--02:41:05] 然后做后训练大家做法不一样
[02:41:05--02:41:08] 有些人就直接上RL有些人是SFP然后RL
[02:41:08--02:41:12] 然后最后做好了这样的一个model之后
[02:41:12--02:41:17] 把它就是去可以说是放到一个系统里面去
[02:41:17--02:41:20] 然后这个系统里面有各种各种各样的model
[02:41:20--02:41:24] 有一些model还可以做一些就是非常specialized的一些东西
[02:41:24--02:41:28] 然后这一个系统差不多它去call一些tools
[02:41:28--02:41:31] 然后这些tools一些tools其实还蛮难做的
[02:41:31--02:41:34] 就是要做很多一些lean的metaprogramming
[02:41:34--02:41:39] 然后这整个的这一个这一个系统的这个设计有不同的不同的方法
[02:41:39--02:41:42] 我觉得差不多是现在是这样的一个大体化
[02:41:42--02:41:44] 大家其实都是差不多这么做
[02:41:44--02:41:46] 然后我觉得还是有一点点不同
[02:41:46--02:41:51] 可能我觉得我们和像SeedProver HilbertProver的做法都比较类似
[02:41:51--02:41:58] 然后我觉得好像是比如说ArsTotal它和这个AlphaProve以前的那个做法有点类似
[02:41:58--02:41:59] 其实大概分两派
[02:41:59--02:42:08] 然后基本上我们比如说就是邀请加入我们的同学的这个AI的这个过往的工作都是
[02:42:08--02:42:10] 后训练呀就是强化学习呀
[02:42:10--02:42:12] 然后就是做reasoning做推理呀
[02:42:12--02:42:16] 然后也有招一些做agents甚至是swarm of agents的一些同学
[02:42:16--02:42:22] 然后就是非常full stack的这个engineering skill也非常需要
[02:42:22--02:42:24] 差不多是这样的一个东西
[02:42:24--02:42:26] 我看了很多研究资料
[02:42:26--02:42:28] 我会觉得如果AI for math突破了
[02:42:28--02:42:30] 它应该不会是指解决math的问题
[02:42:30--02:42:33] 它应该是具有放化性的这个观点对吗
[02:42:33--02:42:37] 对这是一个很有很有意思的点
[02:42:37--02:42:42] 我觉得AI for math大家其实讲的一般讲一个核心科技叫做
[02:42:42--02:42:44] proving就是证明
[02:42:44--02:42:49] 就我觉得AI for math它能做的东西也就是说能达到一个更多用处的
[02:42:49--02:42:51] 其实是一整套一整套东西
[02:42:51--02:42:54] 我觉得你需要有一个非常好的一个prover一个证明的系统
[02:42:54--02:42:56] 你需要有非常好的一个conjecture提出猜想
[02:42:56--02:42:59] 能够提出数学问题的这样的一个AI
[02:42:59--02:43:05] 然后其实某种程度上这一个能够证明的AI是你能够提出猜想的这个AI的reward
[02:43:05--02:43:11] 就是我能够拿它去拿这个证明这个prover去做这个conjecture的这个reward system
[02:43:12--02:43:17] 其实有一篇文章叫self-placer improver就是自我自对异
[02:43:17--02:43:18] 对自对异
[02:43:18--02:43:24] 然后这个其实是董克帆然后马腾宇他们就是这篇文章斯坦福的一个文章
[02:43:24--02:43:32] 然后呢他其实就是其实是所有人开始想就是conjecture怎么做猜想的模型的这样的一个一个起步点
[02:43:32--02:43:36] 猜想模型的难点是我不像证明模型
[02:43:36--02:43:39] 我证明出来了就是1没证明出来就是0
[02:43:39--02:43:40] 我没有这个reward了
[02:43:40--02:43:42] 我怎么去说我这个猜想模型呢
[02:43:42--02:43:43] 我猜想是好还是不好
[02:43:43--02:43:49] 然后除了说拿这个能够证明的这个东西去做一个grounding去做一个
[02:43:49--02:43:53] 去给它这个这个信号之外
[02:43:53--02:43:55] 还需要加一些其他的东西
[02:43:55--02:44:00] 比如说怎么知道你这个猜想是否在数学上是非常无意义的
[02:44:00--02:44:04] 比如说你完全猜想出来了一个不是那么重要的东西
[02:44:04--02:44:05] 就是一点也不重要
[02:44:05--02:44:08] 我也不知道为什么你会让你的prover去证明这个结论
[02:44:08--02:44:10] 那就可能会有一些东西叫elegance filter
[02:44:10--02:44:12] elegance filter叫做
[02:44:12--02:44:14] 去判断这个东西是否优雅
[02:44:14--02:44:17] 然后在这个stp这篇文章里面的这个优雅
[02:44:17--02:44:19] 这个优雅不优雅是靠长度决定的
[02:44:19--02:44:23] 就一个东西它的题目比起它的这个证明来说是长还是短
[02:44:23--02:44:25] 这个是优雅不优雅
[02:44:25--02:44:28] 然后但是这个感觉上就很粗糙
[02:44:28--02:44:32] 因为他们其实他们的那个数据集是叫link workbook
[02:44:32--02:44:35] 是一个比较是高中数学的一个数据集
[02:44:35--02:44:41] 完全这个东西如果做到更高级的比如说本科或者说是就是博士研究的的话
[02:44:41--02:44:44] 你没有办法去靠就是长度来就是绝对
[02:44:44--02:44:47] 作为一个唯一的一个优雅的一个过滤
[02:44:47--02:44:49] 所以没有没有没有什么
[02:44:49--02:44:50] 就是没有特别
[02:44:50--02:44:52] 没有特别强的延展
[02:44:52--02:44:54] 就是难度提高的时候
[02:44:54--02:44:56] 这篇文章不足够
[02:44:56--02:45:00] 所以就是怎么去做这个猜想
[02:45:00--02:45:03] 目前是一个我觉得比较就是前沿的一个研究问题
[02:45:03--02:45:07] 然后这个猜想的这个猜想家和这个证明家
[02:45:07--02:45:09] 他们俩就是要聊天
[02:45:09--02:45:11] 他们俩就是通过
[02:45:11--02:45:13] 通过就可以自我提升
[02:45:13--02:45:14] 然后呢
[02:45:14--02:45:18] 他们他们还有一个很重要的一个部分是叫做
[02:45:18--02:45:21] 尤其是我们在做形式化数学证明
[02:45:21--02:45:23] 叫做就是知识库
[02:45:23--02:45:24] 这个知识库为什么很重要
[02:45:24--02:45:26] 是因为大部分就是存在的数学
[02:45:26--02:45:28] 在英语里面存在的数学
[02:45:28--02:45:29] 或者在中文里面存在的数学
[02:45:29--02:45:31] 他都不存在令里面
[02:45:31--02:45:32] 他连定义都不在令里面
[02:45:32--02:45:36] 所以说我需要一个很好的去
[02:45:36--02:45:37] 我需要两件事情
[02:45:37--02:45:39] 第一个我需要能够很好的搜索
[02:45:39--02:45:41] 我什么是已知的已经被证明的
[02:45:41--02:45:43] 什么是需要被证明的
[02:45:43--02:45:44] 或者说甚至说
[02:45:44--02:45:45] 如果你让我证明一个东西
[02:45:45--02:45:47] 我在已知的里面找到一个反例
[02:45:47--02:45:48] 那我就直接可以证伪
[02:45:48--02:45:49] 对吗
[02:45:49--02:45:51] 然后另外一个需要的就是说
[02:45:51--02:45:53] 把这一些浩如烟海的数学
[02:45:53--02:45:55] 转化为形式化的数据
[02:45:55--02:45:57] 转化为形式化的数据的话
[02:45:57--02:46:01] 这个过程就是我说的第二个核心科技
[02:46:01--02:46:03] 叫做auto formalization
[02:46:03--02:46:04] 它就不是证明了
[02:46:04--02:46:05] 它是转化
[02:46:05--02:46:08] 它这个转化其实某种程度上
[02:46:08--02:46:09] 一是被忽略了
[02:46:09--02:46:10] 因为大家
[02:46:10--02:46:12] 比如说你如果证明了很多
[02:46:12--02:46:13] 普特兰的问题
[02:46:13--02:46:14] 或者IMO的问题
[02:46:14--02:46:15] 你就可以到推特上
[02:46:15--02:46:16] 你就会说
[02:46:16--02:46:17] 嗨我证明了
[02:46:17--02:46:19] 我是一个非常伟大的AI数学家
[02:46:19--02:46:22] 但是如果你只是把这个人类
[02:46:22--02:46:23] 已经就是发现了的
[02:46:23--02:46:24] 写好了的数学
[02:46:24--02:46:26] 转化为了这个形式化的
[02:46:26--02:46:29] 你会得到更少的这个赞美
[02:46:29--02:46:30] 但是这个科技
[02:46:30--02:46:33] 它其实比这个证明要更难
[02:46:33--02:46:35] 至少是一样的难度
[02:46:35--02:46:36] 我其实觉得是更难
[02:46:36--02:46:37] 为什么更难
[02:46:37--02:46:39] 就是如果说
[02:46:39--02:46:41] 我要求比较严格
[02:46:41--02:46:45] 我的输入是一个archive上的数学文章
[02:46:45--02:46:48] 而我的输出要求是把这个数学文章里面
[02:46:48--02:46:51] 所有的定理证明的这个对
[02:46:51--02:46:54] 这一对东西变成另的这个代码
[02:46:54--02:46:57] 成为了我的一个另的这个输出
[02:46:57--02:46:58] 那我需要几步
[02:46:58--02:46:59] 我第一步
[02:46:59--02:47:02] 我需要把这个文章变成拆分
[02:47:02--02:47:04] 我要拆分出什么是
[02:47:04--02:47:08] 什么是就是单个的定理和这个证明
[02:47:08--02:47:10] 有一些文章它结构性的比较好拆
[02:47:10--02:47:11] 但有一些文章
[02:47:11--02:47:12] 一个大的证明里面
[02:47:12--02:47:14] 可能能拆出好多东西
[02:47:14--02:47:16] 这个东西如果拆得不够细的话
[02:47:16--02:47:18] 拆得非常细的这东西叫做什么
[02:47:18--02:47:20] 叫blueprint蓝图
[02:47:20--02:47:21] 陶哲轩呀
[02:47:21--02:47:22] 还有说是
[02:47:22--02:47:24] 就是凯文巴泽尔的呀
[02:47:24--02:47:26] Alex Kantorowicz这一些数学家们
[02:47:26--02:47:27] 他们用
[02:47:27--02:47:29] 他们用人手写出过蓝图
[02:47:29--02:47:31] 他们曾经就是在polymath
[02:47:31--02:47:33] 还有就是后面的一些
[02:47:33--02:47:37] 大型的形式化的这个这个项目上
[02:47:37--02:47:40] 他们人手写了这个蓝图之后去丢出去
[02:47:40--02:47:44] 给全世界的本科的一些数学的这些学生去
[02:47:44--02:47:46] 每个人领一个小任务
[02:47:46--02:47:49] 然后所有这些人小任务加起来
[02:47:49--02:47:50] 星星之火可以燎原
[02:47:50--02:47:52] 就整个的这个东西就形式化就
[02:47:52--02:47:55] 就就就就就就就就就写好了
[02:47:55--02:47:59] 然后如果你需要让一个一个一个计算机
[02:47:59--02:48:02] 不管是AI还是一个就是Rubes的一个电脑系统
[02:48:02--02:48:04] 去进行把一个
[02:48:04--02:48:06] 从一个pdf一个archive pdf
[02:48:06--02:48:07] 到这个
[02:48:07--02:48:09] 这一个非常细的蓝图拆分
[02:48:09--02:48:11] 比如说20页的一个文章
[02:48:11--02:48:14] 变成一个200页500页的这样的一个蓝图拆分
[02:48:14--02:48:16] 使得我能够把这一些蓝图
[02:48:16--02:48:19] 非常细化的东西转化为Lin的话
[02:48:19--02:48:21] 这一步是非常难做的
[02:48:21--02:48:24] 这个需要很强的这种
[02:48:24--02:48:27] 就是分解这种分解推理能力
[02:48:27--02:48:28] 然后
[02:48:28--02:48:30] 所以这其实是一个难点
[02:48:30--02:48:32] 然后所以我其实讲的这整个
[02:48:32--02:48:35] 在AI for math这个导语上是
[02:48:35--02:48:36] 一个证明家一个猜想家
[02:48:36--02:48:37] 一个知识库
[02:48:37--02:48:41] 然后这个转化的能力就是贯穿着它们的始终
[02:48:41--02:48:45] 这是我们认为的这个这个这个科技愿景
[02:48:45--02:48:47] 然后其实你就会问一个问题说
[02:48:47--02:48:49] 这其实不就是翻译吗
[02:48:49--02:48:51] 把英语翻译成这个Lin
[02:48:51--02:48:52] 但事实上它是不是的
[02:48:52--02:48:54] 因为比如说我把英语翻译成法语
[02:48:54--02:48:57] 英语和法语它们多抽象其实是很类似的
[02:48:57--02:48:59] 有多结构性或者多不结构性
[02:48:59--02:49:02] 多松散多严谨它都是很类似的
[02:49:02--02:49:05] 但是就是Lin作为一个跟python更类似的
[02:49:05--02:49:08] 一种一种计算机代码语言
[02:49:08--02:49:11] 这个转化的过程尤其由于AI没有见过多少Lin
[02:49:11--02:49:16] 现在全世界的Lin加起来没有多少的token
[02:49:16--02:49:17] 所以这是非常困难的
[02:49:17--02:49:20] 转化回去叫auto-informalization
[02:49:20--02:49:22] 就是就是反方向的这个转化
[02:49:22--02:49:24] 从Lin到英语
[02:49:24--02:49:26] 这个反而是简单一些
[02:49:26--02:49:28] 因为这个它见到了很多的英语
[02:49:28--02:49:30] 但是这个的话比较难的难点
[02:49:30--02:49:32] 就是你如何确定你转化回去的这个数学
[02:49:32--02:49:33] 完全是正确的
[02:49:33--02:49:35] 你如何就是确定是正确的
[02:49:35--02:49:36] 确定它没有错误
[02:49:36--02:49:39] 这个我们一般就是让它再转化成Lin一点
[02:49:39--02:49:42] 就是做这种就是转化去转化回来
[02:49:42--02:49:43] 再转化去看一不一样
[02:49:43--02:49:45] 这个叫cycle consistency
[02:49:45--02:49:47] 用这个方法来去来去做
[02:49:47--02:49:50] 形式化语言和语言是什么关系啊
[02:49:50--02:49:53] 形式化语言其实就像是
[02:49:53--02:49:55] 像是比如说python
[02:49:55--02:49:59] 然后它它某种程度上你可以把它理解为
[02:49:59--02:50:01] 它有就是执行能力对吗
[02:50:01--02:50:02] 它可以就是我可以跑它
[02:50:02--02:50:04] 然后我跑它完之后就会看到一个goal
