[00:00:04--00:00:08] 这个我还没答完,因为我觉得这还不是终极实力
[02:03:50--02:03:53] 后来有一次很多年以后我们自己内部
[02:03:54--02:03:56] 开会的时候有一个我们的工程的
[02:03:56--02:03:57] 领导
[02:03:57--02:03:58] 他说了一句话
[02:03:58--02:03:59] 挺有意思的他说
[02:03:59--02:04:00] 确实
[02:04:01--02:04:07] 跟理想汽车的合作非常特别为什么呢就是你会感觉到他跟你是有感到一个公司的两个部门
[02:04:08--02:04:11] 就大家是高度一致的想解决同一个问题
[02:04:12--02:04:15] 更多的时候尤其你跟传统汽车厂沟通
[02:04:15--02:04:17] 他会向你甲乙钢
[02:04:17--02:04:19] 你的客户和供应商
[02:04:19--02:04:22] 之间的关系是这样一个典型的关系
[02:04:22--02:04:24] 在他们的一个案例里
[02:04:24--02:04:26] 我觉得就是他们想得比较清楚
[02:04:26--02:04:27] 至于如此难
[02:04:28--02:04:29] 有挑战时间也紧张
[02:04:30--02:04:31] 这样的一个又是高科技的产品
[02:04:32--02:04:33] 如果大家有一种
[02:04:33--02:04:35] 甲乙钢的方式去合作很可能效率是低的
[02:04:36--02:04:37] 事实上我们看到的也是这样的情况
[02:04:38--02:04:41] 所有这种更传统的更以甲乙钢的态度和我们合作的客户
[02:04:42--02:04:43] 最终结果是双输
[02:04:43--02:04:45] 越传统越这样我只能这么说
[02:04:46--02:04:48] 就不会是他赢我输的因为在这样的事情里
[02:04:48--02:04:49] 他赢不了我
[02:04:49--02:04:50] 如果我输了的话
[02:04:51--02:04:51] 对吧
[02:04:51--02:04:52] 所以确实是
[02:04:52--02:04:55] 也是一个但对于很多组织来说它是很挑战的
[02:04:55--02:04:56] 不是所有的
[02:04:56--02:04:58] 传统汽车厂都能够做的
[02:04:59--02:05:00] 不以甲乙钢的态度去
[02:05:01--02:05:01] 去看
[02:05:01--02:05:02] 看待和供应商的关系
[02:05:02--02:05:04] 最后的甲乙钢关系是怎样的
[02:05:05--02:05:08] 也不是最后的吧我觉得确实有很多时候就是说
[02:05:08--02:05:10] 可能简单的说就是比如说
[02:05:10--02:05:12] 如果遇到一些技术上的挑战
[02:05:13--02:05:14] 其实从甲乙钢态度上讲
[02:05:14--02:05:17] 他拿出一个客户态度和跟你说这事公事公办
[02:05:17--02:05:19] 都是你的问题我没问题
[02:05:19--02:05:21] 这些话都很容易说
[02:05:21--02:05:23] 但这个的问题是
[02:05:23--02:05:24] 大家就解决不了
[02:05:25--02:05:26] 对吧
[02:05:26--02:05:28] 那什么叫不是公事公办呢就是说
[02:05:29--02:05:31] 他意识到这个问题如果你解决不了了
[02:05:31--02:05:33] 我再骂你最终是双输的
[02:05:33--02:05:36] 所以他愿意说OK你跟我说我需要做什么
[02:05:36--02:05:39] 对吧虽然我的表面责任你没这事
[02:05:40--02:05:42] 但是我意识到如果你黄了对我没什么好处
[02:05:43--02:05:44] 我愿意帮助你
[02:05:44--02:05:47] 甚至一定程度上有时候会承担一些风险
[02:05:47--02:05:48] 那我觉得这还是很棒的
[02:05:48--02:05:49] 对你想想
[02:05:49--02:05:50] 你想什么
[02:05:52--02:05:54] 其实是在做机关了一大日前就
[02:05:55--02:05:56] 就算认识他
[02:05:56--02:05:59] 我对你更早就意识你这么少
[02:05:59--02:06:02] 我对你想最大的影响还是就是说他是一个
[02:06:03--02:06:05] 真的是说话就是特别的
[02:06:05--02:06:07] 直接并且短的人
[02:06:07--02:06:07] 就是
[02:06:08--02:06:10] 他好像更多的时候就是想给你
[02:06:10--02:06:11] 最高密度的信息
[02:06:12--02:06:13] 然后呢甚至
[02:06:14--02:06:15] 很多时候他说的话
[02:06:16--02:06:17] 当年我都
[02:06:17--02:06:18] 不太能理解
[02:06:18--02:06:20] 但是呢随着我也
[02:06:20--02:06:23] 作为创业者也在不断的经历更多事情
[02:06:23--02:06:24] 我就觉得
[02:06:24--02:06:25] 刚才他说是这个意思
[02:06:28--02:06:33] 关于产品呀战略呀组织呀这类的他都会有他都会愿意以最短形式的
[02:06:34--02:06:36] 表达方式给你最准确的信息
[02:06:36--02:06:37] 我觉得这还是
[02:06:37--02:06:39] 他有给你什么建议吗对在创业上
[02:06:42--02:06:45] 我当一般这个多的是想听他分享
[02:06:45--02:06:47] 我觉得倒不会直接去寻求
[02:06:48--02:06:49] 他的建议
[02:06:49--02:06:52] 确实有些时候也会有比如说
[02:06:52--02:06:53] 在
[02:06:54--02:06:57] 比如说用到最正大的办法比如说关于
[02:06:57--02:06:59] 乐器资本市场的上市呀
[02:07:00--02:07:01] 中美
[02:07:01--02:07:01] 制作市场
[02:07:02--02:07:04] 有时候我确实中美国际首都也认得得起
[02:07:04--02:07:06] 他往往也是很简单的答案
[02:07:07--02:07:07] 但就是
[02:07:08--02:07:09] 我发现就是他
[02:07:09--02:07:13] 绝大多数给你的最简单的答案里面倒好像他已经想得非常清楚的结论
[02:07:13--02:07:15] 所以就还挺无限的
[02:07:15--02:07:16] 于凯就不一样
[02:07:17--02:07:18] 于凯会帮我分析
[02:07:18--02:07:20] 他会花很多时间给我解释一下什么的就
[02:07:20--02:07:21] 就帮助我理解
[02:07:21--02:07:24] 理想本人可能是一个就
[02:07:24--02:07:26] 更愿意直接给你答案然后你问你自己去理解
[02:07:27--02:07:29] 2020年还发生过什么
[02:07:29--02:07:33] 2021年从公司层面最大的事一是在全力准备
[02:07:33--02:07:34] 就是
[02:07:34--02:07:35] ADOS的量产
[02:07:36--02:07:39] 如果他自己还是非常领先可能更大的是2021年融为一流钱
[02:07:40--02:07:41] 为什么对这个时候来
[02:07:41--02:07:43] 小米和美团现在战斗以前
[02:07:44--02:07:45] 小米是因为
[02:07:46--02:07:47] 其实小米投的特别多
[02:07:48--02:07:51] 第一个是因为他当时宣布造车
[02:07:52--02:07:53] 对我们就
[02:07:53--02:07:54] 可能会很有帮助
[02:07:54--02:07:56] 可能希望跟客户
[02:07:56--02:07:57] 有更多交流
[02:07:57--02:07:58] 但
[02:07:58--02:08:00] 仅仅作为一个客户倒也不是我最重要的原因
[02:08:00--02:08:01] 因为他跟博智不一样
[02:08:01--02:08:03] 博智毕竟是一个师傅了
[02:08:03--02:08:03] 因为他是
[02:08:04--02:08:04] 机构供应链
[02:08:05--02:08:06] 更多的是
[02:08:07--02:08:09] 我本身还挺喜欢小米的公司的
[02:08:09--02:08:10] 就我觉得
[02:08:11--02:08:12] 他之前不认识美总
[02:08:13--02:08:15] 是因为投资才有机会见到美总的
[02:08:15--02:08:17] 更多的就是
[02:08:18--02:08:21] 我觉得小米
[02:08:22--02:08:23] 还是一个
[02:08:23--02:08:27] 打法非常独特并且在我心中是把中国的这个
[02:08:28--02:08:28] 产品
[02:08:29--02:08:30] 供应链制造
[02:08:31--02:08:32] 甚至包括资本
[02:08:32--02:08:33] 做到了很极致的一家公司
[02:08:35--02:08:35] 比如说我
[02:08:36--02:08:37] 我买非常多小米的东西
[02:08:38--02:08:39] 然后
[02:08:39--02:08:41] 而且我确实觉得
[02:08:41--02:08:45] 买小米东西有一种就是你可以立志愿意买的感觉那我觉得这个肯定是
[02:08:46--02:08:46] 很厉害的
[02:08:47--02:08:48] 这里面不仅产品定义很厉害
[02:08:48--02:08:49] 包括商业也很厉害
[02:08:49--02:08:50] 供应链也很厉害
[02:08:50--02:08:51] 品控也很厉害
[02:08:51--02:08:52] 然后我甚至觉得他这些
[02:08:52--02:08:54] 供应设计程度也挺不错的
[02:08:54--02:08:57] 就整体而言我还是觉得挺厉害的一家公司
[02:08:57--02:08:58] 所以我觉得
[02:08:58--02:09:00] 当时一听说有机会小米造车
[02:09:00--02:09:02] 因为小米不造车的话对我来说有点
[02:09:02--02:09:03] 没什么道理
[02:09:03--02:09:04] 当时是
[02:09:05--02:09:08] 有机会先见到那个产投的负责人孙区村老师
[02:09:09--02:09:10] 孙老师也带着去见了美总
[02:09:11--02:09:13] 美总几分钟一会就觉得说挺好的你就明白了
[02:09:14--02:09:14] 你的新电话
[02:09:15--02:09:18] 包括自建产能这几个逻辑我觉得都没sense
[02:09:18--02:09:19] 然后就
[02:09:19--02:09:20] 很快就决策了
[02:09:21--02:09:23] 并不是吵了而是雷总感觉已经
[02:09:23--02:09:26] 非常熟悉我们的业务并且也把最关键的事情
[02:09:27--02:09:27] 很快就听行了
[02:09:28--02:09:29] 所以我觉得
[02:09:29--02:09:29] 挺好
[02:09:30--02:09:35] 美团是因为感觉也是有进度机会跟王欣聊了一下
[02:09:35--02:09:40] 我感觉他对整个长期的车的战略显然思考的很深
[02:09:41--02:09:41] 然后呢
[02:09:41--02:09:43] 因为我们的传统系在机器人上有用
[02:09:43--02:09:44] 其实当时我们已经是客户
[02:09:45--02:09:47] 就是在用我们的无人配送车
[02:09:47--02:09:49] 我当时觉得也是一个挺好的一个
[02:09:49--02:09:50] 切入点
[02:09:50--02:09:52] 然后那个星哥也是
[02:09:52--02:09:55] 很愿意跟我们分享他对我们的建议
[02:09:56--02:09:56] 所以也挺好的
[02:09:57--02:09:57] 然后
[02:09:58--02:10:00] 还有那个高瓴的张维总
[02:10:00--02:10:01] 也是
[02:10:01--02:10:03] 聊了一次以后他就觉得
[02:10:03--02:10:04] 何塞尔是一个
[02:10:04--02:10:05] 这部分
[02:10:06--02:10:08] 战略讲得比较清楚产品已经出来
[02:10:09--02:10:09] 所以他也很看好
[02:10:10--02:10:11] 他对这些行业的东西也很多了
[02:10:11--02:10:12] 还有CPE的工作
[02:10:14--02:10:16] 理想这个当时你是亏着做的吗
[02:10:16--02:10:17] 看你怎么定义
[02:10:18--02:10:18] 就是说
[02:10:19--02:10:20] 一旦
[02:10:22--02:10:24] 如果你说
[02:10:24--02:10:26] 应该说最早期肯定是亏的
[02:10:26--02:10:27] 因为这个
[02:10:28--02:10:30] 量还没起来的时候有各种问题
[02:10:31--02:10:33] 然后量没起来你毛利率什么的都算不明白吗
[02:10:34--02:10:35] 然后呢
[02:10:35--02:10:41] 后来到最后面的时候毛利率虽然转正了但是你考虑到研发头你像我们芯片头非常多钱
[02:10:42--02:10:43] 可能还是亏的
[02:10:45--02:10:47] 但这个我倒觉得真不惯理想
[02:10:47--02:10:49] 我倒觉得长期来讲在中国
[02:10:49--02:10:50] 这样就是
[02:10:51--02:10:56] 一比较卷二是确实客户竞争还没有完全大明白就他们的毛利率也不高
[02:10:56--02:10:59] 和好多人其实你算净利也都是亏的情况下呢
[02:11:00--02:11:03] 期待供应链有很好的毛利这个是不合理的
[02:11:03--02:11:07] 我觉得你真正应该期待的是供应链有没有把他的
[02:11:07--02:11:12] 虽然毛利很差净利是亏的情况下呢他的核心能力建设起来
[02:11:12--02:11:14] 这里面包括质量体系能力制造能力
[02:11:16--02:11:18] 当然包括芯片能力研发能力
[02:11:18--02:11:19] 当然
[02:11:19--02:11:25] 在这个标准建立起来以后呢我最近跟他们说了一句话就是叫做在中国是
[02:11:26--02:11:27] 健身房练肌肉
[02:11:27--02:11:29] 然后呢在海外靠这个来挣钱
[02:11:30--02:11:30] 因为你
[02:11:31--02:11:32] 出门的时候你就会发现
[02:11:32--02:11:33] 海外竞争那时候
[02:11:34--02:11:34] 没有
[02:11:36--02:11:36] 这么
[02:11:37--02:11:38] 这个激烈的竞争
[02:11:38--02:11:42] 也确实没有像中国汽车产业这样这么快速的发展
[02:11:43--02:11:45] 就是他既没有压力其实确实也没什么机会
[02:11:46--02:11:47] 那我们打他们是很容易的
[02:11:47--02:11:49] 那我觉得这个能力只能从这方面转
[02:11:49--02:11:50] 你不去做这事
[02:11:51--02:11:56] 你说谁家的这种尤其这一代产业链能从中国的产业链能赚足够多的钱
[02:11:57--02:12:00] 一我们确实做不到二我觉得可能不合理
[02:12:00--02:12:03] 所以说毕竟今天还处于行业快速成长期大家都在投入
[02:12:04--02:12:04] 所以又是比较难的
[02:12:05--02:12:06] 第二个客户是谁呀
[02:12:07--02:12:07] 理想
[02:12:08--02:12:10] 其中一个是路特斯
[02:12:10--02:12:12] 高和
[02:12:12--02:12:15] 极度后来认识音乐
[02:12:16--02:12:18] 然后后来慢慢的有
[02:12:18--02:12:19] 呃
[02:12:19--02:12:24] 后来就比较多了
[02:12:25--02:12:26] 所有东西
[02:12:26--02:12:29] 有什么你反复尝试就是开做不了的客户
[02:12:30--02:12:32] 哈哈哈哈
[02:12:32--02:12:34] 我现在还有几家没有用
[02:12:35--02:12:36] 但我倒觉得就是
[02:12:37--02:12:39] 他们确实还现在没有用
[02:12:40--02:12:41] 你得问他们呀
[02:12:42--02:12:43] 我不一定能知道最准确的原因
[02:12:44--02:12:44] 国外呢
[02:12:45--02:12:48] 国外是这样的有这个保姆约定
[02:12:49--02:12:50] 不能说哪家
[02:12:50--02:12:52] 但是我们确实公开说了
[02:12:52--02:12:54] 我们有一家顶级的欧洲车企的
[02:12:55--02:12:55] 然后呢
[02:12:56--02:12:56] 这些车企
[02:12:57--02:12:58] 首先肯定是
[02:12:58--02:12:59] 确实是最
[02:12:59--02:13:00] 顶级的几个名字之一
[02:13:01--02:13:02] 其次就是
[02:13:03--02:13:04] 这次好像是公开的
[02:13:05--02:13:08] 就是我询问客户名字了吧
[02:13:08--02:13:09] 我们不如聊一下这个事吧
[02:13:10--02:13:11] 就是说
[02:13:11--02:13:13] 我觉得最好的点在于第一呢
[02:13:14--02:13:16] 核酸一直是从最好的品牌开始做
[02:13:16--02:13:17] 我觉得这个很重要
[02:13:18--02:13:19] 如果你从
[02:13:19--02:13:20] 最差的品牌开始做
[02:13:21--02:13:22] 他关注的点会不一样
[02:13:22--02:13:23] 我觉得这是一个
[02:13:23--02:13:24] 会是很不幸的事情
[02:13:25--02:13:25] 我觉得
[02:13:26--02:13:28] 我们一直是从最好的品牌开始
[02:13:28--02:13:29] 最差品牌做的
[02:13:30--02:13:30] 关注的点不一样
[02:13:31--02:13:32] 最差品牌不是说他人差
[02:13:33--02:13:34] 而是说他档次比较差
[02:13:35--02:13:35] 对吧
[02:13:35--02:13:36] 就是如果是一个
[02:13:37--02:13:39] 最这个低端的车型
[02:13:40--02:13:42] 那他最关注的点其实理论上只有成本
[02:13:42--02:13:43] 这是比较合理的
[02:13:44--02:13:45] 那这种情况下你的所有产品
[02:13:45--02:13:48] 就得以西装所有东西为代价去做成本
[02:13:48--02:13:50] 那在我们这样一个
[02:13:50--02:13:52] 即使硬科机
[02:13:52--02:13:53] 同时又是安全
[02:13:53--02:13:54] 这样的情况下
[02:13:54--02:13:55] 你不希望
[02:13:56--02:13:59] 把成本作为你的唯一的竞争入室
[02:13:59--02:14:02] 你肯定希望的是性能质量是最好的
[02:14:02--02:14:04] 然后你理解成本压力然后不断把它做
[02:14:04--02:14:05] 这是更合理的嘛
[02:14:06--02:14:06] 所以就是说
[02:14:07--02:14:09] 无论是从我们说的他自己最高量产车
[02:14:10--02:14:10] 还是
[02:14:10--02:14:12] 在robo taxi行业一直从最高的那
[02:14:13--02:14:14] 还是在量产车行业
[02:14:14--02:14:16] 在国内在海外我们做的都是最厉害的品牌
[02:14:16--02:14:18] 我觉得这还蛮重要的
[02:14:18--02:14:19] 当然是一个
[02:14:20--02:14:20] 你说是一个
[02:14:21--02:14:21] 运气
[02:14:21--02:14:22] 还是一个
[02:14:22--02:14:23] 一个选择这个就很难讲
[02:14:24--02:14:25] 确实
[02:14:26--02:14:29] 我们的第1个国内的量产车客户如果是一个5万块钱的车
[02:14:29--02:14:30] 确实
[02:14:30--02:14:30] 压力不大
[02:14:31--02:14:35] 但你像我们第1个国内量产车客户是理想
[02:14:35--02:14:37] 就非常的幸运因为他最早的车也都是
[02:14:38--02:14:39] 529都40多万
[02:14:39--02:14:39] 对吧
[02:14:40--02:14:40] 那这个就
[02:14:40--02:14:42] 他就更希望你能做更好的东西
[02:14:42--02:14:43] 这是很好的
[02:14:45--02:14:47] 海外也是这样做的是一个
[02:14:48--02:14:49] 就是一个比较好的品牌
[02:14:50--02:14:51] 然后呢从他们角度而言就是
[02:14:51--02:14:53] 他肯定也希望你给他
[02:14:53--02:14:54] 最高质量的东西
[02:14:54--02:14:56] 那个质量呢
[02:14:56--02:15:01] 又会确实是更高一些因为传统的西方车厂他的那套主要体系会更复杂
[02:15:02--02:15:03] 他会更慢
[02:15:03--02:15:04] 但他会更复杂
[02:15:04--02:15:06] 那我们就会把这些已经
[02:15:07--02:15:11] 拥有的这些能力和技术和他的那套体系
[02:15:11--02:15:12] 给找到一个结合点
[02:15:12--02:15:15] 当然这里面是一个漫长而痛苦的过程
[02:15:15--02:15:16] 这个客户
[02:15:17--02:15:21] 可能18 19年从他的robotaxi项目上开始我们合作到
[02:15:22--02:15:22] 后来
[02:15:22--02:15:25] 因为我们做过各种各样的小项目
[02:15:25--02:15:29] 就跟这些欧洲人建立信任本来本质上就是一个漫长的过程
[02:15:29--02:15:31] 他不会说你跟他聊一次就相信你
[02:15:31--02:15:34] 而是他要充分看到你做足够多的验证
[02:15:34--02:15:37] 这里面就包括各种各样的我们叫PoC proof of concept
