[00:00:06--00:00:07] 在现在来说的话
[01:36:48--01:36:49] 这些都是问号
[01:36:49--01:36:50] 都是风险
[01:36:50--01:36:52] 所以它属于一种
[01:36:52--01:36:54] 典型的高风险
[01:36:54--01:36:55] 高回报的路线
[01:36:55--01:36:57] 有可能就是你做不出来
[01:36:57--01:36:58] 对
[01:36:58--01:36:59] 有可能是做的过程中
[01:36:59--01:36:59] 遇到了一些
[01:36:59--01:37:00] 可能你都没想到的问题
[01:37:00--01:37:03] 但是只有你把它做出来之后
[01:37:03--01:37:04] 你才能够验证
[01:37:04--01:37:04] 对
[01:37:04--01:37:06] 所以我们从2021年
[01:37:06--01:37:07] 开始推这个事
[01:37:07--01:37:08] 包括我们做的
[01:37:08--01:37:08] 全世界第一的
[01:37:08--01:37:09] 一台红黄麒麟
[01:37:09--01:37:10] 全高温超导的
[01:37:10--01:37:11] 包括我们做的
[01:37:11--01:37:12] 现在高温超导下
[01:37:12--01:37:13] 做出来刺伤最强的
[01:37:13--01:37:14] 这个磁体
[01:37:14--01:37:15] 今年三月份的事
[01:37:15--01:37:16] 所以它都是很新的东西
[01:37:16--01:37:16] 对
[01:37:16--01:37:19] 所以我觉得是在
[01:37:19--01:37:20] 大家对于这个事
[01:37:20--01:37:21] 能不能做出来
[01:37:21--01:37:23] 之前没有达成共识
[01:37:23--01:37:25] 我们是最早去
[01:37:25--01:37:26] 也是全力在推这件事
[01:37:26--01:37:28] 所以现在的新的记录也好
[01:37:28--01:37:30] 整个的这个领域里面的
[01:37:30--01:37:31] 最新的成果也好
[01:37:31--01:37:32] 都是我们团队
[01:37:32--01:37:33] 自己在推出来的
[01:37:33--01:37:33] 是这么个事
[01:37:33--01:37:34] 我并不觉得是
[01:37:34--01:37:35] 大家觉得这个事
[01:37:35--01:37:36] 假设能做出来
[01:37:36--01:37:37] 它没有收益
[01:37:37--01:37:38] 我觉得这个事
[01:37:38--01:37:38] 不是
[01:37:38--01:37:39] 假设能做出来
[01:37:39--01:37:40] 它的收益
[01:37:40--01:37:42] 应该大家都知道
[01:37:42--01:37:43] 但是能不能做出来
[01:37:43--01:37:45] 或者多长时间能做出来
[01:37:45--01:37:46] 由谁做出来
[01:37:46--01:37:47] 这个事对于很多的团队来说
[01:37:47--01:37:48] 是个问号
[01:37:48--01:37:49] 而这件事
[01:37:49--01:37:50] 我们有比较强的信心
[01:37:50--01:37:50] 我们就
[01:37:50--01:37:52] 我们相信这事
[01:37:52--01:37:53] 一定能做出来
[01:37:53--01:37:54] 而且我们的团队
[01:37:54--01:37:54] 我们相信自己
[01:37:54--01:37:56] 很快应该就能做出来
[01:37:56--01:37:56] 所以这些事
[01:37:56--01:37:57] 我们就做出来了
[01:37:57--01:37:59] 它成本能下降多少
[01:37:59--01:38:01] 然后装置能小多少
[01:38:01--01:38:01] 同样的
[01:38:01--01:38:02] 比如说跟Ether
[01:38:02--01:38:03] 一样的性能
[01:38:03--01:38:04] 就Q大于10
[01:38:04--01:38:05] 装置的体积
[01:38:05--01:38:06] 大概是由Ether的2%
[01:38:06--01:38:07] 就小了50倍
[01:38:07--01:38:09] 成本的话
[01:38:09--01:38:10] 大概也是这个50倍左右
[01:38:10--01:38:10] 就是大概从
[01:38:10--01:38:12] 250亿欧元
[01:38:12--01:38:13] 在我们看来
[01:38:13--01:38:14] 4亿美金就能做出来
[01:38:14--01:38:15] 所以大概也是
[01:38:15--01:38:16] 几十倍的这样一个区
[01:38:16--01:38:17] 鸿光380
[01:38:17--01:38:18] 是磁场更高吗
[01:38:18--01:38:18] 会高一些
[01:38:18--01:38:19] 对的
[01:38:19--01:38:20] 大概从23特
[01:38:20--01:38:21] 可能到29特左右
[01:38:21--01:38:22] 它其他的指标
[01:38:22--01:38:23] 有哪些不一样的
[01:38:23--01:38:24] 装置的大小
[01:38:24--01:38:25] 也会更大一些
[01:38:25--01:38:26] 所以380
[01:38:26--01:38:26] 你看比170
[01:38:26--01:38:28] 它的这个尺寸
[01:38:28--01:38:29] 又大一倍
[01:38:29--01:38:29] 接近一倍
[01:38:29--01:38:31] 所以整个装置会
[01:38:31--01:38:32] 就是线性尺寸大了一倍
[01:38:32--01:38:33] 可能体积
[01:38:33--01:38:34] 23层
[01:38:34--01:38:35] 就大概接近大了10倍
[01:38:35--01:38:36] 磁场更高了一些
[01:38:36--01:38:37] 从
[01:38:37--01:38:37] 23特
[01:38:37--01:38:38] 大概到29特
[01:38:38--01:38:39] 把它作为一个
[01:38:39--01:38:39] 示范电站
[01:38:39--01:38:40] 就是170
[01:38:40--01:38:41] 还是个实验装置
[01:38:41--01:38:43] 所以我不会去造一些
[01:38:43--01:38:44] 比如说
[01:38:44--01:38:45] 它长时间运行的
[01:38:45--01:38:46] 这些水冷的系统
[01:38:46--01:38:47] 包括把它的产生的能量
[01:38:47--01:38:48] 导出来的这些
[01:38:48--01:38:49] 水冷系统
[01:38:49--01:38:50] 都不会去做
[01:38:50--01:38:51] 这是最小化成本的
[01:38:51--01:38:51] 一个方法
[01:38:51--01:38:52] 但是380的话
[01:38:52--01:38:53] 你作为电站
[01:38:53--01:38:54] 你这些东西都要做的
[01:38:54--01:38:55] 所以它的尺寸
[01:38:55--01:38:56] 都会往出击
[01:38:56--01:38:57] 所以就380
[01:38:57--01:38:58] 是一个完整的
[01:38:58--01:39:01] 能够长时间运行的
[01:39:01--01:39:02] 一个示范电站的
[01:39:02--01:39:03] 要求去做
[01:39:03--01:39:04] 而170
[01:39:04--01:39:05] 还只是个实验装置
[01:39:05--01:39:06] 短时间
[01:39:06--01:39:07] 达到实验参数的目标
[01:39:07--01:39:08] 的最小化成本的东西
[01:39:08--01:39:10] 380需要多少成本
[01:39:10--01:39:12] 我们的目标
[01:39:12--01:39:13] 实际上是希望将
[01:39:13--01:39:15] 380的售价
[01:39:15--01:39:16] 能做到大概
[01:39:16--01:39:17] 1000瓦
[01:39:17--01:39:19] 4万到5万人民币
[01:39:19--01:39:20] 这个水平
[01:39:20--01:39:21] 什么概念呢
[01:39:21--01:39:21] 就是
[01:39:21--01:39:23] 对于500兆瓦的
[01:39:23--01:39:24] 这个装置来说
[01:39:24--01:39:25] 大概就是在200到
[01:39:25--01:39:26] 250亿人民币
[01:39:26--01:39:26] 这个量级
[01:39:26--01:39:27] 我们先有200亿人民币
[01:39:27--01:39:28] 现在的
[01:39:28--01:39:31] 刚刚我们国内新建成的
[01:39:31--01:39:32] 第四代的
[01:39:32--01:39:34] 裂变的第一台示范堆
[01:39:34--01:39:35] 就是高温气冷堆
[01:39:35--01:39:36] 大概
[01:39:36--01:39:37] 就是1000瓦
[01:39:37--01:39:39] 在4万到5万人民币
[01:39:39--01:39:40] 而我们认为
[01:39:40--01:39:41] 如果一台
[01:39:41--01:39:42] 第一台的巨变的
[01:39:42--01:39:43] 示范电站
[01:39:43--01:39:44] 能够做到这个成本的话
[01:39:44--01:39:45] 因为我的原料
[01:39:45--01:39:46] 是没有放射性的
[01:39:46--01:39:48] 我的反应产物
[01:39:48--01:39:48] 也是没有
[01:39:48--01:39:49] 长时间放射性的
[01:39:49--01:39:50] 就是我比裂变电站
[01:39:50--01:39:52] 无论从原料的可得性
[01:39:52--01:39:53] 还有它的安全性
[01:39:53--01:39:55] 以及废料的处理上来说
[01:39:55--01:39:56] 都有非常大的天然的优势
[01:39:56--01:39:58] 所以我们认为
[01:39:58--01:39:58] 当我的造价
[01:39:58--01:39:59] 跟它一样的时候
[01:40:00--01:40:04] 那么这台电站它对于核电业主来说可能是有比较大的吸引力的
[01:40:04--01:40:05] 这就是我们的目标
[01:40:05--01:40:07] 就是第一台电站大概是1000瓦
[01:40:07--01:40:09] 4万到5万人民币这个水平
[01:40:09--01:40:10] 造价成本呢
[01:40:10--01:40:11] 我说的就是造价
[01:40:11--01:40:14] 因为你的装置是一个
[01:40:14--01:40:15] 你有个设计目标
[01:40:15--01:40:16] 它的功率是多少
[01:40:16--01:40:19] 但你其实比的是每千瓦多少钱就是造价
[01:40:19--01:40:20] 总共大概是一个
[01:40:20--01:40:23] 就是200亿到250亿人民币
[01:40:23--01:40:24] 单纯的成本的话
[01:40:24--01:40:25] 我们估计在100到200亿之间
[01:40:25--01:40:27] 100亿到200亿之间
[01:40:27--01:40:29] 然后再加上170需要30亿
[01:40:29--01:40:32] 所以总共就相当于需要200亿左右
[01:40:32--01:40:33] 第三台装置
[01:40:33--01:40:36] 轰轰380实际上是我们的一个产品
[01:40:37--01:40:39] 是我们去卖出去
[01:40:39--01:40:42] 我们作为这个产品的设备的供应商
[01:40:42--01:40:42] 把它卖出去的
[01:40:42--01:40:44] 所以其实对我们来说
[01:40:44--01:40:46] 我们团队内部需要的钱
[01:40:46--01:40:49] 实际上是主要是就把170这台装置建起来
[01:40:49--01:40:51] 大概30亿人民币
[01:40:51--01:40:51] 对
[01:40:51--01:40:54] 但是380不是也需要以成本吗
[01:40:54--01:40:57] 但这个成本就是我去把它得卖出去
[01:40:57--01:40:57] 你要先卖
[01:40:57--01:40:58] 然后再造
[01:40:58--01:40:59] 不是先造好
[01:40:59--01:40:59] 然后再去卖
[01:40:59--01:40:59] 然后再去卖
[01:40:59--01:41:01] 肯定是有人去有这个需求
[01:41:01--01:41:04] 我按照他的需求去定制这样的一个产品的
[01:41:04--01:41:06] 所以还需要30亿就相当于
[01:41:06--01:41:06] 对的
[01:41:06--01:41:08] 我不需要更多的钱
[01:41:08--01:41:10] 那你们30亿现在是要一次性融完吗
[01:41:10--01:41:12] 我们在分批次去融
[01:41:12--01:41:16] 你们和SAM头的Helium Energy的技术路线有不同吗
[01:41:16--01:41:16] 不太一样
[01:41:16--01:41:18] Helium它也是磁约束
[01:41:18--01:41:21] 但它的磁场卫星是个直线型的
[01:41:21--01:41:22] 不像我们是个甜甜圈
[01:41:22--01:41:24] 他们叫做长反卫星的
[01:41:24--01:41:26] 英文叫FRC
[01:41:26--01:41:27] Fueled Reverse Configuration
[01:41:27--01:41:29] 长反卫星的装置
[01:41:29--01:41:32] 从已经公开的学术资料上来说
[01:41:32--01:41:36] 现在最高参数的长反卫星的装置
[01:41:36--01:41:38] 大概三成机做到
[01:41:38--01:41:39] 我没记错的话
[01:41:39--01:41:39] 17次方
[01:41:39--01:41:41] 可能还没到18次方
[01:41:41--01:41:43] 所以大概还差21次方
[01:41:43--01:41:44] 还差4个数量级
[01:41:44--01:41:50] 所以我们感觉这是一条科学风险很高的技术路线
[01:41:50--01:41:51] 还是打个比方
[01:41:51--01:41:54] 就比如说我现在要造一架飞机
[01:41:54--01:41:57] 我现在有0-10米的飞行的实验数据
[01:41:57--01:41:58] 然后我用这个实验数据
[01:41:58--01:41:59] 我外推到外
[01:41:59--01:42:01] 我去设计一架飞机
[01:42:01--01:42:03] 你很有可能在外推的过程中
[01:42:03--01:42:06] 你根本意识不到空气在变稀薄
[01:42:06--01:42:08] 气温在变低这些事情
[01:42:08--01:42:11] 所以你用0-10米的实验数据的空气动力学的实验数据
[01:42:11--01:42:12] 外推到万米高空
[01:42:12--01:42:14] 大概三个数量级吧
[01:42:14--01:42:17] 你可能设计出来的东西最终在那飞不起来
[01:42:17--01:42:17] 对
[01:42:17--01:42:21] 所以这就是当你只有比如说是到17次方的实验数据
[01:42:21--01:42:23] 你要外推到21次方
[01:42:23--01:42:24] 面临的是一样的问题
[01:42:24--01:42:27] 因为你不知道从17次方到21次方的过程中
[01:42:27--01:42:28] 会不会有一些新的
[01:42:29--01:42:32] 我们刚说涌现的这种新的物理过程会引入
[01:42:32--01:42:34] 在你的方程里面可能原来都没有
[01:42:34--01:42:35] 如果有的话
[01:42:35--01:42:39] 那你可能现在的外推的设计就失效了
[01:42:39--01:42:41] 当然如果运气非常好
[01:42:41--01:42:42] 什么新物理都没发现
[01:42:42--01:42:44] 甚至说可能新物理是帮你
[01:42:44--01:42:45] 给你有增益的
[01:42:45--01:42:46] 那当然更好
[01:42:46--01:42:48] 但这些事情就在我看来都属于叫做科学风险
[01:42:48--01:42:52] 甚至这个问题的答案是否存在都不确定
[01:42:52--01:42:53] 对
[01:42:53--01:42:57] 所以我们觉得这种事情其实更适合科研院所
[01:42:57--01:42:59] 或者是大学去做
[01:42:59--01:43:02] 这种有科学风险的这种问题
[01:43:02--01:43:03] 他们做的更激进一些
[01:43:03--01:43:07] 我们认为其实是没有在科学可行性上已经完成了验证
[01:43:07--01:43:08] 那为什么选这个方向
[01:43:08--01:43:11] 能够看到的一个结果是
[01:43:11--01:43:13] 其实包括美国有很多的聚变公司
[01:43:13--01:43:17] 几乎不存在有两家聚变公司
[01:43:17--01:43:19] 它的技术路线完全一致
[01:43:19--01:43:23] 我就刚说的聚变这事的先手优势太强了
[01:43:23--01:43:25] 你的领域里面也没多少人
[01:43:25--01:43:27] 每一件事都需要很多的资金
[01:43:27--01:43:29] 所以同一个技术路线
[01:43:29--01:43:33] 上的第二名其实是比较难存在的
[01:43:33--01:43:36] 所以一条技术路线上你可能投第一家
[01:43:36--01:43:37] 也就把所有的人才
[01:43:37--01:43:40] 包括自己培养的资金什么都拿到了
[01:43:40--01:43:42] 所以它并不是因为竞争带来垄断
[01:43:42--01:43:45] 而是因为人才垄断资金垄断了
[01:43:45--01:43:45] 对
[01:43:45--01:43:49] 导致第一名会比第二名的优势高很多
[01:43:49--01:43:51] 那么就没有理由再去支持第二名了
[01:43:51--01:43:52] 同一个技术路线上
[01:43:52--01:43:54] 除非你换一条技术路线
[01:43:54--01:43:55] 因为需要的钱太多了
[01:43:55--01:43:56] 对吧
[01:43:56--01:43:56] 对
[01:43:56--01:43:57] 而且人也不够
[01:43:57--01:43:57] 就是第二名
[01:43:57--01:43:59] 你也招不到更好的人
[01:43:59--01:44:01] 因为好的人都第一名找走了
[01:44:01--01:44:03] 你第二名要做的问题
[01:44:03--01:44:05] 第一名可能已经做了两年了
[01:44:05--01:44:06] 所以它比你还是领先的
[01:44:06--01:44:09] 所以它的整个的技术人才资金的循环
[01:44:09--01:44:11] 是一个非常快速的正向循环
[01:44:11--01:44:13] 所以同一个技术路线上
[01:44:13--01:44:15] 你看不到两家相同的公司
[01:44:15--01:44:17] 那么就会导致你其他的巨变公司
[01:44:17--01:44:18] 都是做啥的
[01:44:18--01:44:19] 那就其他的技术路线
[01:44:19--01:44:20] 对
[01:44:20--01:44:23] 比如说最开始做高温超导托克马克的CFS
[01:44:23--01:44:24] 那么剩下的公司
[01:44:24--01:44:25] 你可能做的是长盘卫星
[01:44:26--01:44:27] 或者什么球星托克马克
[01:44:27--01:44:28] 或者仿星器
[01:44:28--01:44:29] 就是其他的
[01:44:29--01:44:29] 技术路线
[01:44:30--01:44:32] CFS和它的技术路线也是不一样的
[01:44:32--01:44:33] CFS跟你们相似
[01:44:33--01:44:34] 对吧
[01:44:34--01:44:34] 对的
[01:44:34--01:44:35] 更相似一些
[01:44:35--01:44:35] 对的
[01:44:37--01:44:38] TDN好像也是项目
[01:44:38--01:44:40] 除了AI之外
[01:44:40--01:44:41] 唯一的个人投资
[01:44:41--01:44:41] 对的
[01:44:42--01:44:44] 你觉得和巨变AI的关系是什么
[01:44:45--01:44:46] 基本的逻辑是这样的
[01:44:46--01:44:50] 首先现在AI肯定是在一个指数增长的
[01:44:50--01:44:51] 快速发展的一个过程
[01:44:52--01:44:55] 那么一个基本的物理定律告诉你的事情是
[01:44:55--01:44:57] 任何一个指数增长的东西
[01:44:58--01:44:58] 它会
[01:44:59--01:45:00] 持续增长下去
[01:45:00--01:45:01] 直到遇到一个瓶颈
[01:45:01--01:45:02] 比如说短时间
[01:45:02--01:45:04] 大家可能觉得AI的一些瓶颈
[01:45:04--01:45:05] 像算力的瓶颈
[01:45:05--01:45:05] 对吧
[01:45:05--01:45:07] 芯片的大小的瓶颈
[01:45:07--01:45:08] 对吧
[01:45:08--01:45:08] 能源的瓶颈
[01:45:08--01:45:09] 数据的瓶颈
[01:45:09--01:45:10] 如果这些事
[01:45:10--01:45:13] 其实它是比如说产能能供起来的话
[01:45:13--01:45:15] 数据假如能够生成的话
[01:45:15--01:45:16] 那么再往下
[01:45:16--01:45:18] 我认为其实一个真正的可能大的瓶颈
[01:45:18--01:45:19] 是能源供给的瓶颈
[01:45:20--01:45:21] 这个事儿
[01:45:21--01:45:24] 因为它牵扯到的技术设施的要求是很高的
[01:45:24--01:45:26] 如果它成为了一个主要的耗电的
[01:45:26--01:45:27] 现在已经占到百分之几了
[01:45:27--01:45:29] 如果它变成百分之几十的话
[01:45:29--01:45:33] 那么你就意味着需要有更大规模的能源供给
[01:45:33--01:45:35] 就是其实能源这个事儿
[01:45:35--01:45:37] 它的需求永远是不缺的
[01:45:37--01:45:40] 就是只要能够提供能源
[01:45:40--01:45:41] 一定会被使用完
[01:45:41--01:45:42] 对
[01:45:42--01:45:45] 关键就是能不能提供这么多能源
[01:45:45--01:45:47] 但是所谓的能提供能源的核心的逻辑
[01:45:47--01:45:51] 就是你的能源的成本能不能降下来
[01:45:51--01:45:52] 你用同样的成本不变的话
[01:45:52--01:45:54] 你其实你提供不了更多能源
[01:45:54--01:45:56] 因为它没有收益
[01:45:56--01:45:56] 对
[01:45:56--01:45:59] 只有当你的成本能够显著下降之后
[01:45:59--01:46:03] 你才能够去数量级的增加能源的供给
[01:46:03--01:46:05] 而我们认为只要你能够增加能源的供给
[01:46:05--01:46:07] 它一定会被迅速的使用干净
[01:46:07--01:46:08] 对的
[01:46:08--01:46:09] 就像电脑
[01:46:09--01:46:11] 你从来不说你的计算的能力
[01:46:11--01:46:13] 供给的能力是远超的
[01:46:13--01:46:14] 就但凡你的性能一旦上去
[01:46:14--01:46:16] 一定会有一个应用
[01:46:16--01:46:18] 把你的新的电脑的性能全部用干净
[01:46:18--01:46:19] 对
[01:46:19--01:46:20] 所以能源也是一样的
[01:46:20--01:46:21] 对
[01:46:21--01:46:22] 那么我们觉得AI的话
[01:46:22--01:46:25] 肯定也在不久的未来
[01:46:25--01:46:28] 会去因为能源成为一个瓶颈
[01:46:28--01:46:31] 当然现在也可以看到很多的大型的这种计算中心
