[00:00:12--00:00:14] Hello 大家好,我是小骏
[00:00:14--00:00:17] 今天这期节目我们来到了美国纽约
[03:02:06--03:02:10] 无论我们接下来一年两年的时间应该做一个什么样的research project
[03:02:10--03:02:12] 这件事情在我或者在凯明
[03:02:12--03:02:15] 或者在很多研究员的心里呃看起来
[03:02:15--03:02:18] 都是都是反research
[03:02:18--03:02:19] 对
[03:02:19--03:02:22] 所以那时候也受到了很多的影响吧
[03:02:22--03:02:25] 比如说当初我在做这个dit的时候
[03:02:25--03:02:27] diffusion也是刚刚起步啊
[03:02:27--03:02:28] 还没有人
[03:02:28--03:02:31] fair还没有一个人在做diffusion model相关的研究
[03:02:31--03:02:32] 嗯
[03:02:32--03:02:33] 但我觉得哎
[03:02:33--03:02:34] 这个东西好像很有趣
[03:02:34--03:02:35] 嗯
[03:02:35--03:02:37] 我觉得应该去尝试尝试
[03:02:37--03:02:39] 然后bill peoples
[03:02:39--03:02:40] 啊
[03:02:40--03:02:41] 他是我当初招的一个intern
[03:02:41--03:02:42] 嗯
[03:02:42--03:02:43] 对吧
[03:02:43--03:02:44] 然后他现在是sour的hat
[03:02:44--03:02:45] 啊
[03:02:45--03:02:46] 也在sour的这种各种生成的视频里面
[03:02:46--03:02:47] 他也是主角
[03:02:47--03:02:48] 嗯
[03:02:48--03:02:49] 对
[03:02:49--03:02:50] 他是一个非常非常sharp啊
[03:02:50--03:02:52] 或者或者在我看来是一个
[03:02:52--03:02:54] 我觉得完美的phd学生吧
[03:02:54--03:02:56] 就是在各个方向
[03:02:56--03:02:57] 呃
[03:02:57--03:02:59] 至少是六边形战士的这样一个学生
[03:02:59--03:03:00] 对
[03:03:00--03:03:01] 但anyway
[03:03:01--03:03:03] 当初我们起点其实不是要做diffusion model
[03:03:03--03:03:04] 也不是要做dit
[03:03:04--03:03:06] 在前两个月的探索
[03:03:06--03:03:09] 完全也是集中在表征学习这件事上
[03:03:09--03:03:11] 就是说我们想要看一看
[03:03:11--03:03:14] 你一个diffusion model学到的这个表征
[03:03:14--03:03:17] 到底跟一个正常的superwise learning
[03:03:17--03:03:18] 或者说一个soft surprise
[03:03:18--03:03:19] 你学到的表征
[03:03:19--03:03:21] 到底有什么不一样
[03:03:21--03:03:24] 其实后续在这个方向还有很多很多的工作
[03:03:24--03:03:27] 但我们开始的这个做了一段时间的感受
[03:03:27--03:03:28] 就是说
[03:03:28--03:03:30] 这个东西好像
[03:03:30--03:03:31] 也还行
[03:03:31--03:03:32] 也就那样
[03:03:32--03:03:33] 嗯
[03:03:33--03:03:34] 它能学到一个不错
[03:03:34--03:03:36] 一个生成模型能学到一个不错的表征
[03:03:36--03:03:42] 但这个表征要比你的自监督学习的表征要差的多的多的多
[03:03:42--03:03:43] 嗯
[03:03:43--03:03:44] 啊
[03:03:44--03:03:45] 就完全不能打
[03:03:45--03:03:46] 对
[03:03:46--03:03:47] 所以我们就放弃了
[03:03:47--03:03:48] 但是在这个过程中
[03:03:48--03:03:49] 到了最后一个月的时候
[03:03:49--03:03:50] 我们发现
[03:03:50--03:03:51] 哎
[03:03:51--03:03:52] 啊
[03:03:52--03:03:53] 哦
[03:03:53--03:03:54] by the way
[03:03:54--03:03:55] 这个东西前提是说
[03:03:55--03:03:56] 因为dit
[03:03:56--03:03:57] 我们需要在这个表征的level
[03:03:57--03:03:59] 去跟比如说vit base的这种表征的系统
[03:03:59--03:04:00] 要做一个对比
[03:04:00--03:04:01] 嗯
[03:04:01--03:04:02] 所以那个时候是我们
[03:04:02--03:04:03] 为什么
[03:04:03--03:04:04] 我们需要用vit
[03:04:04--03:04:05] 来做这个diffuser model
[03:04:05--03:04:06] 这个是出发点
[03:04:06--03:04:07] 对吧
[03:04:07--03:04:08] 然后后来我们发现
[03:04:08--03:04:09] 哎
[03:04:09--03:04:11] 这件事情在表征的这个角度
[03:04:11--03:04:13] 好像没有什么太大的价值
[03:04:13--03:04:14] 但是好像
[03:04:14--03:04:17] 我们的这个新的architecture
[03:04:17--03:04:19] 它确实更加efficient
[03:04:19--03:04:21] 然后确实更加scalable
[03:04:21--03:04:22] 嗯
[03:04:22--03:04:23] 比unet要更稳定
[03:04:23--03:04:24] 并且
[03:04:24--03:04:25] 从代码的角度
[03:04:25--03:04:27] 我会非常care这件事情
[03:04:27--03:04:29] 就从你的代码的角度
[03:04:29--03:04:30] 我们叫它这种
[03:04:30--03:04:31] minimal description length
[03:04:31--03:04:32] 就是说
[03:04:32--03:04:34] 你代码其实还是很重要的
[03:04:34--03:04:35] 你是能体现出来一些事情的
[03:04:35--03:04:38] 如果你的代码的长度很短
[03:04:38--03:04:39] 啊
[03:04:39--03:04:41] 就能够去达到同样的目的
[03:04:41--03:04:43] 那你这个方法typically
[03:04:43--03:04:44] 会优于一个
[03:04:44--03:04:46] 比如说写了好几千行代码
[03:04:46--03:04:48] 一个非常非常膨胀的系统
[03:04:48--03:04:49] 啊
[03:04:49--03:04:50] 即使它也能做同样的事情
[03:04:50--03:04:53] 但你的前一种这种更elegant的solution
[03:04:53--03:04:54] 更simple solution
[03:04:54--03:04:55] 一定是更好
[03:04:55--03:04:57] 我觉得这也是某种意义上的research taste
[03:04:57--03:04:58] 嗯
[03:04:58--03:04:59] 所以我们发现哎
[03:04:59--03:05:00] 这件事情又简单
[03:05:00--03:05:01] 又能work
[03:05:01--03:05:02] 又scalable
[03:05:02--03:05:03] 然后又efficient
[03:05:03--03:05:05] 那好像这件事情才是应该
[03:05:05--03:05:07] 我们去pursue the direction
[03:05:07--03:05:09] 所以也是提前一个月啊
[03:05:09--03:05:11] 然后然后去做这件事
[03:05:11--03:05:12] 嗯
[03:05:12--03:05:14] 然后那时候也要竞争很多的资源
[03:05:14--03:05:15] 大家就说哎呀
[03:05:15--03:05:17] 你这个做这个事情干什么呀
[03:05:17--03:05:19] 我们现在要把资源集中到一起
[03:05:19--03:05:20] 然后我们要做一些更有意义的
[03:05:20--03:05:21] 更大的project
[03:05:21--03:05:22] 谁会说
[03:05:22--03:05:24] nobody knows
[03:05:24--03:05:26] 所以要有这种对其会议里面讨论了
[03:05:26--03:05:29] 但是但至少diffusion model不会是
[03:05:29--03:05:31] 在这个create
[03:05:31--03:05:33] critical path中的一个重要的
[03:05:33--03:05:36] 就在这个核心路径上的重要的一元
[03:05:36--03:05:37] 嗯
[03:05:37--03:05:38] 对
[03:05:38--03:05:39] 所以大家会有很多的反对
[03:05:39--03:05:40] 嗯
[03:05:40--03:05:42] 但我觉得我能看到这件事情
[03:05:42--03:05:44] 其实是一个很重要的事情
[03:05:44--03:05:45] 因为我觉得这这件事情
[03:05:45--03:05:46] 从架构
[03:05:46--03:05:48] 我做我做架构做这么长时间
[03:05:48--03:05:50] 我觉得这是diffusion架构的未来
[03:05:50--03:05:51] 对
[03:05:51--03:05:52] 它不是diffusion model全部
[03:05:52--03:05:54] 像我说data架构
[03:05:54--03:05:56] 还有还有objective
[03:05:56--03:05:57] 都是很重要的
[03:05:57--03:05:58] 对
[03:05:58--03:05:59] 但是在在架构上
[03:05:59--03:06:01] 这件事情是绕不过去的一回
[03:06:01--03:06:02] 啊
[03:06:02--03:06:03] 所以这是为什么最后一个月
[03:06:03--03:06:04] 就朝这个方向去push
[03:06:04--03:06:05] 啊
[03:06:05--03:06:06] 最后结果也很好
[03:06:06--03:06:08] 然后我们能售出来这种
[03:06:08--03:06:09] 真的很好的这种scaling behavior
[03:06:09--03:06:11] 然后我们投了paper到cvpr
[03:06:11--03:06:12] 啊
[03:06:12--03:06:13] 然后我觉得都非常开心
[03:06:13--03:06:14] 啊
[03:06:14--03:06:15] 然后paper被拒了
[03:06:15--03:06:16] 嗯
[03:06:16--03:06:17] 对
[03:06:17--03:06:18] 乐坤好像写过这个推特
[03:06:18--03:06:19] 是的
[03:06:19--03:06:20] 是的
[03:06:20--03:06:21] 就是就是nobody不够
[03:06:21--03:06:22] 所以对
[03:06:22--03:06:23] 你们可能做的这个东西
[03:06:23--03:06:24] 啊
[03:06:24--03:06:25] 对吧
[03:06:25--03:06:26] 你你你没有大段的数学
[03:06:26--03:06:27] 你没有大段的这种复杂的这个结构
[03:06:27--03:06:29] 你弄了一个很简单的这样一个结构
[03:06:29--03:06:31] 虽然得到很好的结果
[03:06:31--03:06:32] 但是嗯
[03:06:32--03:06:33] river不买账
[03:06:33--03:06:34] 嗯
[03:06:34--03:06:35] 对
[03:06:35--03:06:36] 啊
[03:06:36--03:06:37] 所以这也是另外一个lesson
[03:06:37--03:06:38] 但到那个时刻
[03:06:38--03:06:39] 其实我已经慢慢回过神来了
[03:06:39--03:06:40] 我发现
[03:06:40--03:06:41] 啊
[03:06:41--03:06:43] 这个research paper这件事情
[03:06:43--03:06:44] 啊
[03:06:44--03:06:47] 其实这个在这个巨大的随机过程里面
[03:06:47--03:06:48] 重或不重一点
[03:06:48--03:06:49] 一点都不重要
[03:06:49--03:06:50] 啊
[03:06:50--03:06:51] 所以我们接下来又投另外一个回
[03:06:51--03:06:52] 那什么也没改
[03:06:52--03:06:54] 那又中了一篇hour paper
[03:06:54--03:06:55] 嗯
[03:06:55--03:06:56] 所以再次证明
[03:06:56--03:06:58] 这个完全是一个纯粹的随机过程
[03:06:58--03:07:00] 但之后发生的事情比较有趣
[03:07:00--03:07:01] 啊
[03:07:01--03:07:02] 之后我发现
[03:07:02--03:07:04] 这件事情在各个维度上
[03:07:04--03:07:07] 都比一个unit based的system要好
[03:07:07--03:07:08] why not
[03:07:08--03:07:09] 你就应该用这件事
[03:07:09--03:07:10] 对吧
[03:07:10--03:07:12] 你统一了你的底层的这个逻辑
[03:07:12--03:07:14] 在制造在架构上面统一了这个逻辑
[03:07:14--03:07:16] 你可以share很多这种infrastructure
[03:07:16--03:07:18] 它又这么efficient
[03:07:18--03:07:19] 结果又好
[03:07:19--03:07:20] 又scalable
[03:07:20--03:07:21] 你可以创建更大的模型
[03:07:21--03:07:22] 所以我们就想
[03:07:22--03:07:23] 哎
[03:07:23--03:07:24] 这件事情这个paper发出去
[03:07:24--03:07:25] 那一定会有很多关注
[03:07:25--03:07:26] which by the way
[03:07:26--03:07:27] 确实有很多关注
[03:07:27--03:07:29] 就是推荐很多人讨论
[03:07:29--03:07:30] 但是我们发现
[03:07:30--03:07:31] 哎
[03:07:31--03:07:33] 没有人真的用它干任何事
[03:07:33--03:07:34] 哦
[03:07:34--03:07:35] 哦
[03:07:35--03:07:37] 然后我们开始就开始跟大家聊
[03:07:37--03:07:39] 比如说我们去找stable diffusion的人
[03:07:39--03:07:40] 哦
[03:07:40--03:07:41] by the way
[03:07:41--03:07:42] 我觉得stable diffusion ldm也是一个
[03:07:42--03:07:44] 在我看起来属于那二十几篇paper里面
[03:07:44--03:07:45] 哦
[03:07:45--03:07:46] 的一个
[03:07:46--03:07:48] 但我跟他们也有些人也在去聊
[03:07:48--03:07:51] 然后我们跟一些其他的大公司也有在聊
[03:07:51--03:07:52] 嗯
[03:07:52--03:07:53] 我们相当于在学校里面
[03:07:53--03:07:54] 那时候我已经
[03:07:54--03:07:55] 就相当于这篇paper是
[03:07:55--03:07:56] 是刚好落脚在
[03:07:56--03:07:58] 我在fair的最后和我在myu开始
[03:07:58--03:07:59] 哦
[03:07:59--03:08:00] 所以两边都署名是吗
[03:08:00--03:08:01] 这样的话
[03:08:01--03:08:02] 其实不是
[03:08:02--03:08:05] 其实是只署了myu的名字和berkeley的名字
[03:08:05--03:08:06] 哦
[03:08:06--03:08:07] 因为fair不让我们署名
[03:08:07--03:08:08] 为什么
[03:08:08--03:08:10] 因为第一是他们觉得这篇paper
[03:08:10--03:08:11] it's ok
[03:08:11--03:08:12] it's a paper
[03:08:12--03:08:13] 第二是那你已经离开了
[03:08:13--03:08:14] 不要署我们名
[03:08:14--03:08:15] 不要
[03:08:15--03:08:16] 不要借我们fair的名声
[03:08:16--03:08:17] 啊
[03:08:17--03:08:18] 给你
[03:08:19--03:08:20] 有趣
[03:08:20--03:08:21] 灯光天才
[03:08:21--03:08:22] 啊
[03:08:22--03:08:23] 嗯
[03:08:23--03:08:24] 然后anyway吧
[03:08:24--03:08:25] 啊
[03:08:25--03:08:26] 就会
[03:08:26--03:08:27] 其实本账还是一些legal的原因吧
[03:08:27--03:08:28] 嗯
[03:08:28--03:08:29] 反正就没有署名
[03:08:29--03:08:30] 所以是是署的myu名
[03:08:30--03:08:32] 就是在在fair完整的做完的事情
[03:08:32--03:08:33] 对
[03:08:33--03:08:34] 世界总是这么讽刺
[03:08:34--03:08:35] 有点讽刺
[03:08:35--03:08:36] 对
[03:08:36--03:08:37] 嗯
[03:08:37--03:08:38] 然后后来反正发生的事情
[03:08:38--03:08:39] 大家也知道
[03:08:39--03:08:40] 那就是bill跑去openai
[03:08:40--03:08:41] 那说好
[03:08:41--03:08:42] 你们都不买账
[03:08:42--03:08:43] 那我自己来做这件事
[03:08:43--03:08:44] 哦
[03:08:44--03:08:45] 是这个原因
[03:08:45--03:08:46] 是这个原因
[03:08:46--03:08:47] 对啊
[03:08:47--03:08:48] 然后或者说那时候
[03:08:48--03:08:49] 他也在跟我讨论
[03:08:49--03:08:50] 说到底应该去找什么工作
[03:08:50--03:08:51] 他有好多不同的offer
[03:08:51--03:08:52] 然后有些startup
[03:08:52--03:08:53] 有openai
[03:08:53--03:08:54] 然后也有一些大公司
[03:08:54--03:08:55] 啊
[03:08:55--03:08:56] 然后
[03:08:56--03:08:57] 呃
[03:08:57--03:08:58] 然后
[03:08:58--03:08:59] 然后
[03:08:59--03:09:00] 那时候他才第三年
[03:09:00--03:09:02] 然后他也是这个
[03:09:02--03:09:04] 也我觉得也是有一个非常好
[03:09:04--03:09:05] 非常好的这种
[03:09:05--03:09:06] 啊
[03:09:06--03:09:08] 可能比我强多了的这种预测模型吧
[03:09:08--03:09:09] 啊
[03:09:09--03:09:10] 我觉得他是能看到说
[03:09:10--03:09:11] 要早点加入openai
[03:09:11--03:09:12] 啊
[03:09:12--03:09:13] openai
[03:09:13--03:09:14] 啊
[03:09:14--03:09:15] 现在不得了
[03:09:15--03:09:16] 那是哪一年
[03:09:16--03:09:17] 呃
[03:09:17--03:09:18] 是这个22年
[03:09:18--03:09:19] 哦
[03:09:19--03:09:20] 呃
[03:09:20--03:09:21] 22年
[03:09:21--03:09:22] 年底
[03:09:22--03:09:23] 对
[03:09:23--03:09:24] 22年年底
[03:09:24--03:09:25] 对
[03:09:25--03:09:26] 22年年底
[03:09:26--03:09:27] 那个时候不是
[03:09:27--03:09:28] chashbd刚出来吗
[03:09:28--03:09:29] 是啊
[03:09:29--03:09:30] 就是他加入了
[03:09:30--03:09:31] 哦
[03:09:31--03:09:32] 呃
[03:09:32--03:09:33] 对啊
[03:09:33--03:09:34] 就是他加入了
[03:09:34--03:09:35] 工作就做完了吗
[03:09:35--03:09:36] 做完了
[03:09:36--03:09:37] 对
[03:09:37--03:09:38] 你们不是在chashbd之后做的吗
[03:09:38--03:09:39] 呃
[03:09:39--03:09:40] 不是
[03:09:40--03:09:41] 因为我是23年1月
[03:09:41--03:09:42] 就已经到nyu了
[03:09:42--03:09:43] 哦
[03:09:43--03:09:44] 所以这个工作其实是
[03:09:44--03:09:45] 上一年22年的暑假了
[03:09:45--03:09:46] 开始的一个工作
[03:09:46--03:09:47] 哦
[03:09:47--03:09:48] 所以是在chashbd之前就做了
[03:09:48--03:09:49] 之前
[03:09:49--03:09:50] 对
[03:09:50--03:09:51] 哦
[03:09:51--03:09:52] 所以这是为什么openai
[03:09:52--03:09:53] 我觉得也很厉害
[03:09:53--03:09:58] 就他能够意识到比如build的才能
[03:09:58--03:10:02] 并且能够让他们有一个包括team teambooks对吧
[03:10:02--03:10:05] 然后让他们能够有一个这样一个很bottom up
[03:10:05--03:10:08] 在我看起来其实是一个蛮research的一个effort
[03:10:08--03:10:10] 给他们足够多自由度跟资源
[03:10:10--03:10:13] 让他们做一个在之前大家想都不敢想的事情
[03:10:13--03:10:14] 嗯
[03:10:14--03:10:16] 这件事情就是骚扰对吧
[03:10:16--03:10:21] 我觉得这件事情至少在在当初fair是没有这个基因的
[03:10:21--03:10:23] 大公司也不会有这个基因
[03:10:23--03:10:26] 就如果你们没有离职还在fair
[03:10:26--03:10:29] 他们依然不会用dit
[03:10:29--03:10:30] 那我觉得也不见得
[03:10:30--03:10:31] 倒不是用不用的问题
[03:10:31--03:10:36] 我觉得更多的是怎么样能催生出这样新的这种创新的
[03:10:36--03:10:37] 呃
[03:10:37--03:10:38] 这种这种结果
[03:10:38--03:10:39] 嗯
[03:10:39--03:10:40] 对
[03:10:40--03:10:41] 然后我觉得或者说这个架构只是其中的一部分
[03:10:41--03:10:43] 我觉得我觉得他一点都不重啊
[03:10:43--03:10:45] 他只是他只是一个选择
[03:10:45--03:10:46] 嗯
[03:10:46--03:10:47] 但他battle这件事情
[03:10:47--03:10:50] 对要battle或者相信这件事情能做成
[03:10:50--03:10:51] 嗯
[03:10:51--03:10:53] 我觉得这件事情不是不是所有人都能相信得了的
[03:10:53--03:10:54] 嗯
[03:10:54--03:10:55] 哦
[03:10:55--03:10:57] 我觉得这件事情其实是非常厉害的
[03:10:57--03:10:58] 嗯
[03:10:58--03:11:01] 这其实在讲的是soro的诞生的很多前续的故事
[03:11:01--03:11:02] 对吧
[03:11:02--03:11:03] 有点是是是
[03:11:03--03:11:04] 嗯
[03:11:04--03:11:05] 然后对然后
[03:11:05--03:11:07] 哇你见证了好多
[03:11:07--03:11:08] 啊
[03:11:08--03:11:09] 嗯
[03:11:09--03:11:10] 对我觉得见证了一些人一些事吧
[03:11:10--03:11:11] 的啊
[03:11:11--03:11:13] 但也错过了很多的
[03:11:13--03:11:14] 嗯
[03:11:14--03:11:15] 错过了什么
[03:11:15--03:11:16] 那比如当初没去opi啊
[03:11:16--03:11:19] 或者说呃之后还有很多其他机会
[03:11:19--03:11:20] 我就不不说了
[03:11:20--03:11:22] 但总之是有点我
[03:11:22--03:11:24] 我觉得我看对了很多事情
[03:11:24--03:11:25] 我看对了很多事情
[03:11:25--03:11:26] 和很多人很多人
[03:11:26--03:11:31] 但也有一些时候比如说某些创业公司在非常非常早期的时候
[03:11:31--03:11:32] 然后跟我聊
[03:11:32--03:11:34] 然后想想想想要说哎
[03:11:34--03:11:37] 就我可能是第一个看他们的demo的人啊
[03:11:37--03:11:38] 也许可以说吧
[03:11:38--03:11:40] 就是呃这个airwind
[03:11:40--03:11:42] perplexity的airwind
[03:11:42--03:11:43] 然后
[03:11:43--03:11:44] 哦
[03:11:44--03:11:50] 他从opi出来在palado的这个blue bottle的这个这个这个这个这个咖啡店啊
[03:11:50--03:11:53] 这也是一个硅谷里面所有很多事情发生的一个地方啊
[03:11:53--03:11:56] 很小
[03:11:56--03:12:01] 我可能是至少第一第二个看到他的一个demo的这样一个人啊
[03:12:01--03:12:03] 他拿着一个电脑
[03:12:03--03:12:04] 给我看一个
[03:12:04--03:12:05] 嗯
[03:12:05--03:12:06] 一个一个一个浏览器
